标题,来源,时间,问题,回答
录取,12***34e (河北),2017-06-25 13:47,河北理科考生，分573，省排名20415，报贵校希望大吗？,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
高校专项计划,14***5 (内蒙古),2017-06-25 13:44,我是内蒙古考生，高考成绩530，超一本线64分，我已通过贵校高校专项计划审核，我被贵校录取的希望大不大？高校专项如何录取？,你好，欢迎报考中国矿业大学，凡取得我校力行计划招生资格的考生且高考成绩达到当地一本线以上，我校将根据公布的各省高校专项计划招生计划从高分到低分择优录取。具体录取情况可参考我校本科招生网各省各专业历年录取分数。谢谢！
录取,12***34e (河北),2017-06-25 13:43,河北理科考生，考573，排20415，报贵校希望大吗？,你好，欢迎报考中国矿业大学，请参考我校本科招生网上近三年录取分数线统计，谢谢！
报考咨询,dz*** (河北),2017-06-25 13:17,老师你好，我是河北文科考生，高考成绩582，省内排名3737，可以报考贵校吗？谢谢！,你好，欢迎报考中国矿业大学，请参考我校本科招生网上近三年录取分数线统计，谢谢！
报考,sk*** (四川),2017-06-25 12:33,四川理科超一本线50分有希望录取吗？,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。我校本科招生网及矿大招生微信公众号上对招生大类以及相关学院都有详细介绍，建议根据自身的兴趣爱好进行填报！谢谢！
您好老师，请问贵校转专业容易么？,ch*** (河北),2017-06-25 12:00,想去贵校学习，又怕被调剂到不喜欢的专业。请问转专业容易么？,[你好，欢迎报考中国矿业大学，我校本科生有三次选择专业的机会：①获得优秀新生奖学金的学生，可在入学一学期后重新选择专业；②按照大类招生的学生，在完成大类通识培养后可按规定在大类内选择专业；③对于所有普通类的学生，学校实行开放的转专业申请制度，要求每个专业拿出不少于本专业年级人数15%的名额，接受转专业的学生。具体转专业政策由转出学院和转进学院制定，谢谢！
录取吧宝宝,91*** (湖北),2017-06-25 11:47,湖北省文科生，560，高出分数线32分，报贵校有希望？,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
咨询,zb*** (内蒙古),2017-06-27 09:01,老师好，我是内蒙古理科考生，分数546，位次7591，录取希望大吗？,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
投、退档,he***hengqi (河南),2017-06-26 16:32,我是河南理科考生，在河南排20200名，有希望录取吗？如果投档，有没退档的风险？,你好，欢迎报考中国矿业大学，根据往年我校在河南省的录取情况，有希望被我校录取。如果考生成绩能够进档且服从专业调剂，一般不会被退档，谢谢！
江苏文科考生352能录取吗,as***n (江苏),2017-06-26 16:17,进档的话还会退档吗预估今年分数线多少,你好，欢迎报考中国矿业大学，如果考生成绩能够进档且服从专业调剂，一般不会被退档，目前我校没有预估分数线。谢谢！
广东考生要什么分数和排位报您校才稳妥？,de***ei (广东),2017-06-26 16:15,２０１７年广东考生考到５０８分超线２３分，排位在４万６千左右，能进中国矿业大学吗？或者说选哪个专业被录取的机会更大？,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。我校本科招生网及矿大招生微信公众号上对招生大类以及相关学院都有详细介绍，建议根据自身的兴趣爱好进行填报！谢谢！
河南理科考生,ld*** (河南),2017-06-26 15:49,您好老师，我是河南考生理科，569分，位次18265。如果报考贵校机械工程、电子信息类专业是否有希望？谢谢,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。我校本科招生网及矿大招生微信公众号上对招生大类以及相关学院都有详细介绍，建议根据自身的兴趣爱好进行填报！谢谢！
山东艺术文,28*** (山东),2017-06-26 15:41,综合折算成绩702.67，有百分之多少的希望被贵校录取？,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
河南理工考生具有国家专项计划,ts*** (河南),2017-06-26 15:34,高考分数529，有没有希望报考贵校,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
报考咨询,sa***23 (山西),2017-06-26 14:50,你好，我是山西考生，531位次10870有希望报考吗？,你好，欢迎报考中国矿业大学，根据往年我校在山西省的录取情况，有希望被我校录取。请参考我校本科招生网近三年录取分数线统计。谢谢！
报考,qm*** (山东),2017-06-26 14:45,老师您好，我是山东文科考生，570分排6593，请问有希望报考贵校吗，几率大吗,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
有关专业录取,du*** (河北),2017-06-26 14:18,老师您好，录取时，几个专业如果都没录取，调剂时是按原分数进行调剂还是分差后进行调剂？谢谢。,你好，欢迎报考中国矿业大学，专业调剂时采用高考分减去专业级差后的分数进行调剂。谢谢！
陕西考生,jj*** (陕西),2017-06-26 13:16,您好，我是陕西考生，分数532分，超一本线83分，位次17302，请问报贵校的建筑学专业，或城乡规划，可以吗,你好，欢迎报考中国矿业大学，请参考我校本科招生网各省各专业历年录取分数，谢谢！
湖南考生关于贵校志愿填报,tj*** (湖南),2017-06-26 13:12,湖南考生，高于本省一本分数线52分，想报考贵校的地理地质方面的专业，服从调剂，是否有希望被录取,[您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。如果考生成绩能够进档且服从专业调剂，一般不会被退档，我校本科生有三次选择专业的机会：①获得优秀新生奖学金的学生，可在入学一学期后重新选择专业；②按照大类招生的学生，在完成大类通识培养后可按规定在大类内选择专业；③对于所有普通类的学生，学校实行开放的转专业申请制度，要求每个专业拿出不少于本专业年级人数15%的名额，接受转专业的学生。具体转专业政策由转出学院和转进学院制定，谢谢！谢谢！
辽宁考生,gd*** (辽宁),2017-06-26 12:18,您好辽宁文科考生571分，比一本分数线高39分，是否有望被会计学或广播电视学录取,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
录取问题,jx*** (北京),2017-06-26 12:09,北京556分，13352位次能报211几所学校,您好，欢迎您报考中国矿业大学！建议参考贵省历年在我校分数线及排名，具体可参考链接：http://zs.cumt.edu.cn/DWWZ/DWWZQianTai/BKZSDemo/index.aspx。谢谢！
录取问题,jx*** (北京),2017-06-26 12:06,北京556分，13352位次有机会上贵校吗,你好，欢迎报考中国矿业大学，请参考我校本科招生网上近三年录取分数线统计，谢谢！
安徽理科,ni*** (安徽),2017-06-28 15:41,贵校自主招生已通过，506分，全省50603名。报考贵校希望大不大？,[您好，欢迎您报考中国矿业大学！我校自主招生认定为优秀的考生，高考成绩达到当地本科一批录取线以上的，我校按照公示的拟录取专业予以录取。我校自主招生资格认定为合格的考生，高考成绩达到我校模拟投档线下30标准分（含）以内且达到当地本科一批录取线或自主招生控制线以上的，我校予以录取。录取专业：高考成绩达到我校模拟投档线以上的，按照公示的拟录取第一专业予以录取；高考成绩未达到我校模拟投档线的。录取公示的2个专业中的一个。2个专业志愿没有级差。谢谢！
