标题,来源,时间,问题,回答
广西考生,15***37 (广西),2018-06-27 10:04,请问贵校近几年来在广西录取的最低位次是多少，谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是7342、22914、11217名。
服从调剂,17***01 (贵州),2018-06-27 09:55,如果被贵校提档，但分数排在录取人数的最后一名，服从调剂并且政审和体检都合格，会不会被退档？,服从调剂，身体没问题，提档不退档
自主招生,15***48 (河北),2018-06-27 09:49,请问，我已通过该校自招复试，现在开始填报志愿，除正常填报本一特殊类型批以外，还有其他需要做的吗？,您好，如您获得我校自主招生资格，根据省考试院规定正确填好志愿，省招办会在规定时间将符合录取条件的考生投档至我校。
福建理科考生,14***1@qq.com (福建),2018-06-27 09:39,您好，请问今年高考理科558分排名12700左右有希望进贵校吗？另外有什么专业是比较推荐的谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是7961、12500、12349名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
北京理科考生,ls***63.com (北京),2018-06-27 09:32,老师，请问北京理科6000-6113名，能填报本校么？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是7396、7120、7072名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
山东理科考生,18***47 (山东),2018-06-27 09:22,山东理科608分，省排名15892，报考贵校被录取的希望大吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14412、12639、15651名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
志愿,37***@qq.com (湖南),2018-06-27 09:18,老师您好，我是湖南男性考生，607分，有机会进入贵校学习，并且可以选什么专业呢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是9859、11460、11771名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
志愿,13***29 (江苏),2018-06-26 16:50,您好，我在高校专项计划中通过笔试面试，我填报志愿时是否只能将贵校作为第一志愿。,您好，获得我校高校专项资格的考生，务必按照省招办要求，在规定时间将学校志愿填报在指定位置，专业志愿只能填写入选专业类，该专业类已在我校本科招生信息网公示。
志愿填报,13***44 (山西),2018-06-26 16:41,老师你好，山西理科，男性考生594分，有没有可能进入贵校学习？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是8116、7565、8072。
录取自动化,18***90 (贵州),2018-06-26 16:33,老师您好，请问贵州考生今年理科580分能够报考贵校自动化专业能被录取吗,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是8834、8104、9365名。详细分数请登录招生网查看http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
国家专项,18***96 (河南),2018-06-26 16:33,河南考生586预估能上贵校国家专项么？具体要怎样的位次？,请登录我校本科招生信息网查看往年分数http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
新疆考生录取问题,83***@qq.com (新疆),2018-06-26 15:49,新疆理科549分，位次6184，报考贵校希望大吗,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分超一本线的分数分别是83、86、94，往年录取最低分一般在5000名以前。
北京文科考生,13***40 (北京),2018-06-26 15:45,你好，请问北京文科考生，583分，4200名，想报考贵校“法学”，请问差距如何？谢谢！,您好，根据往年录取情况来看，2015、2016、2017年我校文科录取最低分全省排名分别是3476、3722、3380名。
江苏考生录取问题,13***34 (江苏),2018-06-26 15:30,你好，我是江苏考生，理工科，高考分数367分，理化双A+，排名15800，想报考贵校，希望大吗,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是21075、18735、18358名，您报考我校希望较大。
录取,15***29 (湖南),2018-06-26 15:05,老师您好！湖南省2018年理科考生，成绩596，第一志愿报考贵校有希望吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是9859、11460、11771名。
录取问题,13***70 (山东),2018-06-26 14:16,山东考生近三年在贵校录取位次最低多少？谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14412、12639、15651名。
录取问题,13***70 (山东),2018-06-26 14:16,山东考生近三年在贵校录取位次最低多少？谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14412、12639、15651名。
河南理科民族预科生,13***59 (河南),2018-06-26 13:21,老师您好，请问贵校今年在河南有民族预科理工类招生名额吗？如果有，请问大概多少分可被录取？是否可以参照其他省份往年预科生录取线？,您好，我校在河南未安排少数民族预科计划。
录取问题,15***07 (山东),2018-06-26 13:17,老师你好，我是一名山东考生，今年610分全省排名14963有希望进入贵校吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14412、12639、15651名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
保定校区生活条件怎么样,13***02 (江苏),2018-06-26 12:44,宿舍条件、食宿条件、交通条件等，望回答，感谢！,我校宿舍为六人间，上床下桌，有空调，床标准是190*90，有加长的可达195，床上用品可以到学校购买，也可以自行携带，学校附近也可以购买。
江苏考生,13***02 (江苏),2018-06-26 12:43,江苏考生13000A+A有希望被能动录取吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是21075、18735、18358名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
江西理工考生,18***65 (江西),2018-06-26 12:14,老师你好，请问江西理工考生604分，8012名，报考贵校有希望吗？专业服从调集会退档吗？入学后可以转专业吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是7935、8904、8787名，报考我校有希望但也有风险。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
要求,15***66 (江苏),2018-06-26 11:31,电气工程对视力有要求吗？,[我校招收考生体检按教育部、卫生部、中国残疾人联合会印发的《普通高等学校招生体检指导意见》及相关补充规定执行。电气工程及其自动化、农业电气化、智能电网信息工程、能源与动力工程、自动化、测控技术与仪器、核工程与核技术、辐射防护与核安全、水文与水资源工程、新能源科学与工程、环境工程、环境科学、应用化学、能源化学工程、广告学专业不适宜辨色能力异常（色盲、色弱）考生攻读，考生在填报相关专业类时请谨慎，在专业分流时不建议选择以上专业。
录取问题,40***@qq.com (江苏),2018-06-26 11:27,请问近几年贵校计算机专业在江苏理科录取的排名是多少，谢谢！,您好，我校未统计计算机的排名情况，相关分数查询，请登录华北电力大学（保定）招生信息网查看。
高考录取,40***@qq.com (江苏),2018-06-26 11:07,江苏理科排名14685，能否报考贵校，谢谢！,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是21075、18735、18358名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
录取问题,40***@qq.com (江苏),2018-06-26 11:00,江苏考生368分理科，请问能否报考该校的电气工程与自动化专业，谢谢。,[您好，根据往年录取情况来看，2017年我校电气工程及其自动化录取最低分全省排名是9034名，2015、2016、2017年电气工程及其自动化专业录取最低分超一本线的分数分别是24、26、38分。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
录取,13***68 (山西),2018-06-26 10:39,山西理科584分，位次7804有希望报考贵校吗，希望大吗,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是8116、7565、8072名，报考我校有希望但也有风险。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
录取,13***78 (河南),2018-06-26 10:01,你好，我今年河南省16721名国家专项报贵校希望大吗？谢谢。,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14962、14274、16049名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
转专业,13***58 (四川),2018-06-23 12:16,入校后转专业有哪些要求,[根据2017年教务处印发的相关文件。学生一般应在被录取的专业完成学业，学生有下列情况之一者，可以申请转专业：1、大学一年级结束时，对于品德优良、成绩突出，第一学年累计平均学分绩在80分及以上、且大类专业排名在前15%以内的优秀本科生，本着个人自愿的原则，可以申请转专业。（1）学分绩排名在大类专业前3%（含）以内者，可以在全校范围内申请转专业。（2）学分绩排名在大类专业3%（不含）～15%（含）者，可以在本院（系）范围内申请转专业。2、学生入学后因患某种疾病或生理缺陷，经学校指定的医疗单位检查证明，不能在原专业继续学习，但尚能在本校其他专业继续学习者，可以申请转专业。3、学生在学习期间对其他专业有兴趣和专长的（须提供论文、学术成果、获奖证书等证明材料），转专业更能发挥其特长者，可以申请转专业。4、休学创业（休学创业者须提供相关创业证明和材料，并经拟转入院（系）考核、认定），因自身情况需要转专业的，可以申请转专业。对于以上第2、3、4条申请转专业的，高考成绩要高于拟转入专业（类）同一生源地相应年份录取成绩最低分。5、退役后复学的学生，因自身情况需要转专业的，可以申请转专业6、学校根据社会对人才需求情况的发展变化以及学校的办学资源情况，经学生同意，必要时有条件地调整部分学生所学专业。
山东理科考生,13***50 (山东),2018-06-22 10:42,老师，您好。今年分数610.位次12630.是否能被贵校录取？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14412、12639、15651名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
证书,13***69 (山东),2018-06-22 09:46,请问老师毕业证书是'华北电力大学“”还带有“保定”字样吗）,华北电力大学在北京、保定两地办学。2005年之前校部设在保定，分设北京校区；2005年之后校部设在北京，分设保定校区。两地实行实质性一体化办学。华北电力大学保定校区与华北电力大学北京本部同为华北电力大学的一部分，分开录取，一所学校两个校区，毕业证书和学位证书没有（保定）。
重要疑问,qw***v (新疆),2017-06-28 16:48,老师你好。贵校专业电气类只有一个专业代码，但电气类包含两个专业，若报考电气类，届时如何分配这两个专业？,您好，我校今年按照大类招生，大一不区分专业，专业分流将在大二进行。
河南,hh*** (河南),2017-06-28 16:08,贵校有个专业代号计算机类，里有好几个专业，这是怎么回事，是大学都要学的课，还是大学后自己选项的课、,您好，我校今年实行大类招生，计算机类大一统一培养，大二开始专业分流，可选专业为您看到的四个专业。
毕业证问题,xi***ng (河南),2017-06-28 15:43,老师您好，保定校区的毕业证和北京校区的完全一样吗？会出现保定校区字样吗？另外，男生宿舍条件怎么样,您好，毕业证和北京校区没有区别。所有学生宿舍均为6人间或者4人间，上床下桌，宿舍有空调。
河南考生,fh*** (河南),2017-06-28 13:10,你好，河南理科576分，15200名，报考贵校能录取吗？学校对单科成绩有要求没？如果提档专业服从调剂有退档风险没？另外，学校可以修双学位吗？谢谢,您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是14273、14962、14274名，今年我校在河南增加了计划，您报考我校有希望。我校对单科成绩没有要求，进档考生如身体无问题且服从专业调剂进档不退。
录取,gh***4330 (山西),2017-06-28 13:00,山西，理科，服从调剂，投档后，不会被退档吧,进档考生如身体无问题且服从专业调剂，进档不退。
视力,ll*** (湖南),2017-06-28 12:37,老师好，我近视500度，有色弱。可以报电气工程及其自动化专业考吗？,您好，我校根据《普通高等学校招生体检工作指导意见》进行录取，您可以详细阅读该文件。
一本预科,ce*** (贵州),2017-06-28 12:21,贵州地区少数民族预科有哪些专业？,您好，我校预科录取时不分专业，预科一年后可以选择同科类所有普通类专业填报分专业志愿。
河南理科考生报考,ra***me (河南),2017-06-28 12:20,您好！我是河南理科考生，总分578排名14358请问可能报考贵校吗？,您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是14273、14962、14274名，我校今年在河南增加了计划，您报考我校有希望。
录取,13***52 (湖南),2017-06-28 12:10,老师您好，湖南理科571，排名11881名有希望录取吗？另外贵校是提档不退档吗,您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是8564、9859、11460名。我校今年在湖南增加了一些计划，您报考我校有希望。进档考生如身体无问题且服从专业调剂，进档不退。
录取及退档,wp*** (山西),2017-06-28 11:19,老师好，我是山西理科女生，成绩554分，位次5970名，报名贵校有希望吗，提档后如果服从调剂会被退档吗？该校招生简章有一条，计算机类，自动化类。电子信息类由于专业类培养与英语密切相关，建议英语考生报考，请问如果不是英语考生能报考吗，而且也没有英语口试成绩,您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是6415、8116、7565名，您报考我校希望较大。计算机类的编程语言以及电子信息类学习过程中常用到英语，非英语语种考生学习有困难。
西藏考生,12*** (西藏),2017-06-28 11:16,西藏理科考生548分，报考贵校希望大吗,年份文科理科（汉/藏）一本线最高分最低分平均分一本线最高分最低分平均分2014————————460/280593/303552/299571/3012015————————4205795525672016————————425/285570/340550/301565/317
录取问题,13***79 (河南),2017-06-28 10:49,老师，河南省理科考生，594分，8800名，报考贵校电院希望大吗，另外今年按大类招生，什么时候分专业，怎么分，谢谢老师。,[您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是14273、14962、14274名。您报考我校希望很大。学生入学学习一年后，学校将根据各专业办学条件，有条件地进行专业分流和转专业工作。第一学年必修课累计平均学分绩和学生意愿是学生专业分流和转专业的重要依据。
国家专项,13***78 (河南),2018-06-26 09:45,你好，我今年河南省16721名报贵校希望大吗？谢谢。,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14962、14274、16049名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
体检问题,15***00 (广西),2018-06-26 09:30,尊敬的老师：您好，请问对除了招生简章中所列专业对色育色弱的要求外，学校有没有各种专业关于色育色弱对照表,[我校招收考生体检按教育部、卫生部、中国残疾人联合会印发的《普通高等学校招生体检指导意见》及相关补充规定执行。电气工程及其自动化、农业电气化、智能电网信息工程、能源与动力工程、自动化、测控技术与仪器、核工程与核技术、辐射防护与核安全、水文与水资源工程、新能源科学与工程、环境工程、环境科学、应用化学、能源化学工程、广告学专业不适宜辨色能力异常（色盲、色弱）考生攻读，考生在填报相关专业类时请谨慎，在专业分流时不建议选择以上专业。
地方专项问题,13***79 (河北),2018-06-26 09:27,您好，贵校符合河北省地方专项计划吗？,您好，地方专项是针对省内高校，我校是教育部直属高校，我校无河北省地方专项计划。
河南考生,15***36 (河南),2018-06-26 09:21,理科601能上吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14962、14274、16049名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
高考咨询,29***@qq.com (山西),2018-06-26 09:18,您好，我是山西的理科考生，今年考了587分全省7100名左右，能考你们学校的什么专业。,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是8116、7565、8072名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
专业招生,18***60 (宁夏),2018-06-26 09:16,老师，你好我想问一下贵校的电力，自动化专业在宁夏的招生情况，位次以及分数，谢谢。,您好，我校招生计划情况请登录华北电力大学（保定）招生信息网查看。http://zhaosheng.ncepu.edu.cn/zs/NewsContent.aspx?id=895
招生位次,18***60 (宁夏),2018-06-26 09:03,老师，你好我想问一下贵校在宁夏招生的最低位次。还有电力，自动化的录取位次。谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是2523、5220、2775名，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
高考咨询,18***67 (河南),2018-06-25 16:34,您好，我是河南的理科考生，今年考了603分全省15000名左右，能考你们学校的什么专业。,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14962、14274、16049名。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
咨询录取,10***0@qq.com (安徽),2018-06-25 16:02,老师好！我是安徽考生，高考超一本线96分，全省排名12883名，有希望上贵校吗？国家专项有可能吗？谢谢！,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是11065、11067、11997名，报考我校风险较大。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
录取,14***01 (山西),2018-06-25 15:41,老师，山西理科位次7228报咱学校有希望吗，谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是8116、7565、8072名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
录取,13***43 (广西),2018-06-25 15:28,我是广西考生，分数589，有希望被贵校录取吗？,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是7342、22914、11217名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
少数民族加分政策,18***23 (四川),2018-06-25 14:16,尊敬的老师：我是四川省宣汉县考生，投档成绩627分，省位次11816名。我想问问：1、贵校承认少数民族加分吗？专业录取时承认加分吗？2、不好意思问一下，这个分数贵校的电气类有希望吗？,[我们只看省招办最后的投档分数，具体认不认要看省招办的相关文件。根据往年录取情况来看，2017年我校电气工程及其自动化录取最低分全省排名是9615名，2015、2016、2017年电气工程及其自动化专业录取最低分超一本线的分数分别是72、89、94分，报考我校电气类风险较大。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
山东考生,15***07 (山东),2018-06-25 11:53,您好，山东理科，615分，12800名左右，是否可以报贵校。谢谢,您好，根据往年录取情况来看，2015、2016、2017年我校理科录取最低分全省排名分别是14412、12639、15651名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
可否填报？,13***77 (福建),2018-06-25 11:16,你好，我是福建考生，成绩排名3159，有机会录取吗？,您好，根据往年录取情况来看，2015、2016、2017年我校文科录取最低分全省排名分别是3185、3735、3224名，报考我校有希望但也有风险。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
能投档吗？,13***77 (福建),2018-06-25 11:00,我是福建考生，文科，成绩排名在3158左右，有机会录取吗？入学后能转理科专业吗？,您好，根据往年录取情况来看，2015、2016、2017年我校文科录取最低分全省排名分别是3185、3735、3224名，报考我校比较有希望。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
补充,co*** (福建),2017-06-27 09:37,理科生,您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是8579、7961、12500名，是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
录取问题,co*** (福建),2017-06-27 09:36,福建考生，分数525，挂名9696，请问有机会被贵校录取吗？谢谢,您好，您是文理科？
宁夏考生,19*** (宁夏),2017-06-27 09:17,老师您好，我考了521，超一本82分，请问能否报贵校电气类专业,[您好，根据往年录取情况来看，2016年我校电气工程及其自动化录取最低分全省排名是1745名，2014、2015、2016年电气工程及其自动化专业录取最低分超一本线的分数分别是94、116、109分，同时我校今年扩招，您的分数超过一本线82分，报考我校电气风险很大。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
报告录取问题,cw***89563 (河北),2017-06-27 09:11,老师您好，我是河北理科考生，成绩592，位次13153，有机会录取吗？谢谢啦！,[您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是7808、8795、10571名，您的全省排名是13153名，报考我校有希望但也有风险。是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查询网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
黑龙江考生理工科 分数590 高一本线135想去贵校的电气系,h1***61 (黑龙江),2017-06-27 09:03,老师你好，我是黑龙江的一名考生，理工科，今年分数590，想去贵校的电气系，想知道有多大概率能被录取谢谢老师,[您好，根据往年录取情况来看，2016年我校电气工程及其自动化录取最低分全省排名是4244名，2014、2015、2016年电气工程及其自动化专业录取最低分超一本线的分数分别是125、116、96分，同时我校今年扩招，是否报考，请务必详细查看往年录取分数和排名并进行分析后决定，录取分数查网址http://zhaosheng.ncepu.edu.cn/zs/AdmissionInfoList.aspx?caId=4
湖南考生,13***52 (湖南),2017-06-27 09:01,进档且同意调剂后是否一定不退档？若被调剂到身体受限的专业还是不退档吗？,您好，根据往年录取情况来看，对于已投档进来的，服从专业调剂，身体没有问题（按教育部、卫生部、中国残疾人联合会印发的《普通高等学校招生体检指导意见》及相关补充规定执行。）不予退档。
录取问题,18***51 (广西),2017-06-26 16:43,老师你好，我是广西考生，高考成绩排名大概是10800左右，超一本线55分，请问有机会被贵校录取吗？谢谢,您好，根据往年录取情况来看，2014、2015、2016年我校理科录取最低分全省排名分别是9895、7342、22914名，您可以根据您的排名决定是否报考。
