标题,来源,时间,问题,回答
黑龙江文科高出一本线85分，能考上中央民族大学吗？,18***92 (黑龙江),2018-06-25 15:21,黑龙江文科高出一本线85分，能考上中央民族大学吗？,可以冲一下，供参考。
本科提前招生（A段）,13***01 (北京),2018-06-25 14:30,老师好：贵校本科提前招生（A段）专业23历史学（中国与周边国家关系史实验班）对汉族学生有无其他限报要求。,没有
率取几率,13***73 (云南),2018-06-25 14:08,云南蒙古族考生，625分（含10分少数民族加分），超一本线（575）50分，排名1418名，报考贵校本科（非本科预科）是否有希望被录取？还有能否告知负责云南招生工作的老师的电话？非常感谢,分差和位次稍低，可以冲一下，供参考。
咨询,18***89 (吉林),2018-06-25 12:45,你好：我是吉林理科女学生，高考分数575分位次9547名，高出一本线42分，有多大希望上贵校？,分参照往年的分差和位次看稍低些，供参考。
北京理科550咨询,13***21 (北京),2018-06-25 12:45,本校提前批语言类能否考上,分数偏低，供参考。
少数民族预科,18***85 (贵州),2018-06-25 11:49,请问预科班结业后，一般分配什么专业？,根据学习成绩依次选专业，专业是下一年度本科招生专业。
民族生活问题,13***16 (山西),2018-06-27 09:33,您好老师：贵校是民族大家庭。想问一下，贵校住宿是如何安排的，会考虑民族生活习性的区别吗？分民族分别居住？谢谢,通常按学院和班级安排
云南考生,18***80 (云南),2018-06-27 09:27,老师您好，我是云南考生，想请问贵校历年在云南的录取分数线是多少？我在本网站看到的和在云南招生填报志愿指要的分数线不一样。请问要以哪个为准？文科628分，位次1197，能报贵校吗？,可以冲一下，供参考。
广西考生,13***87 (广西),2018-06-27 09:15,老师，你好！我女是广西理科生574分报贵校有希望吗,分数稍低些，建议关注国家专项批次，仅供参考。
湖南文科考生,13***11 (湖南),2018-06-27 09:15,老师您好，我总分628省排名2057，有希望报考中央民族大学吗？,位次稍低，可以冲一下，供参考。
湖北考生,15***32 (湖北),2018-06-27 09:08,老师你好，请问湖北考生630报考贵校，录取希望大不，如果同意调剂会不会被退档,有希望，进档服从调剂不会退档。
录取几率,15***21 (吉林),2018-06-27 09:05,老师您好，吉林文科生568，省内1668名（共28000多名）被该校录取的概率有多大？,位次稍低，可以冲一下，仅供参考。
江苏 报考,36***@qq.com (江苏),2018-06-27 09:01,江苏理科365分排名18059可以报考贵校吗？谢谢,可以冲一下，仅供参考。
咨询,13***31 (辽宁),2018-06-26 16:27,老师您好！我是辽宁理科生，630分，排名5170，请问可以报考贵校计算机类吗？投档且服从调剂有可能被退档吗？谢谢！,欢迎报考，服从调剂的话进档不会退档。
陕西考生，文史613分排名750名，可以报贵校吗？,17***38 (陕西),2018-06-26 16:10,陕西考生，文史613分排名750名，可以报贵校吗？,欢迎报考
学校的校区,13***36 (贵州),2018-06-26 16:07,您好，网上搜索贵校要在青龙湖地区建新校区，今年进校的应该是在海淀区本部上学的吧？之后会不会转去新校区呢？,新校区建设中，仍在本部上学，何时建成不得而知。
入学后可以修双学位吗？,13***36 (贵州),2018-06-26 15:48,请问入学后可以转专业吗，可以修双学位吗？少数民族预科一年后怎么定专业?校区只有一个吗？,入学后大一有两次转专业机会，有辅修学位，新校区建设中，目前在一个校区上学。预科根据一年学习成绩排队依次选专业。
贵州少数民族考生,13***15 (贵州),2018-06-26 15:42,理科575分，位次9585.可以报吗？,分差和位次稍低些，可以冲一下，仅供参考。
报考,15***35 (河南),2018-06-26 15:06,您好，我是河南省理科考生，今年分数621，位次8451，报考贵校被录取希望大吗？是否很容易被调剂？,欢迎报考，希望很大。
预科班,18***56 (吉林),2018-06-26 14:41,您好，吉林考生满族，成绩562全省1999名，报考贵校民族预科班有希望吗？,预科应该可以，学校预科招生在一批B段，你的分数应该在A段录取。
河南文科考生报考咨询,13***27 (河南),2018-06-26 14:11,老师您好！请问河南文科考生622分，省内分数排名2011名，报考贵校有希望录取吗？,有机会，位次稍低，供参考。
山西考生,18***66 (山西),2018-06-24 09:42,美术类视觉传达校考87名，有可能录取吗,与往年不同，我校今年美术类录取是文化线过省线，按专业排名录取，不清楚多少考生过线及多少人报考，不好把握。
色盲或色弱录取问题咨询,15***59 (浙江),2018-06-23 15:34,老师好：我是浙江的考生，想咨询下关于体检结果为色盲或色弱的情况，贵校哪些专业不能被录取？,考生身体健康标准按照教育部及相关部门联合下发的《普通高等学校招生体检标准的指导意见》及有关补充规定执行。我校主要在光电信息科学与工程、美术类等专业。
录取几率,13***73 (云南),2018-06-23 14:02,云南文科蒙古族考生，625分（含10分少数民族加分）一本线575，是否有几率被贵校录取？预科和本科都可以,报考预科的可能性大些，仅供参考。
咨询,18***50 (内蒙古),2018-06-23 13:11,内蒙考生，文科。成绩556，位次2065.男孩，汉族。报贵校有希望吗？,分数稍低，可登录我校招生网zb.muc.edu.cn查询往年录取分数参考。
云南省少数民族考生咨询,17***87 (云南),2018-06-23 11:00,你好，我是2018届云南省的文科考生总分603，排名3733，有望被贵校录取吗？,分数稍低，可登录我校招生网zb.muc.edu.cn查询往年录取分数参考。
志愿,13***45 (北京),2018-06-23 10:59,您好，男生，超一本线58分，英语127，市排名1311，可以考贵校一秕的朝鲜语和外国语言文学专业吗，谢谢,欢迎报考中央民族大学，可以冲一下，仅供参考。
我是河北考生理科643分，想走贵校的光电信息专业,15***20 (河北),2018-06-23 09:39,我是河北考生理科，今年643分，请问能走贵校的光电信息科学与工程专业吗，有多大希望,欢迎报考中央民族大学！
甘肃考生,13***46 (甘肃),2018-06-23 09:33,老师您好，我是甘肃理科考生，分数547，高一本线64分，位次10633，有希望报贵校吗？,我校在甘肃招生分汉族和少数民族两个分段，可登录我校招生网zb.muc.edu.cn查询往年分数参考。
招生,15***15 (湖南),2018-06-23 09:16,老师您好，请问贵校是否招收汉族学生？还是只招收少数民族学生？,欢迎包括汉族考生在内的各民族考生报考！
浙江考生,18***51 (浙江),2018-06-22 13:57,估分635分，英语131分，政97，地91，历88分，可以报贵校吗？如果可以进，哪些专业可以进，80个平行志愿需报第一才行吗？,2017年分差50分，可以冲一下。
预科咨询-云南白族，谢谢,ol*** (云南),2017-06-25 13:36,请问贵校云南预科报考人数是不是一直在增加？大约有都少人报预科班？我是2017届的理科考生，539分超一本线39分，有没有希望上贵校预科班呢？,我校在云南有预科招生计划，具体可查询参考http://www.eol.cn/html/uc/gz/s/mucrsc/zy/zy.shtml
咨询,yb*** (北京),2017-06-25 12:31,老师您好，北京考生，622分，超一本85分，排名3925，有希望报考贵校吗？如果投档，服从调剂，是否不退档。谢谢！,欢迎报考中央民族大学，平行志愿进档的话除体检不合格或不服从外不退档。
咨询,zh*** (浙江),2017-06-25 12:31,老师好，我想咨询关于矫正视力800度能否报考电子信息类或环境科学与工程等专业？是否有退档风险？,体检标准参照教育部《普通高等学校招生体检标准的指导意见》及有关补充规定执行。
宁夏考生,ba*** (宁夏),2017-06-25 11:06,2017在宁夏有招生计划吗,有。http://www.eol.cn/html/uc/gz/s/mucrsc/zy/zy.shtml
陕西文科,48***41 (陕西),2017-06-25 10:50,老师您好，请问陕西文科586，超出一本分数线77分，全省排名1327名，有希望报考贵校吗，可以报考哪个专业？,欢迎报考中央民族大学，我校专业不设级差。http://www.eol.cn/html/uc/gz/s/mucrsc/zy/zy.shtml
请问湖南文科考生高考分数612有希望进贵校么,15***67 (湖南),2018-06-27 13:29,请问湖南文科考生高考分数612有希望进贵校么,稍低些，可以冲一下，仅供参考。
咨询,18***97 (内蒙古),2018-06-27 13:29,您好，内蒙古理科考生564分不服从调剂报考贵校有希望吗？,分数偏低，在平行志愿投档的批次进入调档线的考生如服从专业调剂且体检不受限则不退档
咨询,18***16 (广西),2018-06-27 13:16,您好，我是广西一理科考生。今年575分，比一本线高了63分，排名12300，是否选择服从调剂后有机会报考？,分数和位次偏低些，供参考。
民族班,76***@qq.com (甘肃),2018-06-27 12:51,我是甘肃考生，总分553，请问报贵校有希望吗？贵校民族班的毕业证和学位证和普通班的一样吗，有没有民委印章在上面？,我校没有民族班招生，有预科招生。
请问贵校能在B批录取的吗,15***88 (海南),2018-06-27 12:40,请问贵校能在B批录取的吗,我校在一批招生。
录取,13***46 (贵州),2018-06-27 12:25,老师好！我是贵州理科考生，分数589，请问有机会报贵校吗？谢谢,有机会，可以冲一下，另外建议关注我校国家专项批次，供参考。
河南文科考生报考咨询,13***08 (河南),2018-06-27 12:22,老师您好！我是河南文科汉族考生631分省1266名，想报考贵校，请问录取几率大吗？以及我想学汉语言文学，能上这个专业吗？谢谢您!,有希望，欢迎报考
关于朝鲜语专业,13***33 (辽宁),2018-06-27 12:19,你好，我是朝鲜族，6月9日加试了朝鲜语文，辽宁考生。我这种情况可以报朝鲜语文文学或中韩翻译专业吗,中国少数民族语言文学（朝文/中韩翻译/蒙文/蒙汉双语/维语/汉维翻译/哈语/藏语）专业各方向只招收高考加试相应民族语或使用相应民族语答卷的考生。
广西考生提问预科问题,13***87 (广西),2018-06-27 11:41,老师，你好！我女理科12437位，有希望录为预科生吗,有机会
录取咨询,13***89 (辽宁),2018-06-27 11:38,老师您好！我是辽宁考生，汉族，理科636分，省排4090，考贵校的法学和经济学类能录取吗？,有希望，欢迎报考，具体专业以进档考生分数优先原则拟录专业。
河南理科考生,13***33 (河南),2018-06-27 11:14,河南理科考生女，620分，8748名，可以上贵校吗,有希望，欢迎报考
广西报考,13***71 (广西),2018-06-27 10:31,广西理科超一本79分排名8200名，可以报名贵校吗？,可以冲一下，仅供参考
西藏少数民族考生报考贵校,15***97 (西藏),2018-06-27 10:23,文科：561，排位149，可以报考贵校吗？,欢迎报考。
第一批A B段 毕业证及录取后有何区别,13***44 (吉林),2018-06-27 10:23,中央民族大学第一批AB段毕业证及录取后有何区别？,没有区别
河南文科考生,17***61 (河南),2018-06-27 09:44,老师您好，高考成绩633，省排名1089，录取的几率大吗,有希望，欢迎报考。
报考咨询,14***5@qq.com (云南),2018-06-25 11:42,云南少数民族考生640分排名621，上贵校经济学类和法学类希望大吗？服从调剂会退档吗,欢迎报考，服从调剂进档不退档，供参考。
少数民族语言文学,18***88 (新疆),2018-06-25 11:36,请问新疆理科433分（哈萨克族民考汉）报贵校少数民族语言文学（哈萨克零起点班）有希望吗？谢谢····,可关注中央民族大学招生办公众号，填报分析参考。
少数民族预科,13***61 (广西),2018-06-25 11:21,请问2018年广西理科，564分，报贵校的少数民族预科班录取的可能性大吗？,有机会，供参考。
学生族类比例,15***16 (河北),2018-06-25 10:29,贵校少数民族与汉族比例为多少？谢谢。,我校招生计划不分民族比例
少数民族预科,17***69 (河南),2018-06-25 10:19,请问2018年河南理科，518分，报贵校的少数民族预科班录取的可能性大吗？,我校在河南没有预科计划
2017各专业录取分数线,13***03 (四川),2018-06-25 10:10,我是四川考生，在哪里能查到2017年贵校各专业录取分数线，谢谢,可以关注中央民族大学本科招生办公众号，填报分析。
陕西理科596分 名次8810,13***18 (陕西),2018-06-25 09:38,1.有被录取的机会吗2.平行志愿投档的批次进入调档线的考生如服从专业调剂且体检不受限则不退档；是不是指进档不退档？,有机会，欢迎报考。平行志愿投档的批次进入调档线的考生如服从专业调剂且体检不受限则不退档；是不是指进档不退档？是这个意思。
内蒙咨询,18***50 (内蒙古),2018-06-25 09:33,内蒙考生，文科生，分数556，位次2065报考贵校有多大成功可能性？,参考往年录取情况，位次800左右，供参考
录取,13***02 (甘肃),2018-06-25 09:10,我是甘肃理科考生，519分的成绩有没有可能被贵校录取,不知道是否少数民族，我校在甘肃有两个分数线，可登录招生网zb.muc.edu.cn查询参考。
