标题,来源,时间,问题,回答
报考贵校,99*** (广西),2016-06-27 12:52,老师您好！我是广西考生，高考超一本40分，报考贵校有希望被录取吗？,考生您好，根据往年录取数据，您的分数报考校区有希望，建议您第一志愿报考且服从专业调剂。
安徽考生,ji***0 (安徽),2016-06-27 12:08,老师好，我是安徽理科考生，587分，超69分，14882位，有机会录取吗?,考生您好，根据往年录取数据，您的成绩报考大连理工大学盘锦校区希望较大，建议您第一志愿报考且服从专业调剂。
报考贵校,15***66 (河南),2016-06-27 10:58,老师您好！我是河南考生589分，想报贵校生物科学有望吗？,考生您好，欢迎您报考大连理工大学盘锦校区！
河南理科考生,zz*** (河南),2016-06-27 10:41,河南理科考生超一本线82。贵校的热门专业有哪些？我能报吗？,考生您好，欢迎您报考大连理工大学盘锦校区，根据您的成绩报考被录取希望较大，建议您根据自己的兴趣爱好选择专业，注意专业间分差，服从专业调剂可以增加被录取几率。
专业,w3***7 (河南),2016-06-27 10:40,学校内有空间科学与技术这个专业吗？最低分数是多少。谢谢,考生您好，请您查看学校今年在河南的招生计划，看是否有该专业，欢迎您报考大连理工大学！
收费问题,w3***7 (河南),2016-06-27 10:37,那个较高收费到底高多少啊，老师,考生您好，请您补充您的问题信息，我暂时无法回答您！
湖北理科考生对贵校的咨询,jw*** (湖北),2016-06-27 10:20,老师您好！我是湖北理科考生，567分，位次24860，高出一本线55分，符合国家专项计划。若报考贵校有机会被录取吗?,考生您好，因为现在未进入录取阶段，还不知道您是否被录取，欢迎您报考大连理工大学盘锦校区！
山东理科611 位次19915录取几率,q1*** (山东),2016-06-27 09:43,山东理科611位次19915录取几率,考生您好，2015年校区在山东录取最低位次为20408，根据这个数据您报考我校是有希望的，建议您第一志愿报考且服从专业调剂。
咨询,15***01 (山东),2016-06-26 15:43,老师您好，贵校的不分省招生专业（如应用化学、药学）是什么？山东普通理工考生报考此类专业有什么要求？,考生您好，请您查看我校2016年招生简章，欢迎您报考大连理工大学盘锦校区！
报考,ga***nggongzhang (山东),2016-06-26 15:11,山东考生601分，超一本线64分，位次25000多名，报考贵校有希望吗,考生您好，根据2015年我校在山东的录取数据，您的成绩报考有希望但是也有风险，建议您第一志愿报考冲一下。
咨询,zz*** (河北),2016-06-26 14:11,老师你好，大连理工大学盘锦校区在《2016年河北普通高等学校招生章程》中，未说明该校是否是985、211国家工程高校，我想确认一下该校是否是985、211高校，谢谢！,考生您好，盘锦校区是大连理工大学的一个新建校区，是大连理工大学一校两地三区办学格局的重要组成部分，大连理工大学是是985、211工程重点建设高校，所以，盘锦校区自然就是。
湖北考生,wd*** (湖北),2016-06-26 14:09,我是湖北考生：理科（男）561.请问有希望进入贵校吗？,考生您好，欢迎您报考大连理工大学盘锦校区！
辽宁考生,wa***meng (辽宁),2016-06-26 13:55,576，有希望报考贵校吗？,考生您好，您的成绩有希望，欢迎您报考大连理工大学盘锦校区！
广东高考,qa*** (广东),2016-06-26 13:45,老师您好，我是广东考生，545分，省30000，不知报考大连理工盘锦校区是否有希望？（高一本线37分）,考生您好，您的成绩报考大连理工盘锦校区希望较大，建议第一志愿报考且服从专业调剂。
海南理科,ws*** (海南),2016-06-26 11:58,尊敬的老师，您好：我是海南理科考生，超一本线84分，省排位2600，可否报你校？另贵校有无专业级差分？体检合格，但有限报专业，如视力类因素，会否影响专业录取？,考生您好，您的成绩报考大连理工大学盘锦校区希望较大，我校不设专业级差，分数优先。如果有限报专业的话，肯定不能被录取到限报专业。
专业,14***2 (河北),2016-06-26 11:35,老师你好，如果报考贵校并被录取，服从专业调剂，是否有可能被调剂到英语专业和运动专业？我未参加英语口试,考生您好，如果您未参加英语口语测试，调剂时是不能被录取到商务英语专业的，有可能被调剂到运动康复专业。不过不要紧，入学后前三个学期每一个学期的期末均有一次校区内转专业的机会，你可以申请调整专业。欢迎报考我校！
高考590分能否录取,xu*** (四川),2016-06-26 10:53,老师您好，我是四川省考生，今年高考590分如果服从调剂录取几率大吗？,考生您好，欢迎您报考大连理工大学盘锦校区！
您好！我是安徽的理科考生,cu*** (安徽),2016-06-26 10:51,今年高考我考了587分，一本线上69分，全省排名14900，请问考贵校有希望吗？如果有大概是什么专业呢？谢谢！,考生您好，您的成绩报考大连理工大学盘锦校区希望较大，建议您第一志愿报考且服从专业调剂，至于专业选择建议以自己兴趣爱好为准，各专业间注意分差合理。
山东理科考生,xs***hh (山东),2016-06-26 10:42,高考612分，超一本线75分，位次19507，报考贵校希望大吗？,考生您好，您的成绩报考大连理工大学盘锦校区有希望，建议您第一志愿报考且服从专业调剂。
河北考生,98*** (河北),2016-06-26 09:52,老师您好，我是河北考生，今年608分，省排1.77w不知道有没有冲一下贵校的机会。,考生您好，欢迎您报考我校区。
请问陕西理科考了560分，位次13550名请问是否有机会进入,sx*** (陕西),2016-06-26 09:44,您好，请问陕西理科考了560分，位次13550名请问是否有机会进入贵校学习？能报贵校什么专业么呢？还有请问是大一期末考试如果专业前3%就可以进大连本部吗？如果在这里毕业的话，毕业证，学位证，档案啥的和本部有什么区别？哪些和本部不一样？,考生您好，您的成绩报考我校区有希望，建议您第一志愿报考且服从专业调剂。大一结束学习成绩专业前3%可以转至大连校区。所有毕业证件均由大连理工大学统一颁发，三个校区完全一致。
山东考生报考,18***58zkylklk (山东),2016-06-26 09:41,您好，我是理科生，614分省18000左右高出一本线77分，有希望报考贵校吗,考生您好，您的成绩报考我校区有希望，建议第一志愿报考且服从专业调剂。
河南理科,13***59 (河南),2016-06-26 09:15,老师，您好。我是河南理科考生，高考594分，超一本线71分，全省17427名，报考贵校是否可行？,考生您好，您的成绩报考我校区有希望，建议第一志愿报考且服从专业调剂。
报考,15*** (湖北),2016-06-25 15:36,湖北理科考生，今年高考604分，高出一本线92分，报考贵校有希望被录取吗？,考生您好，您的成绩报考我校区希望较大，欢迎您报考！
大连理工盘锦校区,15***13 (辽宁),2016-06-25 14:37,你好，我是辽宁理科，成绩582，报大连理工大学盘锦校区能不能被录取上，能走上化学工程与工艺的专业吗，是不是调档就不退档？,考生您好，您的成绩报考我校区有希望，建议您第一志愿报考且服从专业调剂，学校保证符合录取条件进档不退档。
河北文科,ji***iaoer (河北),2016-06-25 14:16,您好河北文科男生596分（省排名2793名）报贵校有希望被录取吗？（河北一本线535）,考生您好，盘锦校区没有文科招生计划。
报考,15***86 (河南),2016-06-25 13:55,老师您好，我是河南考生，高考分数595分，超一本线72分，省排名16963名，报考贵校能否有望被录取,考生您好，您的成绩报考我校区希望较大，建议您第一志愿报考且服从专业调剂。
报考贵校,wo***fei (天津),2016-06-25 11:21,老师您好，我是天津理工类考生，成绩高出一本线50分，报考贵校盘锦校区希望大吗？如果可能会不会被调剂？如果调剂可能是哪些专业？,考生您好，您的成绩报考我校区希望较大，建议您第一志愿报考且服从专业调剂。
报考,15***98 (河北),2016-06-25 10:29,老师如果我总分够了语文分较差录取受影响吗,考生您好，同样分数情况下可能会有一点影响，欢迎您报考我校区。
辽宁理科,wa***meng (辽宁),2016-06-25 10:27,辽宁理科，今年576分，请问有希望报考贵校吗,考生您好，您的成绩报考我校区有希望，建议您第一志愿报考且服从专业调剂。
报考贵校,wa***meng (辽宁),2016-06-25 10:03,辽宁大连考生，高考576分，报考贵校有希望被录取吗？,考生您好，您的成绩报考我校区有希望，建议您第一志愿报考且服从专业调剂冲一下。
辽宁文563，录取概率,lz*** (辽宁),2013-06-28 14:14,老师您好：我是辽宁文科考生，今年高考成绩563，高出一本线9分，报考了我校，被录取概率大么？如果被录取后，能转到本部校区专业么？转专业的条件和门槛怎样？文科考研率怎样？毕业留校的概率大么？谢谢老师！,考生您好，我校盘锦校区今年只招5名文科学生，根据考生咨询和往年的录取情况，您报考我校盘锦校区有一定的风险，建议您慎重考虑。
山西考生,as*** (山西),2013-06-28 14:06,我山西520过线27分，有希望没？盘锦校区在山西是第一年招生？投档比例呢？是多少？,考生您好，根据考生咨询和往年的录取情况，您报考我校盘锦校区有一定希望，但是也有一定的风险，建议您慎重考虑。
黑龙江理科考生，今年高考593分，高出重本线66分，能否入读,sh***ibi (黑龙江),2013-06-28 12:12,黑龙江理科考生，今年高考593分，高出重本线66分，能否入读贵校,考生您好，根据考生咨询和往年的录取情况，您报考我校盘锦校区是有希望的，欢迎您报考大连理工大学盘锦校区！
报考,su***aid (山东),2013-06-28 11:58,老师您好：山东理科考生高出一本线30分，报考贵校的希望大吗？请问热门专业是什么？谢谢,考生您好，根据考生咨询和往年的录取情况，您报考我校盘锦校区有一定的风险，建议您慎重考虑。
报考贵校,cr*** (福建),2013-06-28 11:18,福建考生，高考超一本50分，报考贵校有希望被录取吗？,考生您好，根据考生咨询和往年的录取情况，您报考我校盘锦校区是有一定希望的，欢迎您报考大连理工大学盘锦校区！
河南理科,zh*** (河南),2013-06-28 10:45,542分，高一本37分，报考有希望被录取吗？,考生您好，根据往年的录取分数，您报考我我校还是有一定风险的，建议您慎重报考。
咨询,ha***0909 (江苏),2013-06-28 10:42,老师您好，我是江苏文科考生，337和双A，第一志愿报考贵校有希望吗？若有幸进入但所填专业分数不足且未选择服从其他专业，是否一定会被退档？,考生您好，大连理工大学盘锦校区今年未安排文科的招生名额，感谢您对盘锦校区的关注！
您好,yi***0 (安徽),2013-06-28 10:08,我是安徽省理科生，2013年高考超过一本分数线7分，可以报考贵校盘锦校区吗,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，建议您慎重考虑。
您好,yi***0 (安徽),2013-06-28 10:05,您好，我是安徽理科生，2013年高考超一本分数线7分可以报考贵校吗,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，建议您慎重考虑。
广西,bu*** (广西),2013-06-28 09:36,广西考生2013年分数531含加分一本线510报考贵校希望大不大是否需要服从调剂？,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，建议您慎重考虑。
辽宁,hl*** (辽宁),2013-06-27 16:40,老师您好，我是辽宁考生理工科高出一本线40分报考大连理工大学盘锦校区被录取几率,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，至于被录取的几率现在还不能回答您，建议您慎重考虑。
2013年辽宁高考,hl*** (辽宁),2013-06-27 16:34,辽宁考生理工579分大连理工大学盘锦校区有希望吗,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，但因为现在还不知道考生的报考情况，也有一定的希望，所以建议您慎重考虑。
山西考生咨询,ji*** (山西),2013-06-27 14:41,老师您好，我是山西理科考生，高考成绩523，报考贵校能被录取吗？,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，建议您慎重考虑。
山东理科,cj***6 (山东),2013-06-27 14:30,老师您好，超一本35分报盘锦校区，服从调剂，有希望录取吗，谢谢,考生您好，根据考生咨询和往年的录取情况，您报考我校盘锦校区有一定的风险，建议您慎重考虑。
咨询,15***45 (河南),2013-06-27 14:24,您好，我是河南考生，今年分数550，高出一本线45分，若是报考贵校的盘锦校区希望大吗？转校转专业难吗？比如转化学或船舶工程等。,考生您好，根据考生咨询和往年的录取情况，您报考我校盘锦校区是有一定希望的，被我校盘锦校区录取的考生在入学第一年有两次以上的校区内部转专业的机会，但是盘锦校区没有船舶工程这个专业。
咨询,zh*** (福建),2013-06-27 11:54,你好，我是福建省考生高考成绩比福建本一线高18分，报考大工盘锦校区有把握吗,考生您好，根据考生咨询及参考我校本部往年的录取分数，您的成绩报考我校盘锦校区是有一定风险的，建议您慎重考虑。
江西理科考生,al***p (江西),2013-06-27 11:17,本人今年分数561，一本517，请问录取的机会多大,考生您好，根据考生咨询情况，您还是有希望的，但是也有一定的风险，建议您慎重考虑。
报考咨询,fg*** (山东),2013-06-27 10:22,我是山东理科考生，高考成绩超本科线40分，报考贵校有把握吗,考生您好，根据往年的录取分数及考生的咨询情况，您的成绩报考我校本部有一定的风险，平行志愿的条件下您可以考虑报考我校盘锦校区。
报考贵校,m1*** (山东),2013-06-27 10:10,我是2013参加高考的山东理科考生，高考成绩是602分超一本线48分，位次是21276，请问报考贵校的把握大么？,考生您好，根据往年的录取分数及考生的咨询情况，您的成绩报考我校本部有一定的风险，平行志愿的条件下您可以考虑报考我校盘锦校区。
山西考生咨询,12***8 (山西),2013-06-27 10:06,我是山西考生，546，超一本53，省名5600左右，有希望被贵校录取吗？,考生您好，根据往年的录取分数，您的成绩很有希望被我校录取，同时欢迎您报考我校盘锦校区。
报考咨询,50*** (浙江),2013-06-27 09:43,你好，我是浙江理科考生，请问比浙江一本分数线高出16分有没有被贵校录取,考生您好，您的分数报考大连理工大学盘锦校区有一定的风险，建议您慎重考虑。
报考咨询,va***2 (浙江),2013-06-27 09:16,您好，我是浙江考生，2013年的高考超出一本线35分，能报考你们学校吗？能的话有哪些专业可以上？,考生您好，欢迎您报考大连理工大学盘锦校区，至于报考专业要根据您的兴趣与爱好及考生的报考情况来定，在这里我给不出您需要的答案。
咨询,18***56 (河南),2013-06-26 16:22,你好，请问在校期间成绩优秀者，能被调到总校区吗？,考生您好，被大连理工大学盘锦校区录取的考生入校后原则上有机会转到其它校区就读，具体实施办法以学校当年转专业的文件为准。欢迎您报考大连理工大学盘锦校区！
河南招生老师联系电话,18***56 (河南),2013-06-26 16:15,你好，请问河南招生老师联系电话。,考生您好，大连理工大学盘锦校区招生咨询电话：0411-84709914。
江西理科学生分数561，一本517,al***p (江西),2013-06-26 16:01,本人对数学专业情有独钟，只可惜贵校并未设数学专业，然而本部的数学专业分数太高。贵校在官网上写道：“成绩优异者，可按比例在大连校区和盘锦校区间互转专业。”我如果成绩优异是否能被调去本部？如果能的话，要达到什么要求，这样的比例有多少？如果调去本部，那么就算是本部的人了吗？和盘锦校区还有什么联系（电子档案是否会显示是盘锦校区）？成绩，表现和本部的人相同的话能否在出国保研就业等方面和本部的人享受同样待遇？,考生您好，被大连理工大学盘锦校区录取的考生入校后原则上有机会转到其它校区就读，具体实施办法以学校当年转专业的文件为准；大连理工大学盘锦校区是大连理工大学的一个校区，不是分校，享受和本部学生一样的待遇。欢迎您报考大连理工大学盘锦校区！
我是山东理科考生，分数超过一本21分,ws*** (山东),2013-06-26 14:18,报考贵校风险大吗？,考生您好，根据您的分数结合最近考生咨询情况，您的分数报考大连理工大学盘锦校区的风险还是比较大，谢谢您对大连理工大学盘锦校区的关注！
咨询,dt*** (黑龙江),2013-06-26 14:07,你好，盘锦校区，与本部的毕业证一样吗？毕业证上是否注明大连理工大学盘锦校区字样，谢谢。,考生您好，大连理工大学盘锦校区是大连理工大学的一个校区，不是分校，毕业生的毕业证和学位证与主校区毕业生的完全一样，没有大连理工大学盘锦校区字样，欢迎您报考大连理工大学盘锦校区！
录取线,13***26 (山东),2013-06-26 11:45,山东理科考生超过一本线36分请预测被录取的把握有几成？谢谢~,考生您好，根据大连理工大学往年的录取分数，您的考分报考我校存在风险，建议您慎重考虑。
咨询,ws*** (河北),2013-06-26 11:07,老师您好：我是河北考生，理科615分报考贵校，有希望录取吗,考生您好，根据考生咨询的情况来看，您的分数还是很有竞争力的，欢迎您报考大连理工大学盘锦校区！
咨询,cj*** (陕西),2013-06-26 10:06,我想上贵校需要比陕西一本高多少,考生您好，请您查阅我校招生就业处网站，非常感谢您对大连理工大学盘锦校区的关注！
咨询,13***9 (辽宁),2013-06-26 09:30,老师您好，我是辽宁考生，分数高出一本线二十分，请问能否有被录取的几率？,考生您好，根据您的分数，您报考我校的风险比较大，建议您慎重考虑。
咨询,li***g (河南),2013-06-25 15:20,贵校需要高一本线多少分才会被录取,考生您好，请您参考往年的录取情况，详细请查阅我校招生就业处网址，非常感谢您对大连理工大学盘锦校区的关注。
报考咨询,hh*** (陕西),2013-06-25 13:15,尊敬的老师，您好！我是陕西理科考生，成绩为510，陕西省2013年一本录取线为485，超出一本线25分，位次为31760名，对贵校向往已久，请问能否报考贵校？谢谢指导！,考生您好，大连理工大学盘锦校区今年在贵省未投放招生计划，非常感谢您对盘锦校区的关注！
录取,70*** (湖北),2013-06-25 12:58,请问湖北理科549能被录取吗？谢谢！,考生您好，由于现在未进入录取阶段，现在还不能回答您的问题，谢谢您对大连理工大学盘锦校区的关注。
山东理科630,ai*** (山东),2013-06-25 12:24,老师您好，我是山东理科考生，630分，超一本线76分，请问能否报贵校的建筑设计专业并服从调剂？谢谢！,考生您好，因为现在还未进入录取阶段，现在不能确定您的分数能不能被建筑设计专业录取，根据往年的数据来看，还是有一定竞争力的，建议你考虑一下大连理工大学盘锦校区的专业。
毕业证书,hq***14 (山东),2013-06-25 11:28,贵校毕业证与本校是否一致？,考生您好，大连理工大学盘锦校区是大连理工大学的一个校区，不是分校，毕业生的毕业证和学位证与主校区毕业生的完全一样，欢迎您报考大连理工大学盘锦校区！
报考,hq***14 (山东),2013-06-25 11:27,今年贵校在山东有招生计划吗？,考生您好，大连理工大学盘锦校区在山东省有招生计划，详细请查阅当地教育部门公布的报考指南，欢迎您报考大连理工大学盘锦校区！
河南理科516能报考贵校么？,zh*** (河南),2013-06-25 09:04,你好，我是河南理科考生，今年考了516，高出一本线11分，请问有希望被贵校录取么？贵校在河南省理科录取最低分是多少呢?谢谢老师的回答。,考生您好，您的成绩报考大连理工大学盘锦校区很有风险，建议您慎重考虑。
报考咨询,wy*** (浙江),2013-06-24 15:19,我是浙江一名理科考生，请问大连理工大学盘锦校区分数会比浙江一本线高出多少分左右,考生您好，由于大连理工大学盘锦校区是第一年招生，没有往年可参考的数据，现在很难知道您提问的这个分数，但是根据考生咨询情况我们判断，今年大连理工大学盘锦校区的录分可能比主校区的录分稍低10-20分。欢迎您报考大连理工大学盘锦校区！
内蒙考生 高于一本线103分 可否报大连理工,14***3 (内蒙古),2013-06-24 12:04,如题,考生您好，由于现在还未进入录取阶段，根据往年的录取分数情况来看，你的分数还是很有竞争力的，欢迎您报考大连理工大学！
所招专业是否是主校区专业的重复设置,zi***aobs (吉林),2013-06-19 16:37,老师您好，请问盘锦校区所开设的专业是否是主校区所开专业的重复设置,[考生您好，盘锦校区是根据大连理工大学中长期发展战略规划和学科总体布局，坚持有利于构筑学科高原和高峰、有利于发展新兴战略产业的学科、专业，与主校区做到优势互补，相互联系，各有侧重，避免重复；在学科、专业的建构上，依托主校区的优势，依托盘锦校区的区域特点，根据学校学科结构布局优化、拓展和发展的需要，根据国家经济社会和地方发展的需要，在实现空间拓展的同时，壮大和丰富学校的发展内涵，走出一条内涵发展、特色发展的新路，不是主校区开设专业的重复设置。欢迎您报考大连理工大学盘锦校区！
学校住宿条件,xy*** (陕西),2013-06-18 16:25,请问贵校女生宿舍几人一间，有无单独的学习桌？是否宿舍内能洗澡？有无空调？,考生您好，我校女生寝室是4人间，有单独的学习桌和衣柜，校本部宿舍内不能洗澡（盘锦校区学生宿舍内设有淋浴），学校宿舍内暂时未安装空调。欢迎您报考理工大学！
必须在第一批里报么？,li***626 (吉林),2013-06-17 13:41,老师您好，有可能收取二本学生么？？、,考生您好，大连理工大学是985、211院校，报考志愿分布在一本A段，未设置二本专业，非常感谢您对我校的关注！
吉林考生,li***626 (吉林),2013-06-17 13:11,您好，问一下。去盘锦校区给发的是大连理工的毕业证么？上面有特别标注么？,考生您好，大连理工大学盘锦校区是大连理工大学的一个校区，不是分校，毕业生的毕业证和学位证与主校区毕业生的无任何差别，欢迎您报考大连理工大学盘锦校区！
专业级差,13***08 (云南),2013-06-17 13:10,你好：是否有专业级差，如果有，是多少？谢谢,考生您好，大连理工大学在录取时不设置专业级差，优先满足高分考生的志愿需求。欢迎您报考大连理工大学盘锦校区！
分差,80*** (辽宁),2013-06-14 16:08,贵校老师您好：想问一下今年辽宁文科分差会在一本线上的哪个区间？谢谢！,考生您好，由于今年是大连理工大学盘锦校区第一年招生，作为学校我们也是很难估计今年辽宁文科分差会在一本线上的具体区间，具体分差要以今年考生的报考情况而定；根据考生咨询情况我们预测盘锦校区录分会比校本部略低，具体低多少现在不确定，欢迎您报考大连理工大学盘锦校区！
咨询,li*** (福建),2013-06-13 12:10,老师好！我是福建考生，学校录取时是否有专业级差？学校的毕业证和学位证是否和校本部一样？今后有机会转到校本部吗？,[考生您好，大连理工大学在录取时不设置专业级差，优先满足高分考生的志愿需求；盘锦校区是大连理工大学的一个校区，不是分校，毕业证和学位证与主校区毕业生的没有任何差别；被大连理工大学盘锦校区录取的考生入校后原则上有机会转到其它校区就读，具体实施办法以学校当年转专业的文件为准。欢迎您报考大连理工大学盘锦校区！
大学退学复读录取,13***08 (云南),2013-06-13 11:19,你好：1，从大学正常办理退学手续复读是否录取。2，往届应届是否一视同仁。3，云南平行志愿专业服从调剂是否退档。4.盘锦校区和本部有啥区别。谢谢,[考生您好，回答您的四个问题：1、从大学正常办理退学复读的考生在符合大连理工大学招生资格的条件之下是能够被录取的；2、往应届考生在录取时不存在歧视；3、实行“平行志愿”的省份，调档比例根据生源情况确定，一般不超过在当地招生计划的105%，对生源质量好的省份可适当提高调档比例，最高不超过120%。凡进入调档线的考生，在德、体条件合格且服从专业调剂的情况下，均予以录取；4、大连理工大学盘锦校区是大连理工大学的一个校区，不是分校，毕业生的毕业证和学位证与主校区毕业生的无任何差别，如果您还想了解其他信息，详见盘锦校区网站：http://panjin.dlut.edu.cn/intro.php?id=1。欢迎您报考大连理工大学盘锦校区！
分差,80*** (辽宁),2013-06-14 16:08,贵校老师您好：想问一下今年辽宁文科分差会在一本线上的哪个区间？谢谢！,考生您好，由于今年是大连理工大学盘锦校区第一年招生，作为学校我们也是很难估计今年辽宁文科分差会在一本线上的具体区间，具体分差要以今年考生的报考情况而定；根据考生咨询情况我们预测盘锦校区录分会比校本部略低，具体低多少现在不确定，欢迎您报考大连理工大学盘锦校区！
咨询,li*** (福建),2013-06-13 12:10,老师好！我是福建考生，学校录取时是否有专业级差？学校的毕业证和学位证是否和校本部一样？今后有机会转到校本部吗？,[考生您好，大连理工大学在录取时不设置专业级差，优先满足高分考生的志愿需求；盘锦校区是大连理工大学的一个校区，不是分校，毕业证和学位证与主校区毕业生的没有任何差别；被大连理工大学盘锦校区录取的考生入校后原则上有机会转到其它校区就读，具体实施办法以学校当年转专业的文件为准。欢迎您报考大连理工大学盘锦校区！
