标题,来源,时间,问题,回答
关于投档与录取,13***19 (江苏),2018-06-26 16:19,老师您好，我是江苏理科考生，总分361，物理B+，生物A，报考贵校几率高吗?会不会退档?是否可报贵校食品专业吗?,文理科超本一线22分及以上（文科5000名左右，理科26000名左右）AB考生报考我校，专业服从调剂，录取希望较大；专业服从调剂，体检合格，进档不退档。我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
报考,15***48 (江苏),2018-06-26 16:09,理科352AA有希望录取吗？,文理科超本一线18分及以上（文科6500名左右，理科30000名左右）AB考生A志愿冲报我校，专业服从调剂，有希望录取。
加分政策,29***0@qq.com (四川),2018-06-26 15:57,四川考生，贵校最高承认20分，但是我享受25分的加分政策，贵校只承认20分吗？还是20分我不满足，低于20分,同一考生如符合多项降低分数要求或增加分数投档条件的，只能取其中幅度最大的一项分值，且不得超过20分。
加分政策,29***0@qq.com (四川),2018-06-26 15:57,四川考生，贵校最高承认20分，但是我享受25分的加分政策，贵校只承认20分吗？还是20分我不满足，低于20分,同一考生如符合多项降低分数要求或增加分数投档条件的，只能取其中幅度最大的一项分值，且不得超过20分。
加分政策,29***0@qq.com (四川),2018-06-26 15:57,四川考生，贵校最高承认20分，但是我享受25分的加分政策，贵校只承认20分吗？还是20分我不满足，低于20分,同一考生如符合多项降低分数要求或增加分数投档条件的，只能取其中幅度最大的一项分值，且不得超过20分。
湖南考生,18***70 (湖南),2018-06-26 15:43,湖南612分能上贵校吗,你好！欢迎报考南京农业大学，我校在湖南历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
贵校在广东有提前批吗？我想报考动物医学专业排位要多少呢？,13***09 (广东),2018-06-26 14:53,贵校在广东有提前批吗？我想报考动物医学专业排位要多少呢？提前批有那些专业呢？,你好！我校2017年在广东理工普通批次录取最低分523，文科普通类最低分544，历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
补助,15***06 (云南),2018-06-26 14:49,请问有补助和奖学金吗？,你好！我校有相关补助和奖学金，具体信息详见南京农业大学官网
录取,17***2@qq.com (广西),2018-06-26 14:42,老师你好，我是广西理科考生，今年区排一万五千多超一本线50来分有机会录取成功吗,你好！欢迎报考南京农业大学，我校在广西历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
海南理科生,18***90 (海南),2018-06-26 14:23,老师您好：海南理科723分，省排名1189，高出省分数线184分，想报考贵校有希望吗？,你好！欢迎报考南京农业大学，我校在海南2017年录取最低分664分，历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
江西理科生,38***@qq.com (江西),2018-06-26 13:04,江西，理科，高考分579，位次14625，请问报考贵校有希望吗？,你好！欢迎报考南京农业大学，我校在江西历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
咨询,18***7@qq.com (甘肃),2018-06-26 12:45,你好，我甘肃考生，理科543分，有希望报考贵校吗,你好！欢迎报考南京农业大学，我校在甘肃历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
山东考生报考是否可行,18***19 (山东),2018-06-26 12:20,我是一名山东的文科考生，高考成绩595，高出一本线45分，全省位次6474。报考贵校可行吗，录取可能性大吗,你好！我校在山东历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
天津文科,15***34 (天津),2018-06-26 11:51,请问，文科569排名2545报考贵校有希望吗？谢谢,你好！我校在天津历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
报考咨询,18***89 (吉林),2018-06-26 11:45,你好贵校老师，我是吉林理工女学生，高考分数575位次9547，高出一本线42分，报考贵校有多大希望被录取？谢谢,你好！欢迎报考南京农业大学，我校在吉林历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
山东文科,15***98 (山东),2018-06-26 11:05,您好，我是山东文科考生。分数611，位次3260，请问报考贵校的可能性大吗?谢谢！,你好！欢迎报考南京农业大学，我校在山东历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
北京理科考生,13***21 (北京),2018-06-28 09:56,请问：北京排名11100名，想报生物技术类专业，机会大吗？入学后可以转其他专业吗？谢谢,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考！
录取,18***11 (山东),2018-06-28 09:56,请问，山东理科599报贵校录取希望大吗,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考！
关于高校专项,18***34 (四川),2018-06-28 09:46,您好我是四川省考生成绩566（一批线546），成功获得贵校高校专项计划资格，能否被贵校录取或概率有多大,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考！
安徽考生录取问题,18***58 (安徽),2018-06-28 09:40,招生办老师您好：1:我是安徽理科考生（605分位次11442），平行志愿模式，如果成功投档到贵校，并服从专业调剂，无身体条件限制，是否会有被退档的风险？2:请问贵学校是专业清招生模式，还是分数清招生模式？3:最后烦问一下老师入学后假如转专业的话对时间、成绩、规则有哪些要求？谢谢！,[专业服从调剂，体检合格我校承诺进档不退档；我校在安徽省专业确定原则为专业按分数级差录取；我校全面放开在校生转专业申请，即学生根据自己的兴趣或专长，均有资格提出转专业申请，并最多填报两个专业志愿；本科生在校期间，可获两次转专业机会，即在大一、大二春季学期，有意向的学生均可按照相关学院的转专业要求提交申请；学校组织专家对学生的专业潜能和综合素质进行考核，学生在通过选拔后，即可进入新专业学习。
录取咨询,15***71 (山西),2018-06-28 09:34,您好，我是山西文科考生，分数591，省排名1223，有希望能被贵校录取吗？有可能选到理想的专业吗?,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考！
报考咨询,18***90 (新疆),2018-06-28 09:32,我是新疆理科考生今年564分，线差97分，4925名想报考你校能录取吗,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考！
咨询,13***75 (云南),2018-06-28 09:28,你好我云南理科考生想报您学校的食品科学与工程类或及环境科学与工程类，有希望吗谢谢585分，排名12531,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考！
安徽考生咨询,13***41 (安徽),2018-06-28 09:14,安徽理科594省排名15120报考贵校的农业经济管理专业可能性有多少,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
女孩能接受机械类专业吗？,13***47 (山东),2018-06-27 16:54,山东理科599，报考贵校是否能被调剂到不喜欢的专业？谢谢！,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。专业服从调剂，体检合格进档不退档；我校在校本科生有两次转专业的机会，分别在大一下学期和大二下学期。
录取 专业 退档,13***65 (江西),2018-06-27 16:52,您好！我是江西考生。今年的高考分数为560分，排名21738名。通过国家专项有希望被贵校录取吗？可以就读什么专业？是否会被退档？盼，谢谢,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。专业服从调剂，体检合格，进档不退档。
第二学位,13***27 (河南),2018-06-27 16:49,您好，如果想在你校学习第二学位，这个第二学位是学校规定的专业，还是按自己的意愿呢,双学位制度：本科学生在学有余力情况下，在主修一个本科专业之外，跨学科门类修读另外一个双学位本科专业，完成双学位专业教学计划规定的所有课程，考核成绩合格，在获得主修专业学士学位前提下，经学校核准、颁发南京农业大学双学士学位证书。
录取,13***10 (四川),2018-06-27 16:43,老师好，我是四川文科考生，分数594，高出重本41分，排位3072，服从专业调配，报考本校有希望吗？能请您告诉我您往年在四川招生的最低位次吗？,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
咨询,18***79 (辽宁),2018-06-27 16:21,辽宁考生，理科，位次10569，能否进到贵校的计算机专业,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
江苏考生X,yt***ina.com (江苏),2018-06-27 16:11,理科358分，选测为B+和A，报考南农大是否有希望？如被录取，是否会被调剂专业？另，在校学习期间是否有申请转专业的机会？谢谢,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024。专业服从调剂，体检合格，我校承诺进档不退档；在校本科生有两次转专业的机会，分别在大一下学期和大二学期。
江苏 理科 365分,36***@qq.com (江苏),2018-06-27 15:57,江苏理科365分理化AA排名18059可以报考贵校排名靠前专业吗？谢谢,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
广东理 位次23787，能被贵校网络工程或者环境工程录取吗？,13***30 (广东),2018-06-27 15:34,广东考生理省位次23787，能被贵校网络工程或者环境科学与工程类录取吗？,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
报考咨询,15***27 (河南),2018-06-27 14:51,河南考生高一本线87分报考有希望吗,你好！欢迎报考南京农业大学，我校历年录取分数查询详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
选专业,13***36 (山东),2018-06-27 14:11,老师，您好。我是一名山东考生家长，孩子的理想是本科后继续深造，也有可能出国学习，将来从事昆虫分类方面的研究。这种情况下，本科专业是优选生物科学好呢还是植物保护好？谢谢。,你好！欢迎报考南京农业大学，我校专业介绍详见http://zsxx.njau.edu.cn/yxzy/zyjs.htm
录取,72***@qq.com (河南),2018-06-27 14:07,老师您好：我是河南理工科考生，今年超一本线75分，位次在30300左右，报考贵校国家专项计划，有希望录取吗？,你好！欢迎报考南京农业大学，我校历年录取分数查询详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
关于身体条件的问题,13***06 (湖北),2018-06-27 13:47,尊敬的老师您好：我是湖北2018届应届考生，想就贵校对身体条件相关问题咨询一下。我于2015年底患肾病综合征微小病变型肾病（不属于《普通高校招生体检意见》中“慢性肾炎”），经诊治调理2月后各项指标恢复正常，至今未复发，今年高考想报考贵校，可否有机会？（本人位次与贵校前三年平均投档线对应位次差距较小）谢谢！,你好！我校对考生体检的要求，按照教育部、卫生部、中国残联颁布的《普通高等学校招生体检工作指导意见》及有关补充规定执行。学生入校后需进行体格检查，体检异常者按学校有关规定处理。凡在体检中弄虚作假或有重大疾病隐情不报者，一经查实，立即取消入学资格。
咨询,13***93 (山东),2018-06-27 13:43,您好，山东文科，女生，607分，位次：3959，报考贵校有把握吗？,你好！欢迎报考南京农业大学，我校历年录取分数查询详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
体检,62***@qq.com (辽宁),2018-06-27 13:02,第十九条学校对考生体检的要求，按照教育部、卫生部、中国残联颁布的《普通高等学校招生体检工作指导意见》及有关补充规定执行，请问有关补充规定是什么、,你好！请参考我校招生章程第二十条
咨询,62***@qq.com (辽宁),2018-06-27 12:54,第十九条学校对考生体检的要求，按照教育部、卫生部、中国残联颁布的《普通高等学校招生体检工作指导意见》及有关补充规定执行，这条中的有关补充规定是什么,你好！请参考我校招生章程第二十条。
录取,15***62 (广西),2018-06-27 12:43,您好，我是广西理科考生，请问568分14000名录取的机会如何，学校对转专业有什么要求，谢谢,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
国家专项计划咨询,72***@qq.com (河南),2018-06-27 12:40,老师您好：我是河南理工科考生，超一本线75分，想报贵校的国家专项计划，有希望吗？,你好！欢迎报考南京农业大学，我校历年录取分数查询详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
关于录取,18***25 (广西),2018-06-27 12:29,我是广西大多数考生理科我的分数是578能不能选大多数专业电气及其自动化还有计算机,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
宿舍条件,18***53 (江苏),2018-06-27 12:13,咨询过招生办的人，说南农有的宿舍有阳台，但有的没有，如果没有阳台，怎么晾晒衣服？还有一般到哪盥洗衣物呢？,你好！户外有晾晒衣服的地方，住宿区域设有洗衣房。
报考咨询,15***12 (江苏),2018-06-27 12:03,老师您好，江苏理科考生，359AB，请问报考贵校有希望吗？,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
您好，河南考生理科586分，超一本87分，排名23432，能,zj***1@163.com (河南),2018-06-27 11:58,您好，河南考生理科586分，超一本87分，排名23432，能报本校吗，谢谢,你好！欢迎报考南京农业大学，我校历年录取分数查询详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
有关录取的问题&middot;,13***16 (湖北),2018-06-27 11:48,您好，我是湖北2018届文科考生，高考省排名3212，高出一本线49分，请问能报考贵校吗？,你好！欢迎报考南京农业大学，我校历年录取分数详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024，仅供参考。
录取与退档,18***85 (江西),2018-06-25 09:18,你好！我是江西考生。今年的高考分数为584分，排名13016名。有希望被贵校录取吗？可以就读什么专业？是否会被退档？盼，谢谢！,很有希望，您放一志愿，若选择专业服从调剂且体检合格，我们承诺进档不退
录取,13***51 (河北),2018-06-25 09:06,我是河北2018考生，理科。分数606.排名20318.报考贵校能录取吗？,很有希望，您冲一下，选择专业服从调剂
专业,18***01 (上海),2018-06-24 16:34,请问能否转专业,[我校全面放开在校生转专业申请，即学生根据自己的兴趣或专长，均有资格提出转专业申请，并最多填报两个专业志愿；本科生在校期间，可获两次转专业机会，即在大一、大二春季学期，有意向的学生均可按照相关学院的转专业要求提交申请；学校组织专家对学生的专业潜能和综合素质进行考核，学生在通过选拔后，即可进入新专业学习。
录取,18***70 (安徽),2018-06-24 15:30,2018年安徽理科，分数606，排名11100左右，报考贵校有希望吗？上生物学基地班或生命科学与技术基地班机会大吗？,你好！结合我校近两年在安徽的录取分数来看，你报考我校的希望还是蛮大的，我校各专业历年录取分数线详见http://zsxx.njau.edu.cn/lnlqfs.jsp?urltype=tree.TreeTempUrl&wbtreeid=1024
广西文科考生,18***65 (广西),2018-06-24 14:59,597分，排名大概1500这样子可以报上农业资源与环境吗？，谢谢,你好！结合我校近两年在广西的录取分数来看，你报考我校的希望还是蛮大的，2017年我校在广西文史类录取最低分575，省排名2324；2016年文史类录取最低分577，省排名2541。以上数据仅供参考。
湖北文科593咨询,15***54 (湖北),2018-06-24 10:48,湖北文科593分省排名5647，请问是否有希望报考贵校？,你好！结合我校近两年在湖北文科的录取分数来看，建议你第一志愿填报我校冲一冲。2017年我校在湖北文史类录取最低分577，省排名3305；2016年文史类录取最低分563，省排名3242。以上数据仅供参考。
甘肃理科考生,13***46 (甘肃),2018-06-23 09:46,老师您好，我是甘肃理科考生，547分，高一本线64分，位次10633，报考贵校有希望吗？谢谢。,你好！结合我校近两年在甘肃的录取分数来看，你报考我校的希望还是蛮大的，2017年我校在甘肃理工类录取最低分514，省排名10995；2016年理工类录取最低分536，省排名10662。以上数据仅供参考。
