标题,来源,时间,问题,回答
老师好，江西3410位能报贵校吗？,13***73 (江西),2018-06-25 10:49,总分629,你好！希望不大，谨慎填报。
河南考生620分，能否被北京理工中外合作录取？,15***97 (河南),2018-06-25 10:49,河南考生620分，能否被北京理工中外合作录取？毕业后发什么文凭？中外合作毕业后能否直接保研或考国内研究生？就业情况？,你好！希望不大，谨慎填报。
请问江西629分，能上贵校吗？,13***73 (江西),2018-06-25 10:48,省排3405,你好！希望不大，谨慎填报。
录取,15***99 (河南),2018-06-25 10:34,你好，我是河南考生，高考分数634省名次5000左右，国家专项计划报考贵校有希望吗？,你好！有希望的，欢迎报考！
山西考生，629，省排1727，报考贵校有希望吗？,18***72 (山西),2018-06-25 10:28,山西考生，629，省排1727，报考贵校有希望吗？,你好！有希望的，欢迎报考！
天津考生,zy***na.com (天津),2018-06-25 10:24,老师您好：天津理科645分排名1990是否有希望录取？,你好！希望不大，谨慎填报。
我是2018年山西考生,18***40 (山西),2018-06-25 10:13,高考分数635，省排名1261-1316，有多大希望被贵校录取？,你好！希望较大，欢迎报考！
录取咨询,13***82 (四川),2018-06-25 10:10,四川考生645，省排名5170.填报贵校有多大把握？计算机科学与技术专业有多大把握？谢谢,你好！希望不大，谨慎填报。
录取，江西,15***08 (江西),2018-06-25 09:59,江西理工627分，3580名有希望录取吗,你好！希望不大，谨慎填报。
黑龙江理科考生，排名1800左右,13***73 (黑龙江),2018-06-25 09:54,老师您好，请问黑龙江理科考生635分排名1800左右报考贵校有希望吗？,你好！有希望的，欢迎报考！
内蒙考生643，排名在1014－1068能报贵校车辆类专业吗,15***92 (内蒙古),2018-06-25 09:48,内蒙理科考生643，排名在1014－1068之间能报贵校车辆类专业吗,你好！请在填报时实时查看可能性！欢迎报考！
录取,13***10 (云南),2018-06-25 09:48,老师你好，我是云南省理工类考生，644分，超一本线114，省位次为2168，请问今年报贵校有希望吗？谢谢！,你好！有希望的，欢迎报考！
咨询,13***35 (江苏),2018-06-25 09:43,江苏考生，理科，381，排名4852-5336可以报贵校吗？,你好！有希望的，欢迎报考！
自主招生填报志愿,13***76 (河南),2018-06-25 09:33,老师好，我是河南考生，理科，626分，通过了咱们学校自主招生“精工计划”。下一步应该怎样做？,你好！以特殊类型批次填报我校。
专业以及学校硬件咨询,18***18 (福建),2018-06-27 10:59,1.哪些大类对绘画基础有要求（有门槛，入学后加试等）2.甲610分，一志愿A，二志愿B；乙609分，一志愿B。二人都高于北理工投档分，那么谁先被A收走？3.在良乡还是中关村校区？二者的宿舍条件如何？谢谢！,你好！我校除艺术类外，没有绘画要求。目前新生全都去良乡校区，条件更好。分专业规则参照公布的招生章程。
关于高校专项计划录取方式的疑惑,13***13 (河南),2018-06-27 10:58,老师，请问通过高校专项计划获得加分的考生在录取时，是裸分加上优惠分值后到达贵校投档线后即被录取，还是说到达投档线后再从高分到低分进行录取？望解答。,你好！录取时算你的优惠分值。
关于录取,13***50 (河南),2018-06-27 10:52,河南省考生，624分，理科，报考贵校有录取的可能吗？,你好！希望不大，谨慎填报。
云南理科,26***9@qq.com (云南),2018-06-27 10:44,请问老师，我是云南考生，今年高考分数646，位次1991，报考自动化专业有希望吗？,你好！有希望的，欢迎报考！
专业问题,13***78 (青海),2018-06-27 10:43,2018届青海考生分数528，位次1339，报考贵校兵器专业有希望吗？,你好！希望不大，谨慎填报。
河南,15***17 (河南),2018-06-27 10:19,老师您好，我是河南考生643分，名次3421，报考贵校有多大把握。,你好！希望不大，谨慎填报。
山东考生,13***80 (山东),2018-06-27 10:14,老师您好，我是一名山东考生，理科，成绩656分，位次2203，如果报考北理，希望大吗？,你好！有希望的，鼓励填报！
山东考生 629 8005名,13***58 (山东),2018-06-27 09:45,上贵校的希望大吗？专业分数是不是也有差别？谢谢,你好！希望不大，谨慎填报。
关于录取,18***28 (西藏),2018-06-27 09:45,请问西藏理科汉族614，排名151，录取到贵校的希望大不大？,你好！我校招生人数较少分数波动很大，难以估计。欢迎报考！
老师您好，湖南理科616，省排名7700，在贵校录取希望大吗,13***72 (湖南),2018-06-27 09:34,老师您好，湖南理科616，省排名7700，在贵校录取希望大吗,你好！希望不大，谨慎填报。
广东理科录取咨询,13***41 (广东),2018-06-27 09:20,广东理科605，排7317名，报考贵校，录取机率大吗？谢谢,你好！有希望的，欢迎填报！
福建考生,13***46 (福建),2018-06-27 09:06,福建考生，理科，630分，省排名2008，请问能上贵校吗,你好！有希望的，欢迎填报！
录取咨询,13***97 (北京),2018-06-27 09:05,你好，北京考生，市排名1731，能上贵校吗，谢谢,你好！普通理科代码可以冲一冲，另外可以考虑就读单独代码会计学中外合作办学专业！
咨询,18***70 (青海),2018-06-26 16:54,老师您好，我是青海文史类考生，分数574，排名100，有希望上贵校吗？,你好！希望较大，欢迎填报！
关于录取,15***83 (安徽),2018-06-26 16:42,安徽考生，641分省3442名进入贵校希望大吗实验班和菁英班对理科分数等方面是否有一定要求？,你好！希望不大，谨慎填报。
录取,18***96 (山西),2018-06-25 14:34,老师，您好，山西考生637分，省排1190，若是报考贵校有可能吗？报考信息对抗专业是否应选择兵器类？,你好！希望较大，欢迎报考！可选择电子信息工程实验班专业！
精品文科班,13***25 (天津),2018-06-25 14:21,老师好，请问精品文科班专业都有哪些，如何分流,你好！请参考我校招生网公布的报考指南！
请问中外合作有具体信息资料供参考吗？谢谢！,13***99 (福建),2018-06-25 14:01,请问中外合作有具体信息资料供参考吗？谢谢！,你好！请参考我校招生网公布的报考指南！
天津考生，理科657分报贵校可以吗？,13***83 (天津),2018-06-25 13:42,贵校老师您好!今年分数走高，我们填报贵校要是被提档的话，位次比较低会不会被退档。请老师给做解答。谢谢！,你好！有希望的，欢迎报考，提档一般不退。
山东理科654，排名2496，中外合作专业录取希望大吗,13***31 (山东),2018-06-25 12:53,山东理科654，排名2496，中外合作专业录取希望大吗？中外合作专业第四年是否也可以不去国外就读？,你好！有希望的，欢迎报考！可以不去国外的
民族班 民族预科班,15***66 (内蒙古),2018-06-25 12:53,贵校是否有民族班和民族预科班？大约有多少名额降线多少分谢谢,你好！我校无预科计划
国家专项,13***97 (贵州),2018-06-25 12:27,老师，您好！如果国家专项填了服从调剂会被调剂到一批里的专业吗？,你好！只在提前批公布专业里调剂。
录取咨询,13***97 (北京),2018-06-25 12:27,您好，北京考生658分，能上贵校吗,你好！可以冲一冲！
录取咨询,15***26 (江西),2018-06-25 12:15,您好，请问贵校今年在江西是否有扩招，理科省排4600是否有希望上贵校？,你好！希望不大，谨慎填报。
志愿填报,13***76 (河南),2018-06-25 12:00,河南理科626分，再加自主招生“精工计划”优惠30分，报“精工计划”——航空航天与武器类，能被录取吗？,你好！希望较大，欢迎报考！
考生咨询,18***06 (上海),2018-06-25 11:19,上海考生548分，排名5166，能进入贵校吗,你好！希望不大，谨慎填报。
录取,13***08 (云南),2018-06-25 11:19,云南理科，638分，2787名，是否希望录取,你好！希望不大，谨慎填报。
甘肃考生1931位次，可以报考贵校吗,13***99 (甘肃),2018-06-25 11:16,甘肃天水考生，理科612分，全省1931位次，有可能包括贵校吗？,你好！希望不大，谨慎填报。
北京考生652名次2209,13***39 (北京),2018-06-25 11:14,请问北京考生分数652排名2209报考贵校可以吗？,你好！可考虑报考我校会计学专业合作办学！
高校专项计划,18***98 (河北),2018-06-25 11:09,老师您好，孩子河北理科生，642分，位次7619，农村单招考试已通过，请问有机会被贵校录取吗？专业调剂会调出所选的五个专业以外吗？,你好！看你的优惠分值了，预估一批分数线675以上。
本一批录取,15***29 (四川),2018-06-26 09:52,你好，请问一下643，四川省排名5400有机会上北理吗？如果有机会大不大？,你好！希望不大，谨慎填报。
是否退档问题,18***94 (山西),2018-06-26 09:52,山西考生，贴线进校，服从调剂还会退档吗？,不会退档！
咨询,19***31 (河南),2018-06-26 09:33,请问河南理科622分被贵校录取的可能性大吗？,你好！希望不大，谨慎填报。
老师，你好。我是吉林省考生，考了653分，全省排名1158名,18***75 (吉林),2018-06-26 09:32,我想问问我去你们学校存不存在专业调剂的问题。,你好！只要你填报普通一批，体检符合填报专业要求，我校直接满足你的第一专业志愿！
北京理工大学2017年就业质量报告,13***18 (山东),2018-06-26 09:27,希望能看到北京理工大学详细的就业质量报告，包括毕业生数量、国内保研的人数及具体去向、留学的具体人数及去向（最好包括获得奖学金情况），就业的人数及去向。,你好！我校就业网可查询！
贵州理工考生，589，6900名,99***@qq.com (贵州),2018-06-26 09:21,能否进入贵校？有较大的专业选择空间吗,你好！希望不大，谨慎填报。
安徽考生，641分 省3442名,15***83 (安徽),2018-06-25 16:49,进入贵校希望大吗，实验班和菁英班对理科分数等方面有一定要求,你好！希望不大，谨慎填报。
想报北理工,15***60 (辽宁),2018-06-25 16:30,辽宁考生，640分。去北理工有希望吗？,你好！可考虑报考我校会计学中外办学专业！
山东文科考生,18***16 (山东),2018-06-25 16:29,山东文科考生，634分，省排名809，是否能被贵校外国语言文学类专业录取？谢谢！,你好！我校今年文科以一个大类专业报考，进校后可选择你喜欢的方向，希望较大，欢迎报考！
录取,13***55 (山西),2018-06-25 16:27,您好，我是山西理科考生，614分，全省排名3000名左右，高一本线98分。能被贵校录取吗？,你好！希望不大，谨慎填报。
请问贵校招收少数民族预科班?,13***09 (内蒙古),2018-06-25 16:11,我是内蒙古考生，想咨询一下少数民族预科班的招生情况及分数线？,你好！我校无预科计划。
贵校有高职高专吗,13***90 (河南),2018-06-25 15:53,老师您好，我是河南考生，文科427分，贵校今年招高职高专吗,你好！我校没有。
录取可能性,15***83 (安徽),2018-06-25 15:45,安徽考生，高考成绩628，省5718名，请问有希望被贵校录取吗？,你好！希望不大，谨慎填报。
录取,17***45 (河南),2018-06-25 14:57,老师，您好，河南考生610分，有多大希望报考贵校,你好！希望不大，谨慎填报。
分数咨询,13***15 (江苏),2018-06-25 14:48,江苏理科378分，可以考上贵校吗？谢谢！,你好！希望不大，谨慎填报。
录取咨询,15***00 (北京),2018-06-26 13:19,北京理科考生，高考639分，第一志愿填贵校，录取几率如何？,你好！可考虑填报我校会计学中外合作办学专业！
录取咨询,13***41 (四川),2018-06-26 12:53,老师好!我是四川考生，652，省排名3177～3400，服从专业调配，录取希望大吗？,你好！有希望的，欢迎报考！我校普通一批考生填满不重复的专业志愿，且体检符合专业报名要求，是肯定满足所填专业之一的，不退档不调剂！
关于录取,13***89 (北京),2018-06-26 12:27,老师您好！北京考生647分排名2633，想报考贵校服从专业调剂，今年有希望被录取吗？,你好！可考虑率填报我校会计学中外合作办学专业！
山东考生咨询,18***29 (山东),2018-06-26 12:10,师您好，山东理科639分，5216位次，可以报考贵校吗？谢谢,你好！希望不大，谨慎填报。
贵州理科考生，分数580，8582名,18***15 (贵州),2018-06-26 12:10,请问加上国家专项能报考贵校经济管理实验班吗？,你好！希望不大，谨慎填报。
山东考生咨询,18***19 (山东),2018-06-26 12:03,老师，您好，我是山东一考生，高考成绩647分，全省3630名，报考贵校录取的几率大吗？,你好！希望不大，谨慎填报。
福建理科619位次2937,13***66 (福建),2018-06-26 11:48,福建理科619位次2937报考贵校录取几率大吗？,你好！希望不大，谨慎填报。
湖南考生,13***35 (湖南),2018-06-26 11:01,您好我是湖南文科考生，总分638，排名一千一百多，有机会被贵校录取吗？,你好！希望不大，谨慎填报。
云南考生超线46分报贵校预科希望大吗，去年你们预科班分数是多,15***85 (云南),2018-06-26 10:57,云南考生超线46分报贵校预科希望大吗，去年你们预科班分数是多,你好！有机会的，欢迎报考。分数查询请到我校招生网。
咨询 盼回复 谢谢,12***7@qq.com (西藏),2018-06-26 10:31,请问西藏汉族考生想要报考贵校一般排名为多少？今年高考分数577（含加分）特征排名为271报考贵校有希望吗？调档和专业录取时对考生加分政策如何，有什么区别吗？如果服从专业调配，是否可以确保提档不退档？贵校转专业情况又是如何？,你好！我校招生人数较少难以预估分数！国家政策加分带入分专业的，按你的情况保证不退档。
关于调剂的问题,13***68 (辽宁),2018-06-26 10:16,如果报考的专业都没有录上那可能会被调剂到例如那些中外合办的专业吗还有如果我分数比较高调剂会调剂到分比较低的专业吗,我校对普通一批考生实行填满6个不重复的专业志愿且体检符合报考要求，即不退档不调剂
海南理科考生报考咨询。,18***90 (海南),2018-06-26 10:15,老师您好：海南理科723分，省排名1189，高出省分数线184分，想报考贵校有希望吗？,你好！希望不大，谨慎填报。
贵校保研的问题,33***@qq.com (湖南),2018-06-26 10:05,浙江地区考生，656分，有意向报考贵校，将来有继续深造的计划，想咨询下贵校保研率如何？,你好！我校保研率约25%，欢迎报考！
湖南理612分，排名8566,18***89 (湖南),2018-06-26 10:01,能否报考贵校,你好！希望不大，谨慎填报。
招生是否有性别差异,15***68 (安徽),2018-06-26 09:56,老师你好，请问你们大学招生男生女生的比例有差别吗？,你好！没有要求的！
贵州理科623,18***77 (贵州),2018-06-26 16:36,贵州理科623分能否上贵校,你好！有希望的，欢迎报考！
北京理工大学合作办学,13***89 (海南),2018-06-26 16:17,您好！我是海南考生，高考717分，能报考您校合作办学吗？,你好！此专业在海南第一年招生分数不好预估。欢迎报考！
北京文科考生，642分，排名995，有录取北理的希望吗,13***00 (北京),2018-06-26 16:07,北京文科考生,你好！希望不大，谨慎填报。
录取咨询,la***sina.com (天津),2018-06-26 16:04,老师：天津考生，位次850-900，能报考贵校吗？,你好！希望较大，若进档则满足第一专业志愿，欢迎报考！
高考咨询,32***011131018 (江苏),2018-06-26 15:25,老师：您好！我是江苏理科生，成绩382，选修物化双A，排名4851，不知是否可以报贵校，可否推荐几专业个，谢谢了,你好！有希望的，欢迎报考！专业推荐请参考我校招生网报考指南或来电咨询！
关于专业,13***06 (山东),2018-06-26 15:24,你好，我是山东考生。考了661分，1586名。请问报考贵校徐特立英才班，被录取的概率大不大？,你好！你被我校录取的希望较大，欢迎报考！录取专业暂时不好估计。
北京理科,15***77 (北京),2018-06-26 15:23,您好！请问北京理科653排名2116有机会进入贵校学习吗？,你好！可考虑我校会计学专业。
国家专项计划,18***47 (安徽),2018-06-26 14:52,我是安徽考生，全省3698名639分通过国家专项计划有机会被贵校录取吗？,你好！有希望的，欢迎报考！
大类招生计划咨询,13***74 (新疆),2018-06-26 14:02,你好，我是新疆理科生，我想问一下你们工科实验班（信息科学技术）中的专业有测绘技术与仪器，这一个专业，对视力有要求，因为在大类里，我们如何填报。裸眼视力4.6可以报吗？分数632分，位次是802报你学校有希望吗？,你好！只有近视和散光是不影响专业填报的，请放心报考。此分数是有希望的，欢迎报考！
河南理科高校专项计划招生,18***68 (河南),2018-06-26 13:49,河南理科考生，分数623。通过高校专项计划资格优惠30分。有希望报考贵校么？（服从调剂）,你好！希望较大，欢迎报考！
天津，文科,18***80 (天津),2018-06-26 13:42,天津，文科612，排名740，报考贵校可有希望？,你好！有一定希望，可以冲一冲！
请教老师,18***18 (甘肃),2018-06-26 13:37,甘肃考生595分，全省3295名，有希望报考贵校吗,你好！可考虑国家专项计划。
本一批,15***29 (四川),2018-06-26 13:36,请问贵校今年在四川的投档线大概多少呢,你好！如果你的分数是理科670分，我校满足你的第一专业志愿。欢迎报考！
专业问题,13***78 (青海),2018-06-26 13:32,2018年青海考生想咨询贵校兵器专业是否在青海招生？,你好！兵器专业招生，欢迎报考！
关于录取,18***66 (江西),2018-06-26 13:25,您好！我是江西省第2539名考生，报考贵校国家专项计划车辆与武器专业希望大吗？,你好！国家专项报考的希望较大，因人数少分数波动大，建议普通一批A学校也填报我校，欢迎报考！
关于录取,15***83 (安徽),2018-06-27 15:02,安徽考生，641分省3442名进入贵校希望大吗实验班和菁英班对理科分数等方面是否有一定要求？,你好！希望不大，谨慎填报。
咨询录取问题,15***18 (云南),2018-06-27 14:55,您好老师！我是今年云南的理科的考生，省排位在2168名，想报考贵校，不知录取的希望有多大？谢谢！,你好！有希望的，欢迎填报！
关于提档,13***58 (河南),2018-06-27 14:34,河南考生高考成642，位次3598，是否能提档,你好！希望不大，谨慎填报。
报考咨询,18***25 (广西),2018-06-27 14:33,老师你好，广西考生636分省排名1850被贵校录取的希望有多大？,你好！希望较大，欢迎填报！
请录取,18***36 (青海),2018-06-27 14:25,你好老师，我今年理科成绩568分，全省排名512名，非常希望被录取，也服从专业调剂，请一定录取，谢谢！,你好！希望较大，欢迎填报！
安徽考生录取咨询,13***45 (安徽),2018-06-27 13:53,老师您好，本人高考成绩为628在安徽省内排5651名，我想报考该校的软件工程专业，请问我能否有幸进入贵校,你好！希望不大，谨慎填报。
北理老师,13***62 (内蒙古),2018-06-27 13:44,老师您好，我是内蒙古考生625成绩排位2043有没有希望被录取。,你好！希望不大，谨慎填报。
请教老师,18***28 (西藏),2018-06-27 13:16,西藏，2018理科614，排名151，报考贵校提前批可有希望？,你好！有希望的！欢迎填报！
河南文科考生专业咨询,17***51 (河南),2018-06-27 13:15,老师您好，我是河南文科考生，分数627排名1528请问能否报贵校的工商管理类——人力资源管理专业并且想要知道贵校的文科招生计划恳请老师,你好！我校并无此专业，另外该名次希望不大，请谨慎填报。
本一批和提前批,18***28 (西藏),2018-06-27 13:14,请问贵校今年在西藏的理科本一批和提前批投档线大概多少呢,你好！我校在西藏招生人数较少分数波动很大，难以预估。
河南理科考生604报贵校国家专项有多大希望?,18***28 (河南),2018-06-27 12:07,河南理科考生604报贵校国家专项有多大希望?,你好！国家专项计划较少分数波动较大，鼓励填报！
咨询,18***06 (上海),2018-06-27 12:01,上海考生548分，总排名最低5166，理科，有希望投档到贵校吗,你好！有希望的，欢迎填报！
河南理科考生604报贵校国家专项有多大希望?,18***28 (河南),2018-06-27 11:56,河南理科考生604报贵校国家专项有多大希望?,你好！国家专项计划较少分数波动很大，有希望的，欢迎填报！
江苏文科的投档线,18***90 (江苏),2018-06-27 11:07,江苏文科379分报考贵校录取可能性大吗,你好！有希望的，欢迎填报！
体检问题,18***18 (福建),2018-06-27 11:03,条件：一只眼睛裸眼视力4.6，矫正度数小于400（150），不宜报考04，05.求助：贵校哪些大类或者专业不能读？,你好！仅有近视散光不影响填报专业！
咨询,13***08 (内蒙古),2018-06-28 13:28,老师，您好。内蒙古高考分数643，报考贵校有希望吗？谢谢！,你好！报志愿时可尝试一下！欢迎报考！
专业咨询,13***08 (内蒙古),2018-06-28 13:20,老师，您好。请问今年计算机是大类招生吗？谢谢！,你好！是的，信息科学技术类
高校专项,13***27 (山东),2018-06-28 12:46,老师您好，我是山东考生，通过了高校专项40分优惠，今年高考失利，成绩585分，还有希望被贵校录取吗？，,你好！希望不大，谨慎填报
报考咨询,13***74 (新疆),2018-06-28 12:32,新疆考生625.排名1067，报贵校有希望吗,你好！有希望的，欢迎报考！
特殊类型批次填报,13***76 (河南),2018-06-28 12:19,老师您好，还要麻烦您一下，我还有3个问题想向您咨询。1、我通过的是自主招生：“精工计划”——智能武器实验班，在特殊批次填报咱们学校的专业时，是不是只填报，代码：K3——工科试验班（航空航天与武器类）这一个就可以了？还是也允许再填报四个志愿，像本科一批的志愿填报方式，一个学校填报五个志愿？2、特殊批次（自主招生）录取是按照北京理工大学在河南省的最低提档线分数，再降30分录取，还是按照（航空航天与武器类）专业的录取分数线，降30分录取？3、这个“智能武器实验班”是不是优先录取通过自主招生的考生，还是统一招收？,你好！只填这一个专业就可以了！按普通一批最终模拟投档线计算。自主招生不占普通一批的计划。
文科生转理科专业,15***68 (内蒙古),2018-06-28 11:36,请问文科生将来可否转到理科专业？比如文科生从经济系转到数学或物理系？又或者从文史类专业（比如历史，社会学）转到理科或者经济专业？,你好！我校原则上开放转专业的途径的，看转入学院的考核了！
咨询,13***28 (新疆),2018-06-28 11:32,新疆理科636，位次682，报考有希望吗？,你好！希望较大，欢迎报考！
录取咨询,15***88 (新疆),2018-06-28 11:25,新疆考生，高考总分632分，可否报贵校工科试验班，望明示，谢谢老师,你好！有希望的，欢迎报考！
合作办学,13***89 (海南),2018-06-28 11:20,您好！我是海南考生，您校合作办学国际教育学院在海南招国际经济专业吗？谢谢,你好！我校招会计学中外合作办学专业的！
问录取,15***88 (新疆),2018-06-28 11:13,2018年新疆考生，理科632分，可以报贵校吗,你好！有希望的，欢迎报考！
录取咨询,13***75 (山东),2018-06-28 10:44,老师您好，山东理科考生，626分，全省位次8717，有多大希望能被北理录取？谢谢老师！,你好！希望不大，谨慎填报
咨询,18***11 (新疆),2018-06-28 10:21,2018届考生，成绩622，排位1213，报考贵校有希望吗？,你好！有希望的，欢迎报考！
广东文科考生,13***39 (广东),2018-06-28 10:17,老师：广东文科601，省排2606名，冲击贵校几率大吗？,你好！有希望的，欢迎报考！
录取,13***08 (辽宁),2018-06-28 10:13,辽宁理科考生，648分，想报经管类专业，能否进档并被录取？谢谢,你好！可以考虑冲一冲！
福建文科考生,13***33 (福建),2018-06-28 10:06,今年福建700名左右，上北理的把握大吗？社科实验班是什么时候选择具体专业呢？有什么优势学科推荐吗,你好！有希望的，欢迎报考！我们按一个大类招生，进校后自主选择！
高校专项计划的提档分,wa*** (四川),2017-06-26 14:24,如果符合国家专项计划，那么高校专项计划的提档分是不是经过国家专项计划加分后的分数？,两者不是一个概念
报考咨询,zh*** (河南),2017-06-26 14:01,您好，河南考生，高考成绩627，排位2358，报考贵校计算机科学与技术专业是否有希望？,有希望，欢迎报考。
