标题,来源,时间,问题,回答
山东理科,13***09 (山东),2017-06-28 10:56,老师您好！请问贵校今年还有没有二本专业？,请查看贵省的报考指南。
山东文报考急急，谢谢,sh***981012 (山东),2017-06-28 10:41,老师您好，文科526分，位次24856，孩子基础很好，只是文综发挥失常直接挂了，报考贵校有希望吗？请老师多多指教，谢谢。如幸运进入贵校，可以通过自己的努力调整专业的机会吗？,请进入我校招生网（http://zs.nxu.edu.cn/），查看往年在贵省录取情况。大一学年结束后可申请调整专业。
山东考生,13***7 (山东),2017-06-28 09:43,本人高考509分高于本科线76分，有希望报考贵校二本专业吗？二本才山东有计划吗,请进入我校招生网（http://zs.nxu.edu.cn/），查看往年在贵省录取情况。二本专业请查看贵省的报考指南。
山东理科,jo***12 (山东),2017-06-27 16:08,"513分-高二本线433分80分，无一本线，自招线51分-请问报考“会计学”或""计算机科学与技术""或“通信工程”的几率分别有多少？",请进入我校招生网（http://zs.nxu.edu.cn/），查看往年在贵省录取情况。
报考志愿,fd***fdg (山西),2017-06-27 15:26,您好，我是山西理科考生，502分高于一本线21分，请问报考贵校希望大吗？报什么专业比较有把握（我近视800以上）？谢谢！,请进入我校招生网（http://zs.nxu.edu.cn/），查看往年在贵省录取情况。
贵校今年在山东有二本专业吗,13***53 (山东),2017-06-27 12:15,如果有的话，都有哪些，二本预估线是多少，发的学位证一样吗？万分感谢,请看贵省的报考指南。
贵校今年在山东有二本专业吗,13***53 (山东),2017-06-27 12:12,如果有的话，二本预估线是多少，有哪些二本专业？发的学位证一样吗?,是否有二本专业，请看贵省教育考试院的报考指南。
山西考生理科500，一本线481有希望被录取吗,ww*** (山西),2017-06-27 10:32,山西考生理科500，一本线481有希望被录取吗,请进入我校招生网（http://zs.nxu.edu.cn/），查看往年在贵省录取情况。
来自宁夏考生,fx*** (宁夏),2017-06-26 16:07,老师您好，我的体检单上写的不能准确在显示器上识别红、黄、绿、兰、紫各颜色中任何一种颜色的数码、字母，但又写着对单色识别无障碍，无色盲色弱，我总分487位次5038报贵校的计算机专业能都被录取呢，谢谢老师。。,请查看教育部有关体检对专业限报的相关要求。
报考,sh***981012 (山东),2017-06-26 16:02,老师，您好，526分，位次24586，报考贵校有把握吗？专业选什么最稳妥？谢谢~今年考试成绩差的有点出乎意料，拜托老师能多给些指导。万分感谢。,请进入我校招生网，查看往年在贵省录取情况。
咨询,zs***aodaxue (山东),2017-06-26 14:56,老师您好，我是山东地区的考生，高考成绩535分，我想报考贵校的交通工程，请问老师可能性大吗？,请进入我校招生网，查看往年在贵省录取情况。
来自宁夏少数民族,fx*** (宁夏),2017-06-26 10:21,老师您好，我理科生487高出一本线48分，位次5038，报贵校计算机科学与技术能否被录取呢？谢谢老师的答复.,请进入我校招生网，查看往年录取情况。
报考,tr*** (湖北),2017-06-25 16:10,老师你好，我是湖北理科考生，今年分数542，超一本线58分，可以报考宁夏大学教育学专业吗？,可以。
2017年河南考生,gz*** (河南),2017-06-25 15:04,老师您好，我是一名2017年河南考生，总分考了517分，比一本分数线仅多一分，请问我如果报考贵校二本专业，有无被录取的可能？,请进入我校招生网，查看往年在贵省录取情况。
山东理科生,37***911160822 (山东),2017-06-25 12:06,老师你好，我是山东的一名理科生，今年我的分数是591，位次是21655，报考贵校有无风险？,超本省一本线30分以上比较稳妥
zixun,bi***iang (陕西),2010-06-27 14:59,我是陕西理工科考生，544分，离一本差12分，可以报考贵校什么专业？,报考我校需达到陕西省理科一本线。
陕西考生,56*** (陕西),2010-06-27 14:28,我是陕西理科考生，考分540分，报考你校土木工程专业有几成把握？请及时解答，谢谢！,如果未达到陕西省理科一本线就不能报考我校。
文科,87*** (河南),2010-06-27 14:25,河南文科493分，高出二本线4分，报考贵校有把握么？？,我校在河南省按一本招生，必须达到河南省一本线才可报考。
咨询,wa***0 (山东),2010-06-27 12:23,你好我是山东理科考生超过一本线6分报贵校能被录取吗？,应该可以录取，就看今年的报考情况了。
咨询,li***i123566741 (陕西),2010-06-27 11:37,老师，我陕西理科考生考了575，请问报考贵校有希望吗？若可以，都有哪些专业可以选择？,你的分数超出一本线19分，应该可以被录取。根据你的兴趣爱好选择我校在陕西有计划的专业，应该都有机会被录取。
报考,cx*** (福建),2010-06-27 10:23,我是福建文科考生，高考成绩比本一线高2分，且我愿意服从专业调剂，请问我有录取希望吗？贵校是否有转系的可能？,应该可以被录取。按照我校转专业规定，一年后成绩达到转专业规定就有机会转专业。
河北考生,91*** (河北),2010-06-27 09:42,我在贵校艺术（舞蹈）加试是84，排名第12，请问有希望被录取吗？,如果文化课能够达线，录取的可能性应该较大。
山东理科,as*** (山东),2010-06-27 09:15,高考理科591分有希望报考贵校吗？,达到山东理科一本线就有希望，你如果服从专业调剂录取的希望应该还非常大。
山东体育生,w3***1 (山东),2010-06-26 16:30,文化424体育75可以报贵校吗？,按去年的录取分数看应该可以，今年能否录取要看其他报考我校的考生的情况。
河南,ck*** (河南),2010-06-26 16:28,我理科考了553分，过一本线1分，报考你学校能录取吗？你学校退档吗？,根据去年录取分数，如果服从专业调剂应该可以被录取，但也要看今年河南省报考我校的其他考生的成绩。
国防生,li***a409 (陕西),2010-06-26 16:14,请问贵校今年在陕西招国防生的计划，女生计划有多少？在那儿能查到，年龄是1990，04，09的，是不是大了三个多月，有没有可能录取，控制线按二本还是一本,我校2010年国防生计划只招男生。
山东考生,sh*** (山东),2010-06-26 15:27,我是山东艺术文，未校考，能否填报贵校？,如果没有参加我校组织的校考就不能报考。
咨询,40*** (河南),2010-06-26 15:04,我考了564分理科的我省一本线552我想知道如果报考贵校被录取的几率如何,从去年的录取情况看录取的几率应该非常大。今年我估计如果服从专业调剂录取的几率也比较大，但还要看今年河南省理科其他考生的成绩。
咨询,12***35452525 (天津),2010-06-26 14:51,色盲患者能报什么专业,你查看一下《普通高等学校招生体检工作指导意见》，上面可以查到色盲患者不宜就读的专业。
广西,31***1 (广西),2010-06-26 11:08,广西理科428分能上贵校吗？,如果没有达到广西省一本线就不能报考我校。
咨询,ch***n (河北),2009-06-23 15:51,老师您好，我是河北一理科考生，今年的高考分数是553，能否报考贵校,如果达到河北省的一本线就可以报考
招生,12*** (浙江),2009-06-23 10:34,第一批时，你们会录取文科生么,有文科计划就会录取文科考生啊
咨询,kx*** (宁夏),2009-06-23 10:10,那么我填软件工程或者网络工程能否被录取？谢谢老师！,如果达到二本线，就有希望，不知道你考了多少分？？
关于贵校提档分数控制线？,88*** (吉林),2009-06-23 09:33,贵校一本吉林招生，提档时执行重点本科分数线，还是普通本科分数线？现在我们这里报志愿已经开始啦，十万火急，请准确地回答一下。谢谢,重点分数线。
咨询~谢谢老师！,kx*** (宁夏),2009-06-23 09:24,我是宁夏考生，考了447，能否填报贵校的土木工程或者应用心理学等其他重点专业！,如果没有达到一本线就不能报考一本专业。
提前批,60*** (湖北),2009-06-22 10:53,我想问下贵校的提前批的机械工程及自动化管理是属于几本？还有什么时候录取？,你查一下机械工程与自动化是在二本提前还是一本提前，如果在二本提前就是二本线，一本提前就按照一本线录取。
甘肃招生,38*** (甘肃),2009-06-22 10:21,贵校今年在成为211工程院校之后，在甘肃首次在一批招生，会降分录取不到一本线的考生吗?,应该不会，除非甘肃招办在没有录取满额的情况下同意降分征集志愿。
招生,yu***6660 (宁夏),2009-06-22 10:06,您好，我市一名宁夏考生，今年考了491，报考本校有希望吗，今年贵校为何一本二本都设了，有何区别,一本的专业和二本的专业不同啊。如果你是文科考生就只能报考二本专业。
招生,dr*** (湖南),2009-06-20 10:47,老师好，请问贵校是否有在湖南二本的招生计划?,没有
咨询,ds*** (山西),2009-06-15 15:37,山西考生在一本线以上5分以内，考上的可能性大么？,"我校今年第一年按照一本招生,估计达到一本线报考希望还是比较大的"
您好,10***14 (黑龙江),2009-06-15 14:11,我是黑龙江文史考生520左右，报考贵校有望吗?,如果达到黑龙江省的二本线就可以报考
体育考生,we*** (内蒙古),2009-06-15 12:28,你好老师：我是一名内蒙体育考生，我想了解贵校去年在内蒙古找生文化课和转也的分数线，谢谢~~,去年我校在内蒙古招生体育生文化课最低300分，专业最低88分。
咨询,ya*** (湖北),2009-06-14 10:36,贵校的国防专业收不收往届的啊？另外国防专业对视力的要求是多少？,国防生不招收往届生。
宁夏艺术考生文科,ti***2 (新疆),2009-06-14 09:14,统考210分，文化估分380，能报贵校的艺术类吗？,根据去年的录取情况，你的专业课成绩有点低，去年我们美术类专业最低分是229分。
河南理科体育,xu***987 (河南),2009-06-13 16:46,老师您好，我弟是体育特长生。今年文化分估了340分左右。体育分时61分。想报考贵校，请问，能被录取的希望有多大？非常感谢。,我校去年在河南省体育的录取线：文化最低338分，体育术科最低68分。今年什么情况我也说不上，要看今年的报考情况了。
录取,ac*** (河南),2011-06-27 14:38,老师您好：我是河南考生。高考590，高一本8分，我想报考贵校的优势专业能被录取吗？谢谢。,最好是服从专业调剂
咨询,93*** (陕西),2011-06-27 12:31,我是陕西理科考生，考了569.一本线是540，能否冲击贵校的最好专业，有没有风险,好一点的专业应该可以录取，风险应该不大
5,05***9 (陕西),2011-06-27 11:34,我陕西的体育生..体育81.文化课267能被录吗？帮我参考下.有外省学校可以报吗/xiexie,能否被录取要看其他体育生的分数情况，我校按专业排名录取。
录取,dr*** (陕西),2011-06-27 11:31,我是陕西文科考生，550分，高出一本线7分，有希望被贵校录取吗？,参照去年的录取情况，应该可以被录取。
f,05***9 (陕西),2011-06-27 11:16,我陕西的体育生..体育81.文化课267能被录吗,已回答
报考,he*** (河南),2011-06-27 10:37,我是河南考生，超出一本线2分，欲报考贵校，请问有希望吗？如果有，那应该报什么专业呢？,有希望，你可以选择服从专业调剂
咨询,ch*** (山东),2011-06-27 10:18,我山东理科今年580能被贵校一批录取吗？？如果能可以选择什么专业把握大一点？？、,应该可以。根据个人喜好报专业，最后选择服从专业调剂
咨询,ga***henhan (甘肃),2011-06-27 10:11,你好，甘肃文科507分，贵校录取的把握大吗,参照去年录取情况，如果服从专业调剂应该有希望被录取
咨询,wy*** (陕西),2011-06-26 16:13,您好，我是陕西文科考生。考了548.1.请问我进入贵校的可能性有多大？2.贵校对于体检有无特殊要求？3.如果报的人多，有无扩招的可能？,如果达到陕西省文史类一本线录取的可能性应该比较大。文史类专业对体检基本上没有什么特殊要求。如果报考的人数多，有可能增加几个计划。
加分政策,yq*** (贵州),2011-06-26 13:27,老师，您好，我想问一下，贵校提档时承认加分政策，那在分专业时是否承认加分政策？,只要是贵省考试院认可的加分，我校在在投档和分配专业时都认可。
省招生办出档的时候，是按照文化分出档，还是按照体育分出档？,zh***ei (河南),2011-06-26 11:57,根据贵校“招生章程”第十四条第四款“体育类考生录取”规定，其中的“按照生源所在省级招办规定的出档比例调档，我校按术科成绩从高到低择优录取，同时综合考虑考生的身体条件和专项水平。”请问老师：1、我省招生办出档的时候，是按照文化分出档，还是按照体育分出档？2、贵校是如何“综合考虑考生的身体条件和专项水平”的？我的体育术科成绩64分（满分100分），其中体育专项23.4分（满分25分）。,去年出档是按照文化分出档。同等条件下考虑身体条件和专项水平高的。
咨询,y0*** (陕西),2011-06-26 10:36,你好，陕西理工类考生今年540分能否报考贵校？,如果达到陕西理工类一本线应该可以。
录取率,wu*** (山东),2011-06-26 10:24,一本一志愿的完成计划率往年能有多少？,95%吧
咨询,48***z (河南),2011-06-26 09:20,我是河南省体育考生请问贵校近年体育招生的录取分数文化和术科分数都要。谢谢,2009年文化课最低405专业682010年文化课最低316专业61
陕西考生咨询,ha*** (陕西),2011-06-26 09:13,你好，我是陕西理科考生，总分539，陕西二本线488，一本线540，可以报考贵校二本吗，若能，可以报考哪些专业？,我校在陕西省没有二本招生计划。
咨询,ya***ong (河北),2010-06-24 11:26,我是河北考生，今年高考成绩是550，能否报考贵校？如果可以，请提供迹几项专业项目。谢谢。,如果你能达到河北省一本线应该就可以。
10年二本录取（江西考生）,ch*** (江西),2010-06-24 10:18,老师，您好！江西考生，理科高考成绩489分，理科排位34680，填报贵校10年二本，服从专业调剂，是否会被录取？？？特急！请您帮忙！谢谢！,我校在江西省在一本批次录取，必须达到江西省的一本线。
浙江2,xy***123 (浙江),2010-06-13 12:47,浙江美术文考生省统考75分文化估分400分左右综合分482左右录取你校希望大吗？历年在浙江美术录取情况你校是什么性质的学校（独立，民办，公办），在校学生人数，没有参加校考，学校地址在哪，学费，住宿费多少，录取规则，第一专业志愿与第2专业志愿是否有级差，是否是艺术第一批（提前批）谢谢,去年在浙江美术录取综合分最低512分，专业最低85分。我校是国家“211工程”重点建设高校，属公办院校，在校学生近20000人。校址在宁夏银川市美术类学费6500元/年住宿费在800—1200元之间艺术类录取原则：文化课上线后按专业成绩从高到低录取。艺术类的批次按照贵省公布的批次执行。
英语成绩限制,ya*** (山东),2010-06-12 15:16,老师您好，我是艺术考生，请问贵校对今年的英语成绩有具体的分数限制吗？,英语成绩作为录取的参考条件，是否划线取决于今年考生的总体情况，如果划线一般在50分左右。
咨询,wa***9 (黑龙江),2010-06-12 14:44,请问贵校有会计学硕士吗？贵校今年在首次在黑龙江省一表招生，预计分数高于一表线多少？,目前还没有会计学硕士。应该上一本线就有希望。
zixun,ya*** (陕西),2010-06-12 11:15,老师您好!我是陕理科考生，估分515，报考你们学校把握性大吗?,如果能够达到陕西省一本线，应该希望比较大。
本校二本女国防生在山东计划多少？,20***okao (山东),2010-06-11 16:31,。。。。,我校2010年国防生只招男生，并且我校国防生都在一本。
想上九天揽月,nu***i (安徽),2010-06-11 14:13,您要像亲人一样，我将以亲人的姿态聆听！我，理科，女生，生性活泼、思维敏捷、口齿伶俐，智商还行，就是烦坐冷板凳！请给推荐一些理工科中偏文的专业，适当介绍一些专业情况更好。再问，您校的特色专业有哪些？您的经验最丰富，往往能一语中的。尽量不要给我一个网址，让我去瞎摸，指个兔子让我去撵啊！您和我的时间真的都很宝贵呀！就把我当成您的亲人吧！诚心感谢您！,理工科中偏文的专业：工商管理和应用心理学。在安徽省招生的专业里特色专业应该是生物技术，但不一定是就业好的专业。
咨询,ya*** (山东),2010-06-11 09:34,老师您好，我是艺术考生，请问贵校对今年的英语成绩有具体的分数限制吗？,英语作为录取的参考条件，根据今年的总体情况决定是否划定英语线，如果划线一般也就50分左右
浙江,cb*** (浙江),2010-06-10 11:00,浙江美术文考生省统考75分文化估分400分左右录取你校希望大吗,去年浙江美术文化课最低录取线512分，专业课最低录取线85分。今年要看总体的报考情况了。
关于贵校调档比例的情况？,wl*** (北京),2010-06-10 10:28,老师您好！我在最好的高考博克里看了相关政策，决定报贵校，但不知道贵校情况，能否介绍一下：http://blog.sina.com.cn/s/blog_6598a8380100hjpm.html,如果贵省实行平行志愿，就按照1：1.05调档。
咨询,he***ong (河南),2010-06-09 15:59,老师好！河南考生体育74分，文化400分报贵校体育教育录取希望大吗？,按照去年看应该可以。
师范类学费减免,89*** (宁夏),2010-06-09 12:29,老师好，请问10年招录的心理学专业的宁南学生还能继续享受学费减免70%的优惠政策吗？谢谢,可以享受。
录取咨询,he***ong (河南),2010-06-09 12:03,老师好！我是河南省体育类考生，体育分74，文化分400左右，请问我报贵校体育教育专业希望大吗？,按照去年的分数看应该有希望，去年我校录取文化课最低分405分，专业最低分68分。
二志愿,79*** (北京),2010-05-12 10:16,老师您好：我是北京考生，想在一批次的二志愿填报贵校，不知贵校是否招收这样的考生？谢谢您！,如果一志愿没有录取满的情况下会录取二志愿考生。
录取线,si*** (北京),2010-05-11 15:40,文科生二模线下30分贵校能录吗？谢谢！,这要看今年北京的生源情况了。
2010高考咨询,yi*** (广东),2010-05-11 12:21,老师，您好!我是广州市2010届高中毕业且是散居在广州市的少数民族文科考生，一模，二模均派位在二本文科生范围，请问您校2010年在广东省招生吗？若招，您校2010年招生有什么学院，什么系，什么专业可能招我这样的散居少数民族二本文科考生？请问您校2010年招生对我这种散居少数民族考生有没有什么特殊政策?有少数民族预科班吗？谢谢!,我校在广东没有招生计划。
北京01专业,20*** (北京),2010-05-11 09:37,请问历年在北京招生的分数是多少？,你可以登陆宁夏大学招生网查看去年录取分数统计
报考,wy*** (北京),2010-05-10 11:07,我是北京的学生，可能不够一本线，报考贵校可否降分录取？可能的话，降多少分？或者补录时报贵校多少分能录.,是否降分要看今年的生源情况。
我是山东文科考生590分报考贵校有希望吗,zz*** (山东),2009-06-26 16:40,我是山东文科考生590分报考贵校有希望吗,如果达到山东文史类一本线就可以报考，应该希望比较大
报考,bu***nji (福建),2009-06-26 12:07,请问，贵校会计怎样.我是福建文科生，高本一3分，报考贵校会计机会大吗?,会计专业不错。如果达到我校一本线就可以报考，应该说录取的机会还比较大。
咨询,so***o (贵州),2009-06-26 09:45,我是贵州理科考生，分数在二本463，请问可不可以报考贵学校，有没有什么专业可报,如果没有达到贵州省的一本线就不能报考我校。
enmergency,55*** (湖北),2009-06-25 15:56,我是湖北考生，请问516能报考贵校吗？,文科还是理科？要把你的情况说清楚
报考!,xu*** (内蒙古),2009-06-25 14:59,您好我是内蒙文科考生今年考了482高出二本30分能否报考贵校二本?什么专业适合?谢谢!,今年报考我校需达到一本线。
zixun,49*** (河北),2009-06-25 09:51,第二批录取院校（本科）川区汉族考生355分；川区除回族以外的其他少数民族、“山区”汉族考生345分；川区回族、“山区”除回族以外的其他少数民族考生335分；“山区”回族考生325分。第一批录取院校（本科）川区汉族考生424分；川区除回族以外的其他少数民族、“山区”汉族考生414分；川区回族、“山区”除回族以外的其他少数民族考生404分；“山区”回族考生394分请问是综和分吗,这是我省对于宁夏考生的体育类考生的文化课线。河北考生要达到河北省的体育类控制线。
急问,58*** (贵州),2009-06-25 09:34,我是贵州考生，今年高考理科469（含民族分10分），差一本8分，有希望读贵校吗？专业服从调剂。,报考我校要达到一本线。
浙江美术生,he*** (浙江),2009-06-24 17:00,综合分484，排名在6073，能上贵校吗,这要取决于浙江省今年报考我校的其他考生的分数。
录取,ji***22 (河北),2009-06-24 10:21,我是一名河北唐山考生，高考成绩549（不含5分加分），能被贵校录取吗？报哪些专业录取机会更大些？,如果你的分数能达到一本线就可以录取。
请问,ab***99 (广西),2009-06-24 09:35,你校如果一本缺额.能招二本生吗?,不可以。除非生源不足并且广西同意降分征集志愿。
