标题,来源,时间,问题,回答
北京考生咨询,zb*** (北京),2016-06-28 13:48,请问贵校中外合作在北京招生吗?,在北京没有中外合作办学专业
山东理科考生,37*** (山东),2016-06-28 12:58,老师你好，我是山东理科考生，613分，全省位次18959，希望报考贵校计算机相关专业，比如软件工程、计算机科学与技术、网络工程等，请问希望大吗？,有希望进档
山东文科报考,fx*** (山东),2016-06-28 12:35,山东文科考生，高出一本线40分，排位为4919，有希望被贵校录取嘛？,有希望
江苏理科女,wy*** (江苏),2016-06-28 12:21,江苏理科女，362分，物理B+，生物A，省位次24700，有希望报你校吗？,有希望进档
河南文科,zh***1998 (河南),2016-06-28 12:00,您好，我是河南文科考生，536省排名8635，有希望进入贵校吗?O(∩_∩)O谢谢啊。,有希望进档
XX专业不宜就读，退档？,18***61 (福建),2016-06-28 11:53,老师您好。志愿填报指南里说近视800度以上不宜就读“电子信息科学类”，这指的是“电子信息类”吗，在贵校包括哪些专业？我现在视力刚好800度，可以报这些专业吗？体检复查是开学后进行的吗？若查出视力不达标，是直接退学还是调到其他专业？如果退学了那还能去其他大学吗？,我校严格按照普通高等学校招生体检工作指导意见的相关要求录取，体检是高中阶段进行的，若体检不达标可调剂到其他不限条件的专业
报考,33***2 (北京),2016-06-28 11:43,北京考生分数591排名9800-9900问是否有希望录取,有希望进档
河南理科,18***13 (河南),2016-06-28 11:41,老师您好，请问河南理科生598分超一本线75分.可以报贵校高分专业吗？如果服从专业调剂，提档后有退档风险吗？安排专业时分数优先是什么意思？谢谢！,有希望进档，如果服从专业调剂，身体条件和政审都合格的话不会退档，谁的分高就先给谁安排专业
陕西理工高出一本线92分，位次13060,18***49 (陕西),2016-06-28 11:19,老师您好，报考贵校物联网工程有希望吗？,有希望进档
报考咨询,zj*** (河南),2016-06-28 11:19,老师，您好！我是一名河南理科考生，成绩555，高出一本线32分，位次42144，想报考贵校计算机、通信类专业，希望大吗？,有希望进档
咨询,18***49 (陕西),2016-06-28 11:12,老师您好，我高考成绩562，位次13060，报考贵校物联网工程有希望吗,有希望
山西理科,37*** (山西),2016-06-28 11:10,老师好，我今年578分，超一本线59分，请问可以报考贵校哪些专业？,有希望进档
录取咨询,wi***uccess (山东),2014-06-27 10:07,老师，我是山东理科考生，线差51分，被该校录取的几率有多大?谢谢！,您好，根据近几年的情况，您的分数报考我校存在一定风险，平行志愿的情况下，可考虑报考，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山东理科,md*** (山东),2014-06-27 10:04,山东理科高一本线33分可以报贵校吗,您好，根据近几年的情况，您的分数报考我校存在一定风险，平行志愿的情况下，可考虑报考，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
陕西考生582,77*** (陕西),2014-06-27 10:04,老师您好，高考成绩582，超一本线79分，全省位次11548，报考贵校被录取几率大吗？谢谢,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
河北文科考生 能不能转到 工商管理,li***g33 (河北),2014-06-27 10:03,老师你好河北文科考生能不能转到工商管理专业?,您好，理工类、文史类、艺术类学生可根据自己意愿申请转入相应类别的专业，不同类别之间不能互转。
山西理科,a6*** (山西),2014-06-27 09:56,今年高考575，高一本线41能报贵校吗服从调剂会被退档吗,[您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。对于进档考生安排专业，以分数优先为原则安排考生专业志愿。第一专业志愿不能满足的考生，按其第二专业志愿投档，以此类推。当某考生所有专业志愿均不能满足，服从专业调剂的考生，将调剂到录取计划未满的专业，不服从专业调剂的考生，予以退档。
可以辅修第二专业吗？辅修的专业有限制吗？,su***1314 (天津),2014-06-27 09:48,可以辅修第二专业吗？辅修的专业有限制吗？要想辅修需要达到什么条件？如成绩，第几学期等？,[您好，学生在本科学习阶段，主修本专业的同时，自愿修读不同学科门类（工学、理学、管理学、经济学、文学、法学）专业的课程，达到专业培养要求的可获得主修专业的学士学位和不同学科专业的学士学位。学生还可以在主修本专业的同时，修读另一个专业的主干课程，达到要求的可获得辅修专业的证书。
山西理科考生,qs***3 (山西),2014-06-27 09:35,老师，您好！我是一名山西理科考生，今年一本线上45分，如报考贵校有无希望？谢谢。,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
咨询,ys*** (云南),2014-06-27 09:34,老师您好，我是云南的理科考生，考分582，高出一本线57分，省排名8013，请问报考贵校有希望吗？报电气工程及其自动化有希望吗？,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山东理科,jx***89 (山东),2014-06-27 09:32,我是山东理科考生，分数是597分超一本分数线25分，报考贵校有希望吗,您好，根据近几年的情况，您的分数报考我校存在一定风险，请谨慎填报。
我是贵州理科考生，超出一本线30分，上贵校有希望？,zh***456 (贵州),2014-06-27 09:29,老师您好，我是贵州理科考生，考分514，超出一本线30分，全省16415名，如果服从调剂，上贵校有希望？,您好，根据近几年的情况，您的分数报考我校存在一定风险，平行志愿的情况下，可考虑报考，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
报考,fc*** (河北),2014-06-27 09:11,你好，我是河北考生，裸分605，有独生子女优惠十分，想报考机械技术方面的专业，能不能进入呢,您好，根据近几年的情况，您的分数报考我校存在一定风险，平行志愿的情况下，可考虑报考，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山西考生,10***2 (山西),2014-06-27 09:11,老师，我是山西理科考生，省排名11147，分数高一本线40，报考贵校有希望么？,您好，根据近几年的情况，您的分数报考我校存在一定风险，平行志愿的情况下，可考虑报考，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山西理科考生,10***2 (山西),2014-06-27 09:04,1是否有专业极差，是怎样的2贵校是否有保研名额3我高出山西一本线40分，若服从调剂，有几成把握能被贵校录取,您好，1、我校没有专业级差；2、我校有保研名额；3、您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
河北理工,yb*** (河北),2014-06-27 09:04,您好，本人高考成绩610，另有政策性加分10分，有希望报考贵校吗？,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
河北理工,92*** (河北),2014-06-26 16:44,614选机械设计及其自动化、土木工程、自动化、计算机科学与技术、车辆工程、测控技术与仪器哪几个可能行大录取,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
河北理科考生,ql*** (河北),2014-06-27 14:47,老师您好，我是河北理科考生，632分，高出一本线59分，全省排名9568，报考贵校希望大吗？,您好，您的分数可考虑报考我校，很有希望，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山东理科,na*** (山东),2014-06-27 14:36,山东考生619分，超一本48分，26000名，报考贵校有多大希望录取又能选择什么专业？,好，根据近几年的情况，您的分数报考我校存在一定风险，平行志愿的情况下，可考虑报考，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
电气工程及其自动化?,we***fa (陕西),2014-06-27 14:18,老师您好，我是陕西的理科考生，今年考了581分，位次是11865名，高出一本线78分，想报贵校的电气工程及其自动化有希望吗？谢谢您!,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
河北理科,al*** (河北),2014-06-27 13:37,老师您好，我今年河北理科590，请问可以进入贵校吗？有多大希望被录取啊？,您好，根据近几年的情况，您的分数报考我校存在一定风险，请谨慎填报。
报考咨询,12***m321 (河南),2014-06-27 13:21,您好，我是一河南理科考生，成绩599，高本省一本线52分，请问报考贵校希望有多大？,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
河南文科考生,yu***g2010 (河南),2014-06-27 12:47,老师您好，我是河南文科考生，今年考了552分，超过一本线16分，请问如果报考贵校一本录取的可能性大吗？,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
是否坚持提档不退档,10***3 (四川),2014-06-27 12:45,四川达州市开江县考生刘亚明，高考571分超过一本线31分，报考贵校，是否坚持提档不退档的原则，联系电话13981452822.望。,您好，对于进档考生安排专业，以分数优先为原则安排考生专业志愿。第一专业志愿不能满足的考生，按其第二专业志愿投档，以此类推。当某考生所有专业志愿均不能满足，服从专业调剂的考生，将调剂到录取计划未满的专业，不服从专业调剂的考生，予以退档。
山西理科576,ra*** (山西),2014-06-27 11:58,您好，请问高出本省一本线42分，录取希望有多大？专业选择范围有多大？,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山西理科,a6*** (山西),2014-06-27 11:44,575高本一41有希望吗，一旦投档服从调剂会被退档吗,[您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。对于进档考生安排专业，以分数优先为原则安排考生专业志愿。第一专业志愿不能满足的考生，按其第二专业志愿投档，以此类推。当某考生所有专业志愿均不能满足，服从专业调剂的考生，将调剂到录取计划未满的专业，不服从专业调剂的考生，予以退档。
能否录取,yb*** (河北),2014-06-27 11:35,您好，贵校提档与安排专业是否均将政策性加分计入总分？,您好，有关增加或降低分数投档条件的具体规定按各省、自治区、直辖市招生主管部门有关文件执行。我校在录取时一般考虑加分投档政策，即按考生投档成绩录取并安排专业。
山东理科,wf*** (山东),2014-06-27 11:08,老师您好！我是山东理科，总分631，超一本线59分，排报考贵校录取希望大吗？谢谢。,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
山西理科,76*** (山西),2014-06-27 10:54,贵校专业录取有无极差，在山西投档比例是多少?谢谢！,您好，我校没有专业级差，平行志愿提档比例为110%。
河南理科女,be*** (河南),2014-06-27 10:54,您好，我是河南理科考生，成绩590，全省排名21330，高一本，43分，请问：这个成绩和排名报考贵校是否有希望？能报什么专业？谢谢老师,您好，您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。专业选择方面，建议您可登录我校招生办官方网站（http://zs.hebut.edu.cn/），参考近年分专业录取成绩，慎重选择。
江苏艺术生咨询,sh***en (江苏),2014-06-27 10:31,我是江苏的艺术生，文化248，校考260，专业校考排名第8名。请问：1，江苏的校考排名是视觉传达设计和环境设计的综合排名，还是视觉传达设计的单独排名，我在校考时报的是视觉传达，请问在填报志愿时能在第一志愿填报环境设计专业吗？2，我的情况报考贵大学有把握吗？,您好，1、我校是按照两个专业综合排名，两个专业您都可填报；2、您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。
辽宁考生,35*** (辽宁),2014-06-27 10:13,老师您好，我是辽宁的理科考生，想报考贵校在辽宁的名次应该是多少才有希望被录取呢?分数是592分，如果有幸被贵校录取是否能转专业?毕业时是否有单位到贵校招聘?如果有都是哪些单位去招聘，麻烦老师给介绍一下吧,[您好，1、您的分数可考虑报考我校，但是建议您选择好保底的院校，降低风险。2、为适应社会市场经济的需要，改变以往一次高考定终身的录取方式，本着“以人为本”的原则，新生入学学习一年后成绩合格，根据个人志向可第二次选择专业。转专业的条件是：学生入学一年后，第一学年获得学分未达到退学标准者，均可申请转专业；理工类、文史类、艺术类学生可根据自己意愿申请转入相应类别的专业。3、我校坚持贯彻“以人为本“的办学宗旨，在培养学生具备宽口径、厚基础、强能力的同时，主动加强就业指导，努力提高就业服务水平。毕业生专业基础扎实，综合素质全面，面向全国范围各行各业就业，深受用人单位好评。学校每年多次组织省内外企业、研究机构等用人单位到我校进行专场招聘，为毕业生提供就业机会。近三年，我校应届本科毕业生首次就业率始终高于95％，确保了毕业生稳定、充分就业。
辅修、转专业、退档问题,na*** (天津),2016-06-22 09:08,老师好！我是天津应届考生；1、我想报考贵校的英语专业，如被录取后，想辅修其他专业，是否可以！是否接受可转专业？2、另外，我服从调剂，进档后是否不退档？以上谢谢！！,学校有辅修专业和双学位的政策，大一结束之后有转专业的机会，服从调剂的话，身体和政审符合条件的话，不退档
专业志愿填报,sd*** (山东),2016-06-14 16:52,你好，我是山东考生，贵校招收专业有的后面有“（专业）”，请问“（专业）”是什么意思？是不是该专业只招收填报该专业的考生，不会调剂到该专业？能和其他专业一块填报吗？谢谢,你指的是中外合作办学专业，只接收有专业志愿的，属于提前批招生。
招收名额,15*** (四川),2016-06-13 16:31,老师你好，请问贵校今年在四川招收多少理科生？服从专业调配进档还退档不？谢谢,在四川招理科生50人，服从专业调剂的话一般不退档
退档,gj***5 (江西),2016-06-12 11:50,院校按105%提档，学生进档后专业服从调剂，无其他原因，会退档吗？,我校投档比例为100%
关于进档后的退档问题,sz*** (广东),2016-06-12 10:32,老师您好！我想咨询一下，今年在广东省实行平行志愿，如果服从专业分配，且体检合格，投档后，是否可以保证录取不退档？谢谢！,如果服从专业分配，且体检合格，一般不退档
