标题,来源,时间,问题,回答
可否填报,32***011131018 (江苏),2018-06-26 14:54,老师：您好！我是江苏理科生，成绩382，选修理化双A，排名4851，不知是否可以报贵校哪些专业，可否推荐几个，谢谢了,http://zs.cupl.edu.cn/info/1021/1415.htm专业目录自行参考。这个分数还是有希望被我校录取
海南理科生,18***90 (海南),2018-06-26 14:46,老师您好：海南理科723分，省排名1189，高出省分数线184分，想报考贵校有希望吗？,这个分数可能擦边录取，建议第一志愿冲一下
云南文史630分，录取概率,18***80 (云南),2018-06-26 14:45,录取分数是否加少数民族照顾分？文科卷面分630分，全省排名298录取概率多少,考虑加分有希望
录取咨询,13***62 (贵州),2018-06-26 14:37,老师您好！本人少数民族文科省407名，想报考贵校少数民族预科班，被录取把握大吗？,有希望
辽宁-文科,13***05 (辽宁),2018-06-26 14:28,625分，位次255，可否报考贵校？,有希望，欢迎报考
升学,13***73 (北京),2018-06-26 14:22,近几年法学专业就业率如何？升学率如何,90%以上就业率50%左右升学率
转专业及交流学习,13***73 (北京),2018-06-26 14:21,法学专业能转专业吗？法学专业有与国外大学交流学习项目吗,法学专业不能转入。学校先后与50个国家和地区的235所知名大学、科研机构和国际组织建立了合作交流关系，每年通过各类合作交流项目派出千余名师生赴境外交流学习，聘请三百余名长短期外国专家来校讲学。
文凭,13***73 (北京),2018-06-26 14:19,法学院有法学的硕士和博士授予权吗？学英语是要同时学法学吗？其他除了法学专业的其他专业涉及法学专业内容吗,学英语可自己选择学不学法学。其他专业是否涉及法学自选。
住宿,13***73 (北京),2018-06-26 14:15,学校的住宿条件如何，有空调吗？每个学院都一样吗,条件一般，无独立卫浴，有空调
升学,13***73 (北京),2018-06-26 14:13,法学（涉外法律人才培养模式实验班）培养模式中，如果学生第四年没有达到国外合作学校的要求，是不是就3年就毕业了，第四年可以考研,能提前毕业是出国的前提
湖北理科考生632省排5300,13***69 (湖北),2018-06-26 14:07,请问老师，以我的分数我被贵校法学专业录取的希望大吗？,有希望录取，法学希望一般
广东考生报考专业,18***99 (广东),2018-06-26 13:23,请问广东理科625分排位3594高出重本线125分能被法学专业录到吗,有希望被我校录取，法学也有希望
河南理科考生,17***09 (河南),2018-06-26 13:21,今年分数651，省排名2245，请问贵校法学系有机会通过吗？,有希望被我校录取，法学也有希望
广东考生报考,18***99 (广东),2018-06-26 13:20,请问广东理科625排位3594能被法学专业录到吗,有希望被我校录取，法学也有希望
陕西文科考生600，省排名1232，高一本线82,13***35 (陕西),2018-06-26 13:04,能报考贵校吗？,有风险
新疆民考汉,12***7@qq.com (新疆),2018-06-26 12:22,您好！在民考汉计划招生里未看见贵校信息，请问贵校招收文科民考汉计划（含50分加分）考生吗？谢谢,认加分
2018年在海南的招生情况,13***85 (海南),2018-06-26 12:20,想问一下中国政法大学在海南今年的招生计划是什么？法学实验班在海南招生吗？海南文科798省排名大概在102到104之间的报法学系稳吗？,http://zs.cupl.edu.cn/info/1021/1415.htm可以冲法学
北京理科北京市排名3021,lx***ina.cn (北京),2018-06-26 11:50,入读贵校机会大不大?,有希望
江西文科考生635分，排名363，可以报考吗？,15***19 (江西),2018-06-26 10:14,请问能否考取贵校法学专业，是否稳妥？如果未能顺利考取，转到法学专业的要求是什么？目前贵校法学专业就业前景如何？谢谢！,有希望，欢迎报考！法学也有希望
四川高考考生想询问贵校法学大概录取位次,14***8@qq.com (四川),2018-06-26 10:06,老师您好，想请问一下贵校法学的大概录取位次,请直接说你的分数
自主招生,13***27 (山东),2018-06-26 09:55,老师您好，自招已通过应用型复合型法学专业，成绩A，而且我高考成绩达到自主招生最低分数线，那么报考贵校就可以被法学专业录取吗？但自招只报了法学专业，填报志愿却需要填报六个专业，而且还有是否服从调剂的选项，请问该怎么填写,无论如何，直接录取到法学。
江西考生录取概率,18***16 (江西),2018-06-26 09:36,您好，我是江西考生，参加2018年高考，文史类，分数639，省排名265，请问是否有机会被贵校录取?,有希望，欢迎报考！
河南文科考生,13***89 (河南),2018-06-25 14:58,你好，河南文科考生636分，高于一本线89分，全省919名，报考贵校希望大吗？谢谢,这个分数可能擦边录取，建议第一志愿冲一下。
录取分数线,15***06 (湖北),2018-06-25 14:10,湖北理科628分，排位6000，能有机会上法学吗,这个分数可能擦边录取，建议第一志愿冲一下。
北京文科,18***05 (北京),2018-06-25 14:08,北京文科学生644，高出一本线68，市排名904，报考贵校有希望不？,这个分数可能擦边录取，建议第一志愿冲一下。
福建省福州市高招咨询活动,13***05 (福建),2018-06-25 14:04,请问贵校在福建省福州市是否有招生咨询活动？贵校是否有参加6月26日27日在福州海峡国际会展中心举办的福建省高招咨询会福州场？谢谢！（我已浏览贵校招生网，其中未有体现福州市招生咨询活动）,不参加，请拨打我校分省咨询电话咨询
福建省福州市高招咨询活动,13***05 (福建),2018-06-25 14:00,请问贵校是否有参加6月26日27日在福州海峡会展中心举办的福建省高招咨询会福州场？如有，是26日27日两天都有参加吗？如无，那请问在福州市有其他招生咨询活动吗？谢谢！,不参加，请拨打我校分省咨询电话咨询
黑龙江文科考生593位次309-326报考我校能被录取吗。,13***55 (黑龙江),2018-06-25 13:52,您好！黑龙江考生文科593分位次309-326报考我校法学专业希望大吗。别的专业有希望吗，谢谢,有希望，法学可能擦边
高校专项,13***15 (四川),2018-06-25 13:51,四川考生，高校专项面试通过，考过了一本线，是否能直接被贵校录取？谢谢老师,是的，按照公示政策执行
侦查学体检,13***73 (山东),2018-06-25 13:00,侦查学体检是在什么时候，什么地方？,报考我校侦查学专业的考生不需要参加特别体检，高考统一体检即可。
能否录取,18***58 (安徽),2018-06-25 12:24,安徽考生，文科，625分，排名1114，能不能考上该校的法学专业,有风险
广西考生,18***45 (广西),2018-06-25 11:54,请问广西文科624分，354名，高出一本线77分被贵校录取的几率大吗？,有希望！
录取,13***10 (云南),2018-06-25 11:50,云南考生，理科644位次2168有希望录取好一点的专业吗？,这个分数可能擦边录取，建议第一志愿冲一下。
录取几率与选择专业范围,we***i888@foxmail.com (广西),2018-06-26 11:48,老师您好广西理工科考生610，排名4900左右，请问录取几率多大，选择专业范围多大谢谢,风险较大
北京理科643，北京市排名3021,lx***ina.cn (北京),2018-06-26 11:47,入读贵校机会大吗？,有希望，建议第一志愿报考
非法学专业的学生，可以参加司法考试吗？,18***33 (湖北),2018-06-26 11:36,非法学专业的学生，可以参加司法考试吗？,建议咨询相关部门
退档,29***5@qq.com (重庆),2018-06-26 11:34,老师您好。请问重庆文科600分报考贵校法学专业不服从调剂，退档风险大吗？,不服从调剂可能退档。你的名次？
国家专项计划,13***81 (河南),2018-06-26 11:28,贵校国家专项计划招生的具体要求（河南文科）,资格各省确定，录取用分数说话。http://zs.cupl.edu.cn/info/1031/1330.htm请参考
退档,29***5@qq.com (重庆),2018-06-26 11:26,老师您好。请问重庆文科600分报考贵校法学专业不服从调剂，退档风险大吗？,不服从调剂是可能退档的
北京理科考生录取,15***77 (北京),2018-06-26 11:25,北京理科分数653排名2116请问能进入贵校金融工程（成思危现代金融菁英班）学习吗？,有希望被我校录取，欢迎报考。成思危可以试一下
提档线，录取线,29***5@qq.com (重庆),2018-06-26 11:19,老师您好。请问贵校今年在重庆的提档线大致是多少？若文科排名在458~485间，报考贵校法学专业希望大吗？,这个分数可能擦边录取，建议第一志愿冲一下
贵州考生,34***@qq.com (贵州),2018-06-26 11:07,老师您好！贵州考生文史类640分，排名1305，有希望进档录取么？专业级差预计多少分？谢谢,有风险
咨询,13***67 (云南),2018-06-26 10:55,老师您好！云南文科考生，646分，省排404位，报考贵校有希望录取吗？,有希望，这个分数可能擦边录取，建议第一志愿冲一下
广西理科考生，分数624，区排3021，超出一本线110,17***89 (广西),2018-06-26 10:44,报考贵校能否冲进,这个分数可能擦边录取，建议第一志愿冲一下
辽宁省理工类今年模拟投档线大概多少分，自主招生B类学生要多少,15***10 (辽宁),2018-06-26 10:32,希望老师解答,中国政法大学2015/2016/2017年理科录取最低分分别高于一本线127/146/152分中国政法大学2015/2016/2017年文科录取最低分分别高于一本线85/77/76分请参考
四川少数民族预科,18***12 (四川),2018-06-26 10:27,1、请问预科的投档分数只是原始成绩吗?（阿坝藏族考生）2、请问高考原始成绩为520，被贵校录取的希望大吗?谢谢解答！,我们认加分。去年最低561
文凭,15***30 (海南),2018-06-26 10:21,请问在贵校读法学能拿什么文凭,法学学士学位
广西法大预科,17***30 (广西),2018-06-26 10:14,请问今年法大在广西招收的预科生还是6人吗？是否还是已经分好法学专业了？,6人，法学
录取,18***69 (青海),2018-06-27 14:58,老师你好！我是青海文科学生，排名76，线差104分，能否被贵校法律专业录取。,有希望，欢迎报考
咨询,13***33 (黑龙江),2018-06-27 14:48,黑龙江理科600分排名5911报你校有多大希望呢,风险大
北京报考提问,13***83 (北京),2018-06-27 14:48,老师您好！我是北京考区一名文科生，考了646分，排名在830，能否报考政法大学，风险大么？谢谢您！,可能擦边录取，建议第一志愿冲一下
面向浙江平行招生 德语专业,13***10 (浙江),2018-06-27 14:42,您好！请问今年面向浙江招生的4年制德语专业是双学位的吗？如果不是，能否给个介绍？谢谢！,http://zs.cupl.edu.cn/info/1023/1418.htm
广东生 法学咨询,15***99 (广东),2018-06-27 14:39,广东女文科生高考617分，省排位994，想报考贵校法学，或者服从调剂，请问贵校录取机会大吗？,有希望被我校录取，法学希望不大
湖北文科考生 638 省排803,15***97 (湖北),2018-06-27 14:30,请问老师，以我的分数！我被贵校法学专业录取的希望大吗？谢谢！,有希望被我校录取，法学有风险。
广东生录取咨询,15***99 (广东),2018-06-27 14:29,广东女文科生高考成绩617分，省排位994，有希望被贵校录取吗？,有希望
咨询,14***97 (浙江),2018-06-27 14:14,浙江考生，645分，全省排位8700，有希望录取贵校的思想政治教育专业吗,风险大
河北考生文科录取,13***37 (河北),2018-06-27 14:13,高考分数670，位次267，法学能录取吗？法学实验班能录取吗？,有希望被我校录取，实验班有风险，法学有希望
河北考生文科录取,13***37 (河北),2018-06-27 14:13,高考分数670，位次267，法学能录取吗？法学实验班能录取吗？,有希望被我校录取，实验班有风险，法学有希望
国家专项计划咨询,15***76 (贵州),2018-06-27 13:51,贵州理科考生，想咨询贵校国家专项录取分会比第一批次录取分低多少呢？是按分数由高到低录取的吗？,http://zs.cupl.edu.cn/info/1031/1330.htm分数对比从高分往低分录。
贵州理科考生咨询,15***76 (贵州),2018-06-27 13:49,请问今年在贵州理科的位次大概要多少报考贵校的法学专业才比较稳妥？,解答请见你问的其他问题。
广东考生 报考咨询,13***63 (广东),2018-06-27 13:49,老师你好，我是广东理科考生，分数621，高出一本线121分，省排名4283。问题一：能否进入贵校法学专业或法学人才培养模式改革实验班？问题二：报考贵校社会学与金融工程（成思危现代金融青英班）是否有录取希望？问题三：若被调剂到非法学专业，是否能辅修法学？进修双学位是否存在较高门槛？,有希望被我校录取。法学和实验班、金融工程有风险。社会学有希望可以辅修，门槛不高
贵州理科考生咨询,15***76 (贵州),2018-06-27 13:38,您好我是贵州理科考生，分数640排名1266，这个分数报法大的法学专业有希望吗？,这个分数可能被擦边录取，建议第一志愿冲一下。
湖南文科考生,18***56 (湖南),2018-06-27 13:34,老师您好，请问湖南文科考生642分，全省排名950左右，有望录取贵校吗？谢谢！,有风险
广西理科考生录取咨询,18***74 (广西),2018-06-28 11:08,老师您好我是广西理科考生成绩是660（含20民族加分）加分后省排490不算加分的话直接1590名意向是贵校法学专业想问的是在不服从调剂情况下贵校执行高分优先原则时会不会刨掉20分算啊以及这个情况录取法学专业稳吗多谢解答,我校对加分“一加到底”加分后法学有希望
河南生文科608分排名3752，报考贵校有希望么？,18***06 (河南),2018-06-28 10:57,风险大么？可以冲么？,风险大
报考,13***51 (广西),2018-06-28 10:53,老师，广西理科620，排名3608，报贵校录取机率大吗？,有风险
广东能否稳录,18***76 (广东),2018-06-28 10:44,广东文科生，省排1396，服从调剂，能否稳录,可能擦边录取，建议第一志愿报考冲一下
招录问题,13***43 (江苏),2018-06-28 10:37,您好！江苏理科考生，物理B+，化学A，总分371分，若填报贵校是否有希望？,预计江苏理科高于一本线40分以上有希望被我校录取
能否录取,18***31 (北京),2018-06-28 10:29,1:我是内蒙理科考生（574分，位次7120），专业志愿模式，服从调剂，能否成功投档到贵校，2:最后烦问一下老师入学后假如转专业的话对时间、成绩、规则有哪些要求？谢谢！,这个名次有风险
中国政法大学提前批侦查学专业录取是按照公安类体检标准录取吗,41***@qq.com (河北),2018-06-28 10:25,中国政法大学侦查学专业招生录取政策：只要参加高考前统一体检，录取时将严格按照公安类的体检标准去录取（这是2014年招办主任于瑞辰采访时说过的话）。有个别家长说咨询过贵校招办人员，说贵校降低了视力要求，是真的吗，如果是真的，将是对达到公安类体检标准的考生不公平的。望,我们今年简章规定的是参照公安类的标准进行。
中国政法大学提前批侦查学专业录取是严格按照公安类体检标准录取,41***@qq.com (河北),2018-06-28 10:23,中国政法大学侦查学专业招生录取政策：只要参加高考前统一体检，录取时将严格按照公安类的体检标准去录取（这是2014年招办主任于瑞辰采访时说过的话）。有个别家长说咨询过贵校招办人员，说贵校降低了视力要求，是真的吗，如果是真的，将是对达到公安类体检标准的考生不公平的。望,我们今年简章规定的是参照公安类的标准进行。
中国政法大学提前批侦查学专业录取是严格按照公安类体检标准录取,41***@qq.com (河北),2018-06-28 10:21,2018年中国政法大学提前批侦查学专业招生录取政策：只要参加高考前统一体检，录取时将严格按照公安类的体检标准去录取（这是2014年招办主任于瑞辰采访时说过的话）。有个别家长说咨询过贵校招办人员，说贵校降低了视力要求，是真的吗，如果是真的，将是对达到公安类体检标准的考生不公平的。望,我们今年简章规定的是参照公安类的标准进行。
录取,15***59 (山东),2018-06-28 10:14,老师好，山东文科，高考成绩648，省排名243，想报法学改革实验班，可以吗,有希望被我校录取，实验班可冲
录取,13***36 (福建),2018-06-28 10:13,1.福建省文科考生省排1000左右，若服从专业调剂被贵校录取的可能性怎样？2.18年福建省是否招收英语专业的考生？,有风险
录取,15***59 (山东),2018-06-28 10:11,老师好，山东文科，高考成绩648，省排名243，想报法学改革实验班，可以吗,有希望被我校录取，实验班可冲
中国政法大学侦查学专业录取是严格按照公安类体检标准录取吗,41***@qq.com (河北),2018-06-28 10:09,中国政法大学侦查学专业招生录取政策：只要参加高考前统一体检，录取时将严格按照公安类的体检标准去录取（这是2014年招办主任于瑞辰采访时说过的话）。有个别家长说咨询过贵校招办人员，说贵校降低了视力要求，是真的吗，如果是真的，将是对达到公安类体检标准的考生不公平的。望,我们今年简章规定的是参照公安类的标准进行。
录取,15***59 (山东),2018-06-28 10:05,老师好，我是山东文科考生，高考成绩648，报贵校法学改革实验班，能录取吗,有希望被我校录取，实验班可冲
山东咨询,19***0@qq.com (山东),2018-06-28 09:59,您好，请问贵校是否开设专科？若开设，往年分数线为多少？,无
高校专项计划,18***07 (辽宁),2017-06-23 10:23,老师您好！请问您一下:1.通过了本校的高校专项计划并且在面试之后获得了本校的入选资格的考生应该如何填报志愿？2.这样的考生只要达到学校要求的标准就一定都被能被录取吗？3.还需不需要考生在填报其他一本，二本志愿了？4.高校专项计划的考生算不算今年预计招生计划的名额？谢谢老师！,填报志愿按照省里规定执行达到我们公示的优惠分数就会录取是否填报其他自行决定高校专项计划不占普招一批名额
请教老师--录取政策细节,66*** (四川),2013-06-13 11:50,老师辛苦了！四川理科生请老师指点：1贵校在实行平行志愿的四川，对于“政审、体检合格，服从专业调剂（未勾选定向调剂）”的进档生，是否有“进档不退”承诺？2贵校通过《阳光高考》平台“高校往年录取分数查询”栏目中公布的--各专业的平均分数是裸分（不含各种加分的各科总成绩）还是各种加分后的投档分？3贵校专业分配时按裸分还是按投档分？4较高分数考生所报专业志愿均未被录取时，是优先调剂安排较高分数考生的专业，还是先安排其他较低分数考生，最后统一调剂？5根据老师您的经验，要想成功被理想专业录取，在“本专业3年平均分”基础上预留多少分较为妥当？,[1、实行平行志愿省份考生服从专业调剂，体检合格，提档不退档。2、是包含加分之后的总分，这类考生人数少，可以忽略不计。3、我校加分执行一加到底的政策4、我校录取实行高分先得、不设专业级差，高分者志愿优先安排。5、能稍高于近几年该专业的录取平均分，则被录取的可能性较大。我校录取实行高分先得、不设专业级差，高分者志愿优先安排，考生将最理想的专业往前报即可
专业与就业,ga*** (甘肃),2013-06-13 10:55,老师好！法学专业就业亮红牌，究竟如何看待这个问题。请问你校法学专业就业方向。,[众所周知，几乎是所大学就有一个法学院，是个法学院就培养法学人才，因此造成了法学人才培养的泛滥，从而导致了法学专业就业率的总体低下。作为中国法学教育的最高学府，我校近三年的本科生初次就业率保持在93%。我校学生的主要就业去向是公检法司和党政机关，也有不少学生选择国有大中企业和跨国公司。
录取,ra***meng (山西),2008-06-10 16:33,老师，你好！我是山西理科考生，估分为597分，报贵校有把握吗？报什么专业合适？贵校有无研究生院？,你好我校在山西理科最低分是618，平均分是631；06年理科最低分是574，平均分是604；05年理科最低分是574，平均分是595；你可以参考一下。我校没有专业级差，你可以按照你的兴趣报专业。我校有研究生院。
广东考生咨询,49***@qq.com (广东),2018-06-28 14:41,老师你好，我是广东考生，女生理科分数635分，省内排位2392，请问有机会被贵校的法学（法学人才培养模式改革实验班）培养模式、法学（涉外法律人才培养模式实验班）培养模式、法学等三个专业录取吗？,有希望被我校提档。法学类专业可冲。
录取,13***22 (北京),2018-06-28 14:33,北京文科生644分，排名904，报考政法大学能录吗？谢谢,可能擦边录取，建议第一志愿冲一下
山西考生咨询,15***37 (山西),2018-06-28 14:09,山西文科612分，位次402，超一本线66分，能否报考你们学校的法学专业，希望大不大,有希望被我校录取，法学希望不大
河南理科635分 位次4926,13***88 (河南),2018-06-28 13:58,被贵校录取希望大吗进入法学专业希望大吗？,可能擦边录取，建议第一志愿冲一下
有无入档不退政策？,13***14 (福建),2018-06-28 13:56,贵校有无入档不退政策,体检合格、服从调剂则不退档
报考咨询,18***95 (北京),2018-06-28 13:42,请问老师报考本校是否有特殊身体要求（如视力）？北京文科考生661分排名382进法学人才改革实验班可能性大么？,按照国家通行体检标准执行实验班可冲
录取与专业,15***45 (青海),2018-06-28 13:09,老师您好，我是青海理科考生，563，线差160分，报贵校能够被录取？贵校在青海理科只招法学专业，如果我们服从分配，是否有机会调剂到别的专业？谢谢。,有希望录取不会调剂到别的专业
4+2计划具体问题,13***14 (福建),2018-06-28 13:03,1福建考生省排543想读贵校法学是否可行24+2计划的法律专业要分流吗？学习内容是什么？跟本科生一样吗？,有希望被我校录取，法学也有希望
自主招生,19***09 (湖南),2018-06-28 12:37,老师，您好！今年我参加了贵校的自主招生考试，进入了应用型的前二十名，获得了A档加分优惠。我想问：1.今年高考分数我的比本省的一本线多50分，是否一定会录取？2.是否入校后一定会进入法学实验班，不会再根据成绩优劣分专业了吧？谢谢,专业已经确定
录取,29***4@qq.com (广东),2018-06-28 12:17,老师，你好。专业录取有级差吗？,无级差
广东考生 报考咨询,13***79 (广东),2018-06-28 12:08,老师您好，我是广东理科考生，分数623，省排名3929，请问能否进入贵校法学专业？若被调剂到其他非法学专业，我修法学的双学位，毕业时能否拿到法学学士证书？将来可报考司法考试吗？非常感谢！,有希望被我校录取，法学可冲双专业双学位有希望获得法学学位
新疆文科考生咨询,15***78 (新疆),2018-06-28 11:34,我是新疆文史考生，高考分数596，省排名310，有机会能被贵校法学专业录取吗？,有希望被我校录取，法学可冲
新疆文科考生咨询,15***78 (新疆),2018-06-28 11:30,我是新疆文史考生，高考596分，省排名310，倾向于法学，请问有机会被贵校录取吗？,有希望被我校录取，法学可冲
报考咨询,41***@qq.com (内蒙古),2018-06-28 11:18,内蒙古文史考生582分位次837超出一本线80分可以报贵校分数较低的专业吗,这个分数有风险
江苏考生,13***50 (江苏),2018-06-28 11:08,老师好，我是文科383，双A，排名771，有希望录取吗？请问有多大希望报考法学系呢？,有希望，法学建议冲一下
报考条件,go***28 (河南),2017-06-25 14:39,请问老师，脸上左下巴有个小疤痕，除法学专业不能报考外，其它专业能报考吗,参照国家体检标准进行
报考条件,go***28 (河南),2017-06-25 14:38,请问老师，脸上左下巴有个小疤痕，除法学专业不能报考外，其它专业能报考吗,已回答
报考条件,go***28 (河南),2017-06-25 14:31,请问老师，脸上左下巴有个小疤痕，除法学专业不能报考外，其它专业能报考吗,已回答
录取,qw***5 (甘肃),2017-06-25 14:10,你好老师，我是甘肃文科考生考了563分，省排名728，请问通过国家专项计划有录取的希望吗？,可以冲一下试试
咨询,36***8 (贵州),2017-06-25 14:08,您好，我是2017贵州一名理科考生，分数556，排名5696，如果服从调剂，进入贵校有希望吗？,有风险
北京理科考生,87*** (北京),2017-06-25 13:40,理科638，分数段累计人数2267，报考政法的法学（涉外人才陪养）、经济学（成思危）希望如何？？谢谢,录取有希望，这两个专业有风险
问题,36***8 (贵州),2017-06-25 13:26,你校是否有服从调剂提档不退档的口头承诺？,服从调剂、体检合格就不退档。我们在章程里已经明文规定，不用口头承诺。
录取,tx*** (北京),2017-06-25 13:15,北京文科633报考贵校有把握吗？,文科高于一本线78分，有一定希望
专业级差,st***66666 (四川),2017-06-25 13:11,请问四川招生的专业接触,没有级差
咨询,yb*** (北京),2017-06-25 12:30,老师您好，北京理科考生，622分，超一本85分，排名3925，有希望报考贵校吗？如果投档，服从调剂，是否不退档。谢谢！,有风险。服从调剂、体检合格则不退档
四川理科,13***36 (四川),2017-06-25 12:29,我361分，高一本线120分，报考贵校法学（实验班）录取的机率大吗？,实验班有风险入校的话，建议一志愿填报冲一下
关于志愿填报,js*** (浙江),2017-06-25 12:22,浙江考生，总分631，位次10767，任何专业都行，有希望录取吗,从位次看希望不大
2017浙江考生名次号多少能进贵校？,lz***11 (浙江),2017-06-25 12:16,2017浙江考生名次号5030能否进贵校，能报贵校何专业？,http://web.cupl.edu.cn/html/zs/zs_2609/20170622154111522480856/20170622154111522480856.html请联系浙江组详细咨询
河南文科608,13***26 (河南),2017-06-25 12:13,老师辛苦了！河南文科608，高一本线92，位次910，通过国家专项计划报考法学有希望吗？,可以冲一下试试
专项计划,18***07 (辽宁),2017-06-25 11:56,老师好：为什么在高校专项计划志愿填报中系统显示：您填报的教育部试点学院志愿的院校代码与普通类一批本科A志愿院校代码不一致，不能保存！这个应该怎么弄啊谢谢老师,请咨询省招办。志愿填报具体流程由省招办规定，按照各省规定执行。
河南文科生,18***68 (河南),2017-06-28 11:52,你好，我是河南的一名文科生。今年高考成绩581分，请问是否可以通过国家专项计划进贵校？,建议冲一下试试
关于录取问题2,ss***15 (辽宁),2017-06-28 11:20,请问贵校法学的实验班大概多少分多少位次可被录取？辽宁考生,辽宁【文科】近三年录取最低分高于一本线分别为68、85、77
河南文科,ql*** (河南),2017-06-28 11:20,老师，您好，今年河南616分文科，超过一本线100分，排名562，报考贵校法学是否有希望？,建议一志愿报考
往年录取线,ya***5 (江西),2017-06-28 10:45,请问贵校在江西文科往年录取分数大致高出江西一本线多少，成绩的平均排位大致多少？法学专业录取江西文科生的大致排位呢？今年的波动会很大吗？万分谢谢~~！！！,http://web.cupl.edu.cn/html/zs/zs_2619/zs_2619.html
自主招生,13***63 (山东),2017-06-28 10:13,老师您好，请问贵校的自招B档的第一名与最后一名录取优惠与专业选取是否完全一致？山东省往年贵校的模拟投档线从哪儿参考？如果加分后未到达投档线，是否有可能被录取？,按公示的专业、优惠分值录取。
