标题,来源,时间,问题,回答
山东理科,hz*** (山东),2017-06-27 12:02,老师好！630分，全省排名5857，报考贵校被录取的可能性有多大？谢谢！,你好！山东624分以上，7600位次内鼓励报考我校。
录取,40***@qq.com (湖北),2018-06-28 12:34,麻烦问一下，贵校在湖北省2015，2016，2017年少数民族预科班最低录取分数线是多少？,因为该类型分数波动较大，少数民族预科往年录取分数我们不做统计。
高校专项,15***95 (河南),2018-06-28 11:33,河南考生596分，位次18167，有贵校高校专项（筑梦计划）资格，请问按往年高校专项录取的情况，今年有希望考上西工大没？,可以报考试一下。
报考咨询,13***75 (山东),2018-06-28 11:30,老师您好，山东理科考生，626分，全省位次8717，有多大希望能被西北工业大学录取？谢谢老师,山东理科8000名位次前鼓励报考我校。
山东提前批咨询,13***85 (山东),2018-06-28 11:19,老师，高考593分，在山东位次为23880，报贵校提前批是否有把握,没有把握
高校专项（筑梦计划）在河南往年录取的最低分,15***95 (河南),2018-06-28 10:33,我是河南考试，获得贵校筑梦计划资格，但今年高考位次与贵校有差距，希望能参考一下往年筑梦计划录取的最低分。,往年筑梦计划分数我们不做统计。
录取,13***78 (湖南),2018-06-28 10:29,您好，今年湖南理科532报考贵校少数民族预科班可能性大吗？,预科生本身不确定因素很大，建议谨慎报考。
海南理科考生报考咨询,11***6@qq.com (海南),2018-06-28 10:07,老师您好：海南理科704分，省排名1790，请问报考贵校有希望吗,海南理科1500位次前鼓励报考我校
提前批,15***00 (河南),2018-06-28 09:38,你好，河南考生，我想咨询一下提前批的位次是比本校的的较高，还是较低？大概是多少,提前批次位次比较高，今年提前批在河南2500位次前鼓励报考。
西工大在海南理科往年招录名次,13***80 (海南),2018-06-28 09:31,老师您好！请问西工大在海南理科往年招录的最低名次。,今年我校在海南理科1500位次前鼓励报考。
高校专项,13***37 (山东),2018-06-27 16:44,高校专项志愿录取时是否遵循志愿优先的原则？谢谢!,分数优先，志愿检索。
河北报考,13***88 (河北),2018-06-27 16:41,河北理科高考分652，排名5036-5024，录取概率大吗？如果录取，转专业有什么政策？,河北理科5000名前鼓励报考我校。
福建文科,15***54 (福建),2018-06-27 16:39,总分594省排名2357能冲贵校吗,建议报考我校。
录取，,18***32 (云南),2018-06-27 16:33,我是云南理科考生，排名8500，有国家专项，老师觉得我有几率冲进该校嘛？官网上没有国家专项近年来的录取情况，希望老师给我一个比较明确的回答！谢谢,我校在云南5000位次前鼓励报考，建议报考我校国家专项计划。
提前批,13***82 (河南),2018-06-27 15:51,我是河南理科考生634分。省排名5125.想报考提前批，计算机科学与技术专业。可以录取吗,不建议报考提前批。
报考,18***57 (河南),2018-06-27 15:46,我是河南的普通考生，名次在8000左右，如果报西工大的提前批的材料学，录取可能性大吗,不建议报考我校。
录取可能性,13***65 (吉林),2018-06-26 10:41,吉林理科617分，提档可能性有多少？,吉林理工3500名位次前鼓励报考。
国家专项计划,13***57 (河南),2018-06-26 10:27,老师您好，我是2018河南理工科考生，今年高考分数622分，省排名8100~8400，请问：我通过国家专项计划被贵校录取的可能性多大？,建议报考。
陕西考生618分，位次5396，请问能否报考贵校？,15***75 (陕西),2018-06-26 10:27,陕西考生618分，位次5396，请问能否报考贵校？,陕西5500位次前建议报考我校。
关于专业梯度,13***58 (北京),2018-06-26 10:25,老师好！北京理科生。请问在京所招收的专业梯度如何如何设置比较合理？谢谢！,请根据自己的兴趣爱好选择专业。
湖北考生626分，录取的可能性大吗？,13***87 (湖北),2018-06-26 10:20,你好老师，湖北考生626分，省排6288名，西工大录取的可能性大吗？,我校在湖北7500名位次前建议报考。
国家专项计划,13***55 (云南),2018-06-26 10:18,老师好，我是云南考生，今年高考分为617分，全省位次5694，我想通过国家专项计划报贵校，有都多大希望录取？,建议报考。
国家专项,11***2@qq.com (河南),2018-06-26 10:18,老师您好，请问国家专项计划在填报志愿时还需要审核吗？谢谢,审核权在省招生考试机构。
高校专项计划,13***60 (河南),2018-06-26 10:03,高校专项 13***60(河南)2018-06-2609:44你好，我是河南理科考生，今年分数628，报考贵校的高校专项计划，是否有可能被录取?[你说的是国家专项计划吧？不是国家专项，是针对农村的高校专项,若为我校高校专项计划初审合格考生，建议报考。
高校专项,13***60 (河南),2018-06-26 09:47,你好，我是河南理科考生，今年分数628，报考贵校的高校专项计划，是否有可能被录取?,请关注西北工业大学本科招生信息网有关高校专项计划的简章：http://zsb.nwpu.edu.cn/index.php?s=/home/article/detail/id/837.html
国家专项,11***2@qq.com (河南),2018-06-26 09:46,河南考生，637，有可能通过国家专项录取吗？谢谢,建议报考我校。
高校专项,13***60 (河南),2018-06-26 09:44,你好，我是河南理科考生，今年分数628，报考贵校的高校专项计划，是否有可能被录取?,你说的是国家专项计划吧？
海南理科考生报考咨询,18***90 (海南),2018-06-26 09:38,老师您好：海南理科723分，省排名1189，高出省分数线184分，想报考贵校有希望吗？,建议报考我校。
关于报考贵校,18***28 (西藏),2018-06-26 09:27,请问近几年在西藏汉族理科考生中大约多少名有把握可报考贵校？我是西藏汉族考生，今年总分614，排151名可以考虑报西工大吗？能上好专业吗？,建议报考我校。
宿舍问题,17***47 (河北),2018-06-26 09:20,西北工业大学两个校区宿舍环境怎么样，哪些专业可以进新校区呢？,大一新生入住我校长安校区，长安校区占地3900亩，南依秦岭，东临高冠河，环境优美，学习条件优越，生活条件舒适，本科生宿舍4人一间，暖气空调等各项设施齐全。
报考咨询,13***15 (安徽),2018-06-26 09:13,老师好，我是安徽考生，理科622/6890，打算报考贵校，请给点建议。,我校在安徽7000名位次以前鼓励报考。
咨询,18***18 (河南),2018-06-25 16:04,河南考生，605，通过了贵校的高校专项，能被贵校录取吗？,高校专项计划主要是在通过的考生中按计划数进行排名。
咨询,zh***sina.cn (辽宁),2018-06-25 15:16,老师您好！辽宁考生，理645分，位次2768，有希望被你校提档吗？女孩，推荐专业有那些？谢谢,建议报考我校。
咨询,13***02 (甘肃),2018-06-25 15:10,我是甘肃理科考生，超一本线36分冲击一下贵校，有没有希望,没有
新疆考生605位次2050,17***32 (新疆),2018-06-25 14:44,你好，请问新疆考生605位次2050，建议去西北工业大学吗,新疆理工类考生1500名前建议报考我校。
高校专项计划,18***82 (河南),2018-06-25 14:20,你好，我是河南理科考生，今年分数634，也通过了贵校的高校专项计划，是E级，想问一下，贵校的飞行器，航天等王牌专业能否考上,建议报考我校。
河南文科,10***2@qq.com (河南),2018-06-25 14:05,河南文科610位次3400能进贵校学习会计吗,河南文史类5000名前鼓励报考。
西北工业大学伦敦玛丽女王大学工程学院问题,13***60 (辽宁),2018-06-25 13:06,老师好！请问西北工业大学伦敦玛丽女王大学工程学院材料科学与工程专业的毕业证书、学士学位证书与西北工业大学材料学院材料科学与工程专业的一样吗？有没有“中外合作”或者“在我校伦敦玛丽女王大学工程学院学习”等字样？谢谢！,我校中外合作办学与我校其他专业的毕业证和学位证没有任何区别，也没有特殊标注。
国家专项计划录取,15***56 (河北),2018-06-25 12:45,老师您好，我是2018河北理工科考生，今年高考分数643分，省排名7107~7371，请问：我通过国家专项计划被贵校录取的可能性多大？,建议报考我校。
陕西考生,13***18 (陕西),2018-06-25 11:42,提前批次本硕连读有降分优惠吗,没有降分优惠。
国家专项,13***88 (陕西),2018-06-25 11:38,您好，我是陕西的考生，成绩597，想通过国家专项报考贵校，想咨询录取情况。,高于贵省该批次控制线都建议报考。
录取可能性,15***83 (安徽),2018-06-25 11:33,安徽考生，高考成绩628，省5718名，请问有希望被贵校录取吗？,建议报考我校，填在A志愿。
关于服从调剂问题,38***@qq.com (天津),2018-06-25 11:10,我是天津理工考生，位次2580名，想报考贵校的专业，但是看到贵校有的专业是全英文授课，请问不会调剂到英语授课的专业吧，还有调剂的时候是否是在天津招生的这些专业内调剂呢？谢谢,有可能调剂到全英文授课专业，是在本省投放的专业中进行调剂。
咨询,13***33 (内蒙古),2018-06-25 11:07,我是内蒙考生，理科成绩623，超一本线145分，能否录取，工科什么专业有把握？,建议报考我校。
河南考生 提前批录取,18***96 (河南),2018-06-25 11:03,我是河南理科考生622分，8141名，报考贵校提前批有希望录取吗,没有。
退档,13***52 (湖北),2018-06-25 11:00,请问老师，如果服从调剂，是不是提档不退档,提档考生，体检合格，服从调剂，均不退档。
咨询,so***1@163.com (重庆),2018-06-27 12:33,老师：贵校招生分应往届吗？对同一学校同一专业的考生，往届是否要多加分才能被录取呢？2019年会限制往届生报考和录取吗？谢谢！,我校录取往届生与应届生一视同仁。
关于报考与专业的问题,13***48 (湖北),2018-06-27 12:04,我是湖北理科考生，高考分数625分，排名在6501——6701名之间，因这个分数共有200人，请问报考贵校把握大吗？假如被录取了，专业会被调剂的很差吗？,建议报考我校。
录取,15***95 (山东),2018-06-27 11:10,考生所报专业之间设立专业极差吗，还有如果被软件工程录取是否有转专业机会,提档考生，体检合格，服从调剂，均不退档。进档考生实行分数优先原则，从高分到低分排序后严格按专业志愿顺序安排专业，专业之间不设级差。软件工程专业可以申请转专业。
关于录取,13***50 (河南),2018-06-27 11:02,河南考生，理科，624分，报考贵校有录取的可能吗？,我校在河南理科5500名位次前鼓励报考。
录取几率与选择专业范围,we***i888@foxmail.com (广西),2018-06-27 10:57,老师您好广西理工科考生610，排名4900左右，请问录取几率多大，选择专业范围多大谢谢,广西理科5000名位次前鼓励报考我校。
关于扩招,15***27 (湖南),2018-06-27 10:57,我了解到贵校2017在湖南招生96人，2018年计划招生125人（理工119人），那么贵校的录取位次是否会有所下降？我是湖南考生，理科607/9815，能否有机会冲刺一下贵校？,湖南理科7400位次前鼓励报考我校。
录取建议,18***66 (青海),2018-06-27 10:52,请预估一下贵校今年在青海调档分和录取位次，谢谢！,青海理科5000位次前鼓励报考我校。
江西文科咨询,18***70 (江西),2018-06-27 10:33,老师好，江西文科607分，排名2450，报考贵校有希望吗？谢谢！,建议报考我校。
有希望录取吗,15***82 (江苏),2018-06-27 10:31,江苏考生理工366，物理A化学B有希望录取吗,江苏理科8500位次前鼓励报考我校。
转专业,13***82 (青海),2018-06-27 10:30,我想问下老师，就是通过农村专项计划服从调剂时，被分到不喜欢的专业，录取后可以转专业吗，有什么要求？,[可以转专业。我校全日制普通本科生在校期间有一次转专业的机会，学生可以选择在大一或大二时提出申请，经本人申请且接收学院同意，并符合学校相关政策，即可实现A专业进，B专业出。文艺特长生、高水平运动员、定向生、中外合作办学专业学生，以及有转学经历、曾受警告及以上纪律处分的学生，不允许转专业。
录取,18***32 (云南),2018-06-27 10:18,我是云南理科考生，请问排名8500，有国家专项，被录取的几率大吗？,云南一批次理工5000位次前鼓励报考我校。
国家专项调剂,15***56 (河北),2018-06-27 10:17,老师您好，请问：我通过国家专项计划报考贵校，在调剂时，是在全校所有专业中调剂？还是在国家专项给定专业中调剂呢？,在贵省投放的专业中调剂
江苏考生录取可能性,13***67 (江苏),2018-06-27 10:09,理科分数372，选科物理A，化学A+，想报贵校，请问是否有希望?,江苏理科8500名位次前鼓励报考我校。
提档可能性,13***81 (四川),2018-06-27 09:40,请问：四川理科考生一般要排多少位才有可能被提档？,四川理科6600位次前鼓励报考我校。
报考咨询,60***@qq.com (安徽),2018-06-27 09:06,安徽理科考生，分数628，排名5715，填报贵校计算机专业能录取吗？,安徽理科7000位次前鼓励报考我校。
报考,15***27 (河北),2018-06-25 10:49,我是河北应届考生分数661位次3514，报考咱们院校的一级学科有问题吗？身体合格的前提下什么情况不能提档？,建议报考我校。提档考生，体检合格，服从调剂，均不退档。
老师，陕西理工574分，是否有希望报考飞行器动力工程,18***16 (陕西),2018-06-25 10:07,我是陕西理工考生，总分574，能否报考贵校的飞行器动力工程？,不建议报考我校。
高校专项专业,18***89 (河南),2018-06-25 10:05,老师，河南省高校专项专业是啥,请关注西北工业大学本科招生信息网相关公告：http://zsb.nwpu.edu.cn/index.php?s=/home/article/detail/id/894.html
填报,13***61 (安徽),2018-06-25 09:37,安徽理科考生，627分能上吗？排名5930,建议报考我校，安徽省7000名前鼓励报考西北工业大学。
新疆理科,15***68 (新疆),2018-06-25 09:23,老师您好！我是新疆理科考生，成绩610，位次1780，请问报考贵校希望大吗？感谢！,新疆理工类1500名前鼓励报考我校。
国家专项计划,15***56 (河北),2018-06-25 09:11,老师您好，我是一名河北考生，请问：如果我通过国家专项计划进入贵校，在转系上有无限制？,[无限制。我校全日制普通本科生在校期间有一次转专业的机会，学生可以选择在大一或大二时提出申请，经本人申请且接收学院同意，并符合学校相关政策，即可实现A专业进，B专业出。文艺特长生、高水平运动员、定向生、中外合作办学专业学生，以及有转学经历、曾受警告及以上纪律处分的学生，不允许转专业。
陕西考生,17***75 (陕西),2018-06-25 09:10,今年超一本线3分，报考贵校有希望么？,没有。我校在陕西位次5500名前鼓励报考。
报考咨询,15***51 (陕西),2018-06-24 15:49,老师您好，我是陕西理科应届考生，高考611分，省排名6344，报考贵校有希望吗？我一直想学习飞行制造专业报考机会大吗？,希望不大。我校在陕西位次5500前鼓励报考。
填报咨询,18***52 (贵州),2018-06-24 14:37,您好老师，贵州理科621分，省排名2715报贵校有希望被录取吗？服从专业调剂，强势专业有哪些？,建议报考我校，我校在贵州位次4500名前鼓励报考。
上海考生高考咨询,18***57 (上海),2018-06-24 12:59,请问：553分只想读西工大计算机类专业，而不是其他，可以满足吗？,建议报考我校。我校在上海7000名位次前鼓励报考。
陕西理科,13***13 (陕西),2018-06-24 12:39,通过本校专项计划，高出一本线55分位次26656名有机会上计算机专业不,凡通过我校高校专项计划的考生均建议报考我校。
陕西考生，,13***13 (陕西),2018-06-24 12:38,通过高校专项计划，高一本线55分有机会上计算机专业没,凡通过我校高校专项计划的考生均建议报考我校。
咨询,18***70 (安徽),2018-06-24 12:22,老师好，安徽理科生高考成绩629，超线124。想报考贵校，能报吗？,建议报考我校。
湖北考生,18***98 (湖北),2018-06-24 11:52,您好，老师。我湖北理科分数617，位次8400，报考贵校有希望吗,我校在湖北省7500名位次前鼓励报考。
高校专项计划,15***72 (陕西),2018-06-24 10:34,我想问一下西工大在陕西能招多少人,800人左右。
咨询,13***68 (山西),2018-06-26 16:28,山西考生理科584分，位次7809，报考贵校有把握吗,山西理科3500位次前鼓励报考我校。
广西考生,15***56 (广西),2018-06-26 16:03,老师您好，我是今年广西考生，我今年的成绩是595，广西排名7612。想去贵校就读有没有希望呢？,广西理科5000位次前鼓励报考我校。
我是山东的，理科628分，排名8090，能否被贵校录取？,13***58 (山东),2018-06-26 15:32,我是山东的，理科628分，排名8090，能否被贵校录取？谢谢告知，我非常喜欢西北工业大学。,山东理科8000位次前鼓励报考我校，建议报A志愿冲一下。
河南文科，619分，2343位次，报考贵校有希望吗？,41***@qq.com (河南),2018-06-26 15:24,河南文科，619分，2343位次，报考贵校有希望吗？,建议报考我校。
四川考生咨询,13***85 (四川),2018-06-26 15:16,老师：你好！我是四川少数民族考生，贵校2015-2017年每年在四川招3名预科学生，请问2015-2017年的分数情况？一年预科考核合格后，专业确定原则？,预科生往年分数波动较大，往年分数没有参考价值，我们没有统计。预科考核合格后，专业确定原则根据当年学校政策执行。
河南考生录取,15***06 (河南),2018-06-26 15:13,我是河南理科考生，635分，位次4926，可以录取到贵校的航空航天等王牌专业吗？,河南理科5500位次前鼓励报考我校。
报考咨询,13***90 (湖南),2018-06-26 14:47,老师你们学校本一预科今年将多少分？,预科分数波动较大，我校不做预测。
关于院校代码,13***48 (黑龙江),2018-06-26 14:45,本人是一名黑龙江省考生我在《高考填报志愿大数据》一书上看见贵校有两个院校代码1076和1096请问有什么区别,1096是我校中外合作办学院校代码。
报考咨询（河南）,13***27 (河南),2018-06-26 14:24,老师您好！我是女生，请问河南文科考生622分，省内分数排名2011名，报考贵校有希望录取吗？谢谢！,河南文科5000位次前鼓励报考我校。
报考,15***00 (黑龙江),2018-06-26 13:10,黑龙江考生18年考分617，排名3750，能不能去西北工业大学,黑龙江理科3500位次前鼓励报考我校。
专业选择,13***45 (重庆),2018-06-26 12:36,重庆考生，排名约5000位，根据学校转专业的实施办法，贵校全日制普通本科生可在第一学年结束、第二学年开始前申请转专业，转专业由学生提出申请，由转出学院、接收学院及教务处进行审核、考查。理工类专业学生可申请在全校范围内转专业，管、文、经、法类专业学生可申请在同类学科内转专业。在校期间只允许转专业一次，由于考生不愿意读工商管理专业，担心调剂到工商管理专业。请问若调剂到工商管理专业，考生能否转理工类专业？是否有转入、转出门槛？谢谢！。,[我校全日制普通本科生在校期间有一次转专业的机会，学生可以选择在大一或大二时提出申请，经本人申请且接收学院同意，并符合学校相关政策，即可实现A专业进，B专业出。文艺特长生、高水平运动员、定向生、中外合作办学专业学生，以及有转学经历、曾受警告及以上纪律处分的学生，不允许转专业。工商管理专业可以转入理工类专业。
咨询,18***44 (河北),2018-06-26 12:29,老师您好，我是河北理科生，高考成绩为588，请问报考贵校录取几率大吗？,河北理科5000位次前鼓励报考我校。
报考,15***93 (河南),2018-06-26 12:04,老师河南理科考生627省排名6759能否被贵校录取,河南6000名位次前鼓励报考我校。
河南美术类理工科考生,18***23 (河南),2018-06-26 11:35,尊敬的老师：你好，河南美术类理工科考生美术省统考成绩224，文化成绩413，报考贵校有希望吗？能上什么专业？,请关注我校艺术类招生简章http://zsb.nwpu.edu.cn/index.php?s=/home/article/detail/id/826.html
咨询,18***05 (甘肃),2018-06-26 11:14,老师您好：在甘肃理科提前批的录取中，有三个专业为本硕连读，能给详细介绍一下吗？,请关注我校教育实验学院http://honors.nwpu.edu.cn/
甘肃考生588分，4092名,15***34 (甘肃),2018-06-24 09:59,老师：请问这个成绩报贫困地区国家专项能上贵校吗？还有就是贵校入学后能否转专业？转专业有没有什么要求或者限制？谢谢,[建议填报我校。贫困专项不限制转专业。我校全日制普通本科生在校期间有一次转专业的机会，学生可以选择在大一或大二时提出申请，经本人申请且接收学院同意，并符合学校相关政策，即可实现A专业进，B专业出。文艺特长生、高水平运动员、定向生、中外合作办学专业学生，以及有转学经历、曾受警告及以上纪律处分的学生，不允许转专业。
关于山东提前批的录取分数,18***10 (山东),2018-06-24 09:40,老师您好：查阅2017年贵校在山东提前批招收电气信息工程本硕连读，请问：1、录取分数要比正常批次相同专业高多少？在连读硕士时，有哪些具体政策要求？谢谢！,请关注我校教育实验学院http://honors.nwpu.edu.cn/
色盲或色弱录取问题咨询,15***59 (浙江),2018-06-23 15:33,老师好：我是浙江的考生，想咨询下关于体检结果为色盲或色弱的情况，贵校哪些专业不能被录取？,镜片度数不超过800度无限制，色弱和色盲限制专业是产品设计、工业设计、建筑学、微电子科学与工程等。
江西理科考生,13***77 (江西),2018-06-23 12:28,您好，我是18届江西理科类考生，分数616，全省排位5417，第一志愿填贵校，有希望录取吗？,我校在江西省5000名位次前鼓励报考。
录取,15***80 (安徽),2018-06-23 11:45,老师，您好！我想问一下2018高校专项计划基本上多少分可以录取,请登录我校本科招生信息网查询相关招生简章规则：http://zsb.nwpu.edu.cn/index.php?s=/home/article/detail/id/837.html
中外合作问题,13***41 (河北),2018-06-22 11:22,贵校的高分子材料专业【中外合作】和哪个国家的哪个学校合作，发几个文凭？谢谢,[我校中外合作办学采取“4+0”培养模式，同时为学生提供丰富的海外交换、实习、夏令营等项目，保证每名学生都有出国机会。达到相关标准的学生，更可赴伦敦玛丽女王大学长期学习。学生入学时同时在中英两所高校注册，取得两校学籍，同时享受两校教育资源，同时达到两校毕业标准后将获得双方学位，即西北工业大学本科毕业证书、学士学位证书以及伦敦玛丽女王大学学士学位证书。
西工大中外合作玛丽学院的保研率是否单独计算,13***35 (河北),2018-06-22 09:36,1、西工大中外合作玛丽学院的保研率是否单独计算，还是和材料学院学生一起竞争？2、出国交流是否有成绩要求，费用是否全部自理？,1.学院分专业单独排队;2.会参考成绩进行选拔，学生自费，学院会有一定补贴，并会向学校申请学生国际旅费补助
近视700度 可以被飞行器专业 录取吗,15***02 (天津),2018-06-22 09:20,您好，700度的近视，轻度飞蚊症，可以被飞行器动力工程，飞行器设计工程专业录取吗？,镜片度数不超过800度无限制，色弱和色盲限制专业是产品设计、工业设计、建筑学、微电子科学与工程等。
中外合作河北,13***35 (河北),2018-06-22 09:18,中外合作河北省18年招生人数10人，比17年25人比减少很多，预计河北位次排名会提升到多少？,我校中外合作办学在河北建议599分前报考我校。
老师，17年贵州文科598分，是否有希望报考贵校的法学专业？,he*** (贵州),2017-06-28 16:05,位次大致在2800左右,你好！贵州595分以上鼓励报考。
西工大学风如何？,11***0 (山东),2017-06-28 15:59,西工大学风如何？,[西北工业大学（以下简称西工大）坐落于陕西西安，是我国唯一一所以同时发展航空、航天、航海（三航）工程教育和科学研究为特色的多科性、研究型、开放式大学，现隶属于工业和信息化部。新中国成立以来，西工大一直是国家重点建设的高校，1960年被国务院确定为全国重点大学，“七五”、“八五”均被国务院列为重点建设的全国15所大学之一，是全国首批设立研究生院的22所高校之一，1995年首批进入“211工程”，2001年进入“985工程”，是“卓越大学联盟”成员高校，先后获得“全国文明单位”、“全国创先争优先进基层党组织”和“全国毕业生就业典型高校”等荣誉称号和表彰奖励。学校秉承“公诚勇毅”校训，弘扬“三实一新”（基础扎实、工作踏实、作风朴实、开拓创新）校风，扎根西部、献身国防，历史上书写了新中国多个“第一”，今天在创建一流大学和一流学科上续写新的辉煌。
录取,25***0 (江西),2017-06-28 13:34,江西理科590排名4569能上您们的好专业吗软件工程材料科学与工程,你好！建议将你喜欢学的专业报前面冲一下，但不要盲目填报热门专业。
退档问题,fu*** (江苏),2017-06-28 10:53,你好，请问：江苏文科考生位次5000可以报考贵校吗？专业服从，体检合格能不退档吗，因贵校投档比120%较其它校高很多？,你好！考生服从调剂，身体体检合格，我校提档不退档。
提前批,sc*** (山东),2017-06-28 10:28,老师您好！山东考生637分，4330位次，请问报考贵校提前批本硕连读录取有机会吗？,你好！可以冲一下。
青海考生,do*** (青海),2017-06-28 10:24,我是理科生，493分，超一本102分，能上贵校吗？,你好！青海1000名以内鼓励报考我校。
