标题,来源,时间,问题,回答
咨询,13***99 (湖北),2018-06-26 11:16,湖北理科女生560，报考贵校有希望录取吗,你可以结合安徽大学在湖北去年的名次和今年的招生计划综合考虑
报考咨询,13***17 (安徽),2018-06-24 14:07,老师您好，我是一名安徽考生，今年高考我只比一本线高出9分，请问能被贵校录取的可能性有多大呢？,你可以去“安徽大学招生信息网”上参考一下往年的招生信息
咨询一下,13***01 (安徽),2018-06-24 14:01,请问贵校去年在安徽的提前批次录取投档线大概是多少，全省排名是多少,你可以去“安徽大学招生信息网”上参考“历年招生”信息
有可能被录取吗,13***01 (安徽),2018-06-24 13:59,我是安徽考生，今年高考570，全省两万六千名，请问我能否通过贵校的国家专项计划和地方专项计划被录取,我校有专项计划名额！具体需要到“安徽省教育招生考试院”去了解
云南考生,18***12 (云南),2018-06-24 13:17,我是云南理科考生，高考分超过一本分25分，555分，请问能否报考贵校,你可以去“安徽大学招生信息网”中“历年招生”栏目，参考往年投档线
录取规则,18***27 (辽宁),2018-06-24 11:23,辽宁省理科考生，是否承诺服从调剂不退档？,我校省外投档比例是105%！服从调剂不代表没有退档的可能，
湖北理科考生,13***29 (湖北),2018-06-24 10:12,老师好，我是湖北理科考生，高考成绩586，请问录取贵校有希望吗？,你可以参考我校招生信息网上“历年招生”信息
国家专项计划,14***0@qq.com (安徽),2018-06-24 10:11,安徽文科588，有没有希望通过国家专项计划，报考安大。,具体专项计划你可以参考“安徽省教育招生考试院”公布的信息
安徽高考579,13***04 (安徽),2018-06-24 10:01,我是安徽2018届考生，分数579，超一本线74分，省排名21561名，得知贵校今年扩招，能否被贵校录取？希望多大？谢谢!,你好！根据往年经验，结合今年的招生计划，有一定希望，但也有一定风险，可以不全选热门专业并专业服从调剂，降低风险。
色盲或色弱录取问题咨询,15***59 (浙江),2018-06-23 15:35,老师好：我是浙江的考生，想咨询下关于体检结果为色盲或色弱的情况，贵校哪些专业不能被录取？,参考报考指南上的具体要求！
安徽考生报考咨询,15***68 (安徽),2018-06-23 15:22,请问一下安徽考生2018年高考589分，全省17207名，报贵校的金融学专业被录取的概率有多大？,关于金融学专业你可以参考“安徽大学招生信息网”上历年考试专业录取分数！
安徽考生报考咨询，超一本75,15***25 (安徽),2018-06-23 14:39,请问一下安徽考生2018高考580，省排名2万一，被贵校录取概率多大,录取还是有希望的，建议学校往前填报，专业服从调剂
省排名28738，过线60分，安徽省内考生，今年有机会报安大,15***75 (安徽),2018-06-23 13:57,省排名28738，过线60分，安徽省内考生，今年有机会报安大吗？,报考有风险
咨询,13***31 (天津),2018-06-23 13:53,老师您好;我是天津文科考生，请问1：贵校在天津文科招生计划专业中那些是重点学科或特色专业？2：想报考贵校的经济类或会计学专业，请问这两个专业是贵校的特色专业吗?3：贵校的保研率大概是多少？4：本科生在那个校区就读？谢谢,我校的专业具体你可以参考招生信息网中的“院系简介”和“专业简介”。本科生中文史哲、管理和互联网学院在龙河校区，其他在磬苑校区。
我是安徽省考生，理科过线60分，有机会进入贵校吗？,15***75 (安徽),2018-06-23 13:08,我是安徽省考生，理科过线60分，有机会进入贵校吗？,请问您的全省排名是多少？
安徽文科,18***34 (安徽),2018-06-23 12:34,老师您好!我想请问我今年考了576分，能参加贵校的降分征集志愿吗？,降分征集志愿是针对未完成招生计划的院校专业及院校追加计划，对于是否有征集志愿名额需要等平行志愿录取结束以后才能知晓。
咨询,25***@qq.com (河北),2018-06-26 11:15,您好，河北理科考生617分，省排名15700多，报考贵校可能性？贵校哪些专业较好？女生学习软件工程的前景？,你可以结合安徽大学在河北去年的名次和今年的招生计划综合考虑！
专业&amp;住宿情况,15***85 (天津),2018-06-26 11:10,老师您好，我是天津理科考生，我们这里是平行志愿投档想问您以下几个问题：1.入校后分专业，分数优先还是志愿优先？2.专业之间是否存在极差？若存在，如何设置？3.入校后可以转专业吗？转专业有什么要求？4.住宿条件如何？（几人间？是否有空调？）,没有专业级差，入学后有一次转专业的机会，4人间有空调
有关录取的问题,13***16 (湖北),2018-06-26 11:03,您好，我是湖北2018届考生，高考省排名3212，请问能报考贵校吗？,你可以结合安徽大学在湖北去年的名次和今年的招生计划综合考虑
退档几率问题,18***52 (安徽),2018-06-26 11:00,请问安徽省20000名如果报第一志愿退档几率有多大？还有同是询问是否有机会报考安大，一个安徽省20000名，一个24000名为什么是一样的？,省内是1:1投档，进档考生如果志愿服从调剂，其他要求均达到，原则上是不会退档的。今年我校建议24000内可以尝试冲一冲。
扩招,13***22 (安徽),2018-06-26 10:59,安徽大学今年在安徽招收理科多少人？较去年变化多少名。谢谢,具体招生人数你可以看你的报考指导
安徽理科考生低于一本线9分,15***27 (安徽),2018-06-26 10:50,安徽理科考生低于一本线9分，排名七八万名，有机会报本校的专项计划吗？录取机会小不小？,专项计划可以填报，能否录取还要看具体录取情况
国家专项和地方专项,15***27 (安徽),2018-06-26 10:46,国家专项和地方专项可以同时报吗？这两个报的学校和专业可以重叠吗？,可以！
志愿求指导,13***08 (安徽),2018-06-26 10:23,老师您好！请问安徽理科考生584分，可否报考贵校？求指导,你好，希望较大，建议专业服从，增加录取机会。
安徽考生,18***98 (安徽),2018-06-26 10:18,老师，分数569，排名26824，有机会上吗,你好，风险较大。
录取可能性,15***92 (江苏),2018-06-26 09:51,江苏理科，362，AA，排名21640，请问有机会进入贵校吗,结合我校在报考指导上的名次和我校在江苏的招生计划综合考量
咨询,13***57 (湖南),2018-06-26 09:36,我是湖南文科考生612分。排名3842，请问有希望被贵校录取吗吗？,湖南文科2017年的一本线是548，我们的投档线是591。你可以参考一下
你好 我是理科,18***61 (安徽),2018-06-26 09:06,我是理科591分16500多名可以报安大的金庸专业吗,你这个分数最好专业服从调剂，被我校录取希望会大一点
续问,18***12 (云南),2018-06-25 16:58,老师你好，云南理科575，排名15292，报考贵校有希望吗，请老师给我一些建议，谢谢,根据安徽大学2017年云南省录取情况，最高分558，平均分549，投档分544。请考生结合去年分数区间在地区的排名情况和自己的排名进行对比。
录取问题,18***12 (云南),2018-06-25 16:25,老师您好，我是云南理科考生，高考分数575，超过一本线45分，排名15259，报考贵校录取的可能性大吗？服从调剂有退档风险吗？,2017年我校在云南的最低投档线比一本线高44分，请你参考
续问,13***22 (安徽),2018-06-25 16:17,安徽理科581可报安徽大学吗2083名,有风险，专业服从调剂可以增加录取的几率，你可以冲一冲
录取情况,13***09 (山东),2018-06-27 13:44,山东理科考生605分报考贵校希望大吗？能报考计算机科学与技术系吗,具体你可以参考我校招生网上的历年招生信息
河南,13***18@126.com (河南),2018-06-27 11:50,我是河南文科美术生，文化课447，专业课268，被贵校录取的希望大吗？,你可以去我校招生信息网上历年招生中参考往年的招生数据
咨询,15***29 (山东),2018-06-27 10:49,老师，请问：我发到的志愿指南上没有介绍专科志愿代码，只有本科的，该怎么填写？,专业名称前面的数字就是专业代码
安徽理科省报考,13***50 (安徽),2018-06-27 10:45,老师您好：安徽理科598分，报考安大的录取概率大吗？专业选择有没有限制？,希望还是很大的，建议你专业服从调剂
河南,13***55 (河南),2018-06-27 10:40,老师你好，我是河南文史考生，601分，4905名，被贵校录取几率多大,你可以在安徽大学招生信息网参考往年的河南录取情况
咨询,13***90 (广东),2018-06-27 10:32,学校的学费一般如何，会很贵吗，因为报考书上写了待定,学费每年都差不多，具体要等安徽物价局的公布
专业代码,15***29 (山东),2018-06-27 10:16,老师您好，请问贵校的专科专业代码从哪里找？是和本科代码相同吗？,专科专业代码你可以在你的报考指导上看到，以报考指南为准
咨询,27***0@qq.com (安徽),2018-06-27 10:09,我是安徽理科考生，今年19500名，有被录取希望吗，服从调剂会退档吗，是大类招生吗，以后可以转专业吗,你好，专业服从调剂希望挺大，关于退档问题，如果体检合格，没有其他限制条件，一般不会退档；大一会有一次转专业的机会，具体情况参考当年的政策。
山东文科,18***12 (山东),2018-06-27 09:35,老师您好请问贵校在山东的招生往年平均位次大概是多少？有专业级差吗？调剂后是否保证不退档？,具体看一下安徽大学招生信息网上关于山东省的招生信息。无级差。按照平行志愿投档的批次，调档比例原则上控制在105%以内。
安徽考生咨询,13***41 (安徽),2018-06-27 09:26,安徽理科594分省排名15120，报考贵校的金融专业适合吗,可以试一试。
报考安徽大学,15***60 (江苏),2018-06-27 09:08,老师，您好，我是江苏文科考生，分数361，两A，位次4700左右，请问可以报考安徽大学吗？,你可以关注安徽大学招生信息网上关于江苏省的历年分数作为参考。
咨询,18***17 (山西),2018-06-27 09:07,老师您好。我是山西考生，理科，565分，报考本校把握有多大？,请参考您今年的排名和去年安徽省在贵省的排名，作为参考。
院校代码,13***95 (陕西),2018-06-26 16:32,请问贵校院校代码是多少,10357
咨询,18***75 (安徽),2018-06-26 15:14,安徽大学艺术与传媒学院的毕业证和安徽大学一样吗,具体你可以电话咨询0551—64200200
海南理科生,18***90 (海南),2018-06-26 15:09,老师您好：海南理科723分，省排名1189，高出省分数线184分，想报考贵校有希望吗？,你可以在安徽大学招生信息网参考往年的海南录取情况
报考咨询,13***55 (安徽),2018-06-25 11:03,老师您好，我是安徽考生，理科，581分，排名20765，请问报考贵校机会大吗？谢谢,还是有机会的，建议专业服从增加录取几率
安徽考生,37***@qq.com (安徽),2018-06-25 11:00,老师好，请问安徽理科571分，排名25660名，愿意服从调剂，被退档的可能性大吗,我校建议24000名冲一冲
录取问题,13***30 (安徽),2018-06-25 10:59,老师你好，我是安徽考生598，位次13628，报考贵校金融学和经济学类可能性有多大呢？,理科的话，安大的录取希望比较大，也可以选择专业，但建议不要只填热门专业，志愿服从减少退档可能
安徽文科考生4029名,15***62 (安徽),2018-06-25 10:57,老师，我超一本49分，4029名，报考贵校的法学专业有希望吗,可以冲一冲，往年的话法学需要2000名以内
四川考生,18***13 (四川),2018-06-25 10:49,本人四川考生，文科592，高出重本线39分，省排名3405，等位分713.报考该校希望大吗？即使被贵校调档，最后被退档的可能性大吗？,2017年投档线高出一本分数线44分，相关信息可登录安徽大学招生信息网查看，供你参考
报考安大,18***86 (安徽),2018-06-25 10:27,您好，我是安徽省的一名考生，2018年的高考成绩位608分，可以报考安大么？,请问文科还是理科？
安徽573,18***10 (安徽),2018-06-25 10:25,省排名24407。请问有多少几率进入贵校,我们建议24000名左右可以冲一下，风险很大
录取,15***93 (江苏),2018-06-25 09:52,您好！我是江苏省一名文科考生，高考总分349，位次9068~9571，历史A，政治A+，按照贵校招生章程中的江苏考生选修等级折算分按照：A+为9分、A为8分，请问下我是加9分还是17分？另外按照等级折算分后我可以填报贵校本科一批汉语言文学专业志愿吗？谢谢！,我校2017年在江苏投档线为354，高出去年江苏一本分数线21分，你可以参考一下能否录取。
报考,18***60 (天津),2018-06-25 09:34,老师您好：我是天津理科女生，2018年高考608分，省排名5259，1.请问报考贵校录取机会大吗？2.有没有专业要求性别的限制。谢谢！,去年在天津的投档分560分，你可以参考一下。报考指南上没有性别要求一般就是并不存在性别限制。
安徽文科生咨询,15***08 (安徽),2018-06-24 15:56,老师好！请问今年文科598分，排名4150，填报贵校录取几率大吗？,还是有希望的，建议服从调剂。
安徽考生报考咨询,15***99 (安徽),2018-06-24 15:33,理科，554分，全省排名35451有希望考入贵校吗,你好！这个分数风险较大
内蒙考生咨询,80***qq.com (内蒙古),2018-06-24 15:32,老师好！我内蒙理科考生，成绩546分，排全区11390位，录取线上68分，想报考贵校，有希望吗？谢谢！,具体你可以参考安徽大学招生信息网上“历年招生”中内蒙古的往年招生信息
安徽考生录取分数咨询,18***41 (安徽),2018-06-24 15:18,老师您好，我是安徽考生今年高考580分，能上贵校的电子信息工程吗？,你好！你可以去安徽大学招生信息网—历年招生中参考去年各个专业的具体录取分数
录取问题,18***58 (安徽),2018-06-24 14:54,安徽考生605分，位次11442报考贵大学录取几率怎么样，可以的话能否推荐一下报什么专业，孩子比较青睐贵学校，谢谢！,你好！录取希望还是很大的，具体的话你可以打电话咨询。0551—63861666或者0551—63861777
安徽考生咨询,13***18 (安徽),2018-06-24 14:23,老师，我是安徽考生文科过一本线20分省排10785有机会冲击贵校冷门专业吗,你好！根据往年报考情况，风险很大，录取几率较小，请根据自身情况综合考量。
录取咨询,15***71 (山西),2018-06-28 09:36,您好，我是山西文科考生，分数591，省排名1223，有希望能被贵校录取吗？有可能选到理想的专业吗?,具体你可以参考我校招生网上的历年招生信息
录取情况,12***6@qq.com (安徽),2018-06-28 09:29,如何知道自己是否被提前批录取？安徽大招生信息网里的录取查询显示的是2016年高考录取已结束。,自己去查询录取信息，
专业级差,13***63 (湖南),2018-06-27 16:52,你好，请问有没有专业极差？,没有专业级差
湖南文科超过一本40分报考贵校多大希望？,19***80 (湖南),2018-06-27 16:49,。,具体你可以参考我校招生网上的历年招生信息
报考,18***91 (山东),2018-06-27 16:36,山东考生584，有希望进入贵校吗,具体你可以参考我校招生网上的历年招生信息
地方专项,12***6@qq.com (安徽),2018-06-27 16:36,安大的地方专项计划录取结果大概什么时候出来？会在普通一批填报之前出来吗？,提前批次结果会在第一批次填报前出来
录取,13***10 (四川),2018-06-27 16:24,老师好，我是四川文科考生，分数594，高出重本41分，排位3072，服从专业调配，报考本校有希望吗？能请您告诉我您往年在四川招生的最低位次吗？,具体你可以参考我校招生网上的历年招生信息
福建录取,13***71 (福建),2018-06-27 16:19,老师您好，我是福建文科考生，总分579，排名3710，能被贵校录取吗？,具体你可以参考我校招生网上的历年招生信息
专业代码,18***52 (安徽),2018-06-27 15:50,请问如果想报互联网学院，专业代码应该填什么？,具体的专业代码以你的报考指导为准
海南考生请教,15***48 (海南),2018-06-27 15:38,老师您好，海南理科683分，排名2700，可以报考吗？,具体你可以参考我校招生网上的历年招生信息
吉林省576分，名次9383名，服从调剂能否被录取,18***99 (吉林),2018-06-27 15:37,老师，您好，我是吉林省一考生，特别喜欢贵校，特来询问下被录取的希望有多大,具体你可以参考我校招生网上的历年招生信息
录取,13***81 (湖南),2018-06-27 15:14,您好，请问湖南考试17000位次有希望报考贵校吗,具体你可以参考我校招生网上的历年招生信息
安徽考生,37***@qq.com (安徽),2018-06-27 14:27,我是理科生，考了571分，25000多名能报贵校吗？,风险比较大
咨询,37***@qq.com (安徽),2018-06-27 14:17,老师您好：安徽理科571分，报考安大的录取概率大吗？专业选择有没有限制？,我们建议4500名以内的可以冲一冲，专业服从调剂可以增加录取几率
山东考生美术理,15***23 (山东),2018-06-27 13:51,专业分268，文化分324，报考该校是否有希望。该校英语是否限分。,具体你可以参考我校招生网上的历年招生信息，我校英语没有限分
咨询,wy*** (上海),2017-06-28 11:08,老师，您好！上海考生500分，排名14000，上海今年不分文理科。请问能否被贵校录取？,"上海市进档考生按“分数优先，遵循志愿”（所有专业调剂考生的优先级均低于其他考生）的方式进行专业志愿录取，服从考生在专业组内进行调剂,考生的综合素质评价信息将作为专业调剂录取的重要参考依据。"
安徽考生，理科569，排位13233,an***ng (安徽),2017-06-28 11:04,报考计算机科学与技术有希望吗,您的分数排名报考我校很有希望建议热门专业放在前面冲一冲最好志愿服从调剂
湖北考生 文史 希望尽快回答 谢谢啦~,cj*** (湖北),2017-06-28 10:58,湖北考生文史580省排名3005至3118之间想报考贵校请问录取几率大吗谢谢您的回答啦~,参考湖北省近三年录取情况文科高于你生文科一本线40分左右有希望报考建议志愿服从调剂
报考咨询,53*** (山西),2017-06-28 10:36,理科530分，排名11000，报考贵校有把握吗？,具体参考近三年江西省录取情况
咨询,13***83 (江苏),2017-06-28 10:35,进档服从调剂退不退档，江苏今年预估线多少？,原则上不退今年江苏省改革，以往参考数据价值不大建议高你省一本线10分左右可以尝试冲一下
级差,wz***26 (安徽),2017-06-28 10:10,您好，贵校有没有级差,您好，我校没有极差
龙河校区,ty*** (安徽),2017-06-28 09:52,请问龙河校区和原校区有什么不同，毕业证一样吗？,您好，没有什么不同，毕业证都是一样的
关于录取,10***1 (辽宁),2017-06-28 09:36,贵校是按照专业清？,？
咨询,zh*** (江西),2017-06-28 09:29,老师你好，我是江西文科考生，554分能报贵校的经济学吗？,参考近三年江西录取情况，文科高于你省一本线25分左右有希望冲一下建议志愿服从调剂
投档问题,wz***26 (安徽),2017-06-28 09:05,老师您好，请问如果我所填的六个专业都没被录取且服从专业调剂是会被退档还是进入B志愿（假设我的分数可以上最差的专业但上不了所填的六个专业）。谢谢老师。,您好，您的专业要是达到我校的最低投档分，且服从调剂、体检合格，如选的六个专业没被录取的话，会被调剂
专业,98*** (河南),2017-06-27 16:44,色盲单色识别不全能否报考国际经济与贸易和金融类的专业？谢谢！,根据2017报考指南对于专业的具体体检要求
转专业问题,ya***2017 (四川),2017-06-27 16:28,老师您好！请问贵校可以转专业吗？需要哪些条件？谢谢！,可以大一结束后通过各个院系组织的转专业考试即可
安徽考生,hy***12 (安徽),2017-06-27 16:12,我安徽理科（543分）有望被安大录取吗？,安徽理科全省排名22000名左右可以尝试冲一下
咨询录取问题,zl*** (福建),2017-06-27 16:07,贵校招生简章内说明：“进档考生按“分数优先（含政策加分），遵循志愿”（所有专业调剂考生的优先级均低于其他考生）的方式进行专业志愿录取”，对“所有专业调剂考生的优先级均低于其他考生”这句话理解有疑惑，是否是不服从专业调剂的考生先录取，等这些考生都录取后在录取同意专业调剂的考生？还是其他考生有另指？,以考生的专业志愿为主，调剂考生的优先级是低于首先选择这个专业的考生的
报考咨询,37*** (天津),2017-06-27 16:07,老师您好，如果我被贵校提档且服从调剂，那么我会被退档吗？谢谢老师,原则上不会退档。
关于录取,18***52 (安徽),2018-06-25 16:12,安徽考生省排名20700+，服从调剂能进安大吗？,有风险，你可以冲一冲
录取可能性,15***92 (江苏),2018-06-25 16:07,你好，江苏考生，总分362，AA，省排名21640，请问有希望能进贵校吗,文科还是理科？
录取,18***12 (安徽),2018-06-25 15:36,老师好，请问安徽理科574分，排名24225名，愿意服从调剂，报考安大有机会吗,有一定的希望，可以冲一冲。
录取,13***59 (安徽),2018-06-25 15:27,您好，安徽文科610分，2406名，有希望被贵校的法学专业录取吗,根据以往排名，文科排名2400之前可选择专业，你的希望比较大。
重庆考生,15***98 (重庆),2018-06-25 15:26,我是今年重庆的文科考生，我考了569，排档2198，有没有机会考安徽大学的应用心理学？,请登录安徽大学招生信息网，查看我校往年在重庆招生的分数，作为参考。
河北考生录取,13***86 (河北),2018-06-25 14:54,河北理科593，位次26750，是否有机会被贵校录取？,请登录安徽大学招生信息网，查看我校往年在河北招生的分数，作为参考。
国家专项,13***32 (云南),2018-06-25 14:48,安徽大学国家专项数字媒体技术国家专项云南招不招生还有西班牙语呢,我校的专项是面向安徽省考生的
2018云南考生576分,15***85 (云南),2018-06-25 14:20,位次14961有希望上贵校吗,请登录安徽大学招生信息网，查看我校往年在云南招生的分数
填志愿,13***22 (安徽),2018-06-25 14:17,安徽理科581可报安徽大学吗,请问你多少名？
安大转专业如何考试？,25***0@qq.com (安徽),2018-06-25 12:26,安大转专业如何考试？本科阶段只能在第一学期末转吗？转专业对学生有何要求？,[学校继续执行本科生全校范围调整主修专业政策，2018年考入我校的各大类、专业的本科学生（除相关文件规定不允许转专业的学生外），在学校规定的时间，根据公布的转专业方案及各专业接收计划数，结合学习兴趣、将来发展意向和个人能力，通过个人申请和接收院系考核，符合条件的学生可以调整到其他专业学习。
报考咨询,18***37 (云南),2018-06-25 12:05,老师，你好，我是云南理科考生，520能上安徽大学部分专业吗？吗？,具体你可以参考安徽大学招生信息网上“历年招生”中云南的往年招生信息
山东大学,15***07 (山东),2018-06-25 11:56,您好，山东理科，615分，12800名左右，是否可以报贵校。专业能否推荐，谢谢,具体你可以参考安徽大学招生信息网上“历年招生”中山东地区的往年招生信息。专业信息可以具体关注各院系官网。
退档风险,13***78 (安徽),2018-06-25 11:25,我是安徽考生20064名填专业调剂有风险退档,专业服从可有效减少退档风险
咨询,13***88 (福建),2018-06-25 11:21,福建理科生，595分，排名5779，上贵校的概率大吗？,建议登录安徽大学招生信息网查看往年在福建省的录取情况，供你参考
陕西考生,18***08 (陕西),2018-06-25 11:12,老师您好，陕西考生文史593能被录取吗？,陕西省2017年文史超一本分数线48分投档，请你参考
贵州文科,xr*** (贵州),2016-06-28 15:20,贵州文科592排3007.过一本线41分，有希望吗请问,从往年看，有些风险，只能冲冲试试看。
报考,wa***n71 (福建),2016-06-28 15:13,老师您好，我是福建文科考生，550，位次2024，报考贵校有希望吗？如果被提档且专业服从调剂，会被退档吗？,从往年看，你的分数处在边缘，有希望也存在风险，如果填报，建议专业不能太热门。如果能被投档到我校，身体条件合格，专业服从调剂，我们尽量不退档。
能否录取,19***dd (山东),2016-06-28 15:11,老师您好，我是山东文科考生，今年考了585分，高出一本线55分，请问报考贵校的希望大吗？选择好专业的希望大吗？,从往年看，有希望。专业建议冷热兼顾，有个梯度。
报考,20*** (安徽),2016-06-28 14:39,安徽考生563能报安徽大学吗,有风险，只能试试看。
专业录取,vi*** (福建),2016-06-28 14:33,您好。我是福建理科考生，今年570，省内排名6667，超本一线105分。请问有机会被贵校软件工程专业录取吗？,有希望，可以试试看。
报考咨询,wa*** (安徽),2016-06-28 14:23,您好：安大的文典学院，理科新生如何进？今年586，是否有机会读其中理科实验班？,我校今年文典学院都是进校后选拔，请进校后向他们学院咨询。
专业,vy***yfvtyyuhg (贵州),2016-06-28 14:11,老师请问我贵州文科602，报考贵校什么专业有希望？,有希望，可以试试看。专业建议冷热兼顾，有个梯度。
专业，,vy***yfvtyyuhg (贵州),2016-06-28 14:09,请问，我贵州文科602，可以报考财政学吗？,财政学可以冲冲看。
贵州理科考生,zl*** (贵州),2016-06-28 13:52,老师你好，我是今年贵州考生，本次考试559，高一本线86分，省排名9684，请问老师在服从调剂的前提下被录取的几率大吗？若是被录入被退档的几率又有多大呢？,有希望，可以冲冲试试看。如果能被投档到我校，身体条件合格，专业服从调剂，我们尽量不退档。
贵州文科,xr*** (贵州),2016-06-28 13:42,贵州文科592，排3007，超一本控线41，有没有希望呢？,处在边缘，有希望也有风险，只能冲冲试试看。
咨询,xx*** (内蒙古),2016-06-28 13:36,您好，我是内蒙古考生，525分，超出本省一本线48分，专业可调剂，在贵校有希望被录取吗？,从往年看，有希望。
山东理科611,mi*** (山东),2016-06-28 13:16,老师您好！我想请问以我的成绩省19000左右报考贵校的数学类金融数学应用物理学统计学之类的专业有没有把握，如果有，几率大约是多少？希望老师能够解答，谢谢老师了！,你的分数不算很高，这几个专业不算热门，可以试试看。
报考,sn***121 (安徽),2016-06-28 12:57,老师你好，安徽文科考生562，报该校的外语如英语，日语，希望大吗,有点困难，建议冷热兼顾，有个梯度。
我是福建考生,87*** (福建),2016-06-28 12:50,文科排名2220，有望录取贵校经院吗?,可以试试，有些风险，建议冷热兼顾，有个梯度。
