标题,来源,时间,问题,回答
海南理科生,18***90 (海南),2018-06-26 14:43,老师您好：海南理科723分，省排名1189，高出省分数线184分，想报考贵校有希望吗？,您好！根据往年的经验，您被录取的希望非常大，成绩非常有优势，欢迎报考！
专业调剂问题,16***8@qq.com (河北),2018-06-26 13:23,专业调剂会被调剂到有特殊要求的专业，如城乡规划专业吗？如果被调剂到，开学后怎么处理呢,调剂到建筑类专业，五年学制，在调剂之前我们一般都会征得考生的同意。
山东考生,13***70 (山东),2018-06-26 13:15,请问贵校高校专项计划初审通过后，现在还需要做什么吗,不需要，只需在高校专项对应的位置填写志愿。
天津文科,15***34 (天津),2018-06-26 13:12,请问，天津文科569排名2500-2545之间，报考贵校有希望吗？谢谢,您好！您可以尝试报考，根据去年的情况，您的成绩有一定风险。可以在第一志愿报考，如不录取，不影响其他院校志愿。
录取与退档有关问题,13***96 (广西),2018-06-26 12:40,请问，广西文科583分，排名2613，能被录取吗？如果被提档了且服从调剂，会被退档吗？,根据往年的经验，您被录取的希望较大。按照平行志愿投档的批次，调档的比例原则上控制在105%以内。其中在一本批次（一本、二本合并的省份为本科普通批次）录取时，在学校投档范围内的考生，只要专业服从调剂且体检不受限制，学校将予以录取，不会退档。
陕西考生录取,13***97 (陕西),2018-06-24 14:46,老师您好，我是陕西的考生，今年考了550分，全省位次是19487，请问志愿填写贵校有希望吗？,[可以填报地质学类、地球物理学类、地质工程：今年这几个专业类在提前批次填报，可以动员喜欢这类专业或想上长大的考生大胆填报，一本线上均可报考。因为在提前批录取，多一次投档机会，不影响一批本科录取，有低分上名校的可能。可以填报长安大学-爱尔兰都柏林大学中外合作办学项目道路桥梁与渡河工程专业——学校最热的专业，都柏林大学—世界排名前1%大学，强强联合，（双学籍，双学位），都柏林大学参与70%以上的核心课程教学。今年第一年招生，预计分数比正常专业低，一本线上均可报考。可以鼓励想享受优质教育资源的考生填报。可以推荐家境好的考生报考此项目。
录取,13***80 (陕西),2018-06-24 14:10,老师您好，我是陕西考生，总分523，位次28732，报考长安大学可能被录取吗？,[可以填报地质学类、地球物理学类、地质工程：今年这几个专业类在提前批次填报，可以动员喜欢这类专业或想上长大的考生大胆填报，一本线上均可报考。因为在提前批录取，多一次投档机会，不影响一批本科录取，有低分上名校的可能。可以填报长安大学-爱尔兰都柏林大学中外合作办学项目道路桥梁与渡河工程专业——学校最热的专业，都柏林大学—世界排名前1%大学，强强联合，（双学籍，双学位），都柏林大学参与70%以上的核心课程教学。今年第一年招生，预计分数比正常专业低，一本线上均可报考。可以鼓励想享受优质教育资源的考生填报。可以推荐家境好的考生报考此项目。
2018甘肃理科考生,15***72 (甘肃),2018-06-24 12:15,老师您好，请问贵校今年在甘肃是否有招生计划，是否开设二本专业,您好！在甘肃有招生计划，无二本专业。
广东,13***81 (广东),2018-06-24 11:49,长安大学今年是不在广东招生吗,在广东招生
关于录取,13***68 (重庆),2018-06-24 10:59,请问老师，假如我的分能上该校的投档线，那如果我选择服从调剂，有可能会落榜不？,只要服从调剂，在平行志愿、体检不受限，则提档不退档。
关于志愿,13***68 (重庆),2018-06-24 10:57,请问老师，我想学工商管理和电子信息类（偏向于工商管理），但电子信息类录取分高，我是否应该把电子信息写在前面？,可以，您可以根据自己的兴趣选择专业，我校不设专业极差，前后专业的效果是一样的。一般把高分专业写在前面。
录取顺序,18***10 (甘肃),2018-06-24 09:39,农村专项和贫困专项哪个先录取？,一般省份是国家专项先录取，然后是高校专项。
农村专项,18***10 (甘肃),2018-06-24 09:38,前三年农村专项的录取最低分分别是多少？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
预科录取,15***15 (湖北),2018-06-24 09:20,我是湖北土家族考生，今年高考省排名23333，超一本线60分，不知道录取贵校的预科希望大不大,您好！湖北预科去年录取位次为23000左右，您的成绩可以尝试报考，有风险也有希望。
专业级差,13***08 (四川),2018-06-24 09:17,请问老师，贵校有无专业级差,您好，我校不设专业极差。
咨询,15***60 (江西),2018-06-24 09:11,你好我是2018年江西省高考一考生今年高考分数589全省排名11709名录取该校计算机专业（软件工程）的概率大吗,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
计算机类录取,13***86 (北京),2018-06-23 16:25,您好，我是北京理科考生，今年589分，请问能提档被计算机类录取吗,您好！分数不好做判断，可以参考去年的位次做判断，11000名以前报考，录取的希望较大。
今年甘肃农村专项招多少人？,18***10 (甘肃),2018-06-23 16:09,今年甘肃农村专项招多少人？,今年高校专项在甘肃招13人，涉及高校专项的7个专业。具体招生计划可以关注长安大学本科招生微信公众号，“甘肃”，即可查询。
农村专项招入的学生可以转专业吗？,18***10 (甘肃),2018-06-23 15:52,农村专项招入的学生可以转专业吗？,答：通过自主招生、艺术类、体育类、高水平运动队、高水平艺术团、外语类保送生等特殊类招生被录取的学生不得转专业。高校专项、国家专项入校的学生转专业目前没有具体说明。
色盲或色弱录取问题咨询,15***59 (浙江),2018-06-23 15:39,老师好：我是浙江的考生，想咨询下关于体检结果为色盲或色弱的情况，贵校哪些专业不能被录取？,您好！体检受限标志查询网址为：http://zsb.chd.edu.cn/html/3896.htm，请您查询，谢谢！
山东理科考生，提前批多少分能录取？,18***07 (山东),2018-06-25 16:15,山东理科考生，提前批多少分能录取？谢谢,[答：试验班学生前两年实行不分专业的大类通识培养，以加强基础知识和能力。第四学期末进行专业分流，学生可根据兴趣和志愿在全校理工科专业范围内自主选择专业。自第五学期开始，实行导师制的个性化专业培养。试验班学生第四学期中期按照个人兴趣和志愿，采取双向选择方式确定本科导师。确定本科导师后，本科导师主导，与学生共同制定后两年个性化培养方案。试验班学生注重早期科研训练，重视学生的人文素质、心理素质、团队精神等方面培养，加强与研究生教育体系的衔接。毕业前仍为试验班学生身份者，可以获得免试攻读研究生资格（含我校直博生和公派出国留学）。直博生按照学校相关规定择优录取。根据去年在山东的录取情况，最低位次为14000名左右，可以在提前批尝试报考，如果不录取，则不影响在一批本科投档录取。
山东理科考生录取问题,18***07 (山东),2018-06-25 16:01,山东理科考生595分，能上贵校什么专业，谢谢,您好！595分位次在23000名左右，在我校去年录取的最低位次附近，可以报考，专业建议服从调剂。可能可上土木类、安全工程专业。
国家专项,15***10 (河南),2018-06-25 15:34,河南考生，高出一本线85分有可能被录取不？另外贵校国家专项有哪些专业,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
录取,13***43 (广西),2018-06-25 15:26,我是广西考生，分数589，有希望被贵校录取吗？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
山西考生,13***08 (山西),2018-06-25 15:21,您好，我571分，位次10819能进吗？,您好！根据去年的情况，最低录取位次9000多位，你的成绩有一定风险，可以冲一下。
陕西考生咨询,15***94 (陕西),2018-06-25 15:08,老师好！陕西理科，位次9893，报考贵校计算机科学与技术被录取的可能性大吗？,根据往年情况，位次在10000名以前，分数590分以上，分数高出一本线114分的考生。学生基本可以根据自己的意愿任选全校所有专业，鼓励考生尽可能在第一志愿填报。
录取,13***91 (天津),2018-06-25 15:01,老师你好，我是天津文科考生，总分563，排名2875，有希望录取吗？,您好！您可以尝试报考，根据去年的情况，您的成绩有一定风险。可以在第一志愿报考，如不录取，不影响其他院校志愿。
江苏考生,13***16 (江苏),2018-06-25 14:56,请问江苏理科生341，物理b生物a，江苏省排名五万六，报贵校有希望吗？谢谢。,您好，根据往年的情况，您被录取的希望不大。
内蒙理科咨询,18***16 (内蒙古),2018-06-25 14:51,内蒙理科考生，546分，省内排名11398，被贵校录取的可能性大吗（专业服从调剂）,您好！根据往年的情况，最低录取位次为11635名，您的位次被录取的希望很大，但需要服从专业调剂。
安徽考生,18***58 (安徽),2018-06-25 14:31,老师您好：请问安徽省理科考生605，位次11442，填报志愿A冲刺贵学校，专业服从调剂，录取几率怎么样，麻烦老师一下，孩子比较青睐贵学校，谢谢！,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
安徽考生,18***58 (安徽),2018-06-25 14:09,老师您好：请问安徽省理科考生605，位次11442，填报志愿A冲刺贵学校，专业服从调剂，录取几率怎么样，麻烦老师一下，孩子比较青睐贵学校，谢谢！,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
报考咨询,18***68 (陕西),2018-06-25 13:32,老师您好我是陕西文科艺术类考生文化课349专业229请问今年报考咱们学校有没有希望,美术类今年实行平行志愿，鼓励有兴趣的考生报考，即使不录取，也不影响下一个志愿院校的录取，因此，鼓励您将长安大学报在第一个志愿。根据往年经验，预计今年长安大学的录取分数在220-230之间。
陕西考生,15***72 (陕西),2018-06-25 13:12,我是陕西考生，2018年高考成绩为568，省位次为14742，报考贵校有希望吗,[根据往年情况，位次在14000名-17000名的学生，560分以上，分数高出一本线86分的考生。除了道路桥梁渡河工程、交通工程、车辆专业外，其他专业都有很大录取的可能性，因为没有专业极差，也可以大胆报自己喜欢的专业。建议考生服从志愿调剂，今年一本批次没有冷门专业，如被退档，则失去上211乃至一本学校的机会。可以填报地质学类、地球物理学类、地质工程：今年这几个专业类在提前批次填报，可以动员喜欢这类专业或想上长大的考生大胆填报，一本线上均可报考。因为在提前批录取，多一次投档机会，不影响一批本科录取，有低分上名校的可能。可以填报长安大学-爱尔兰都柏林大学中外合作办学项目道路桥梁与渡河工程专业——学校最热的专业，都柏林大学—世界排名前1%大学，强强联合，（双学籍，双学位），都柏林大学参与70%以上的核心课程教学。今年第一年招生，预计分数比正常专业低，一本线上均可报考。可以鼓励想享受优质教育资源的考生填报。可以推荐家境好的考生报考此项目。
高校专项,15***73 (江西),2018-06-25 13:08,老师，您好。我是来自江西的一名通过高校专项计划初审的一名考生。我现在在江西排位22298，有机会进入贵校吗？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
浙江女生626,18***59 (浙江),2018-06-25 12:51,进贵校工科希望大吗,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
国家专项,18***96 (河南),2018-06-26 12:07,河南考生贵校今年预估国家专项多少分能报？,根据去年的经验，预计录取位次24000名，预计分数585
山东文科,15***98 (山东),2018-06-26 11:25,您好，我是山东文科考生。分数611，位次3260，请问报考贵校的可能性大吗?谢谢！,您好！，根据往年的情况，您的位次被录取的可能性较大。
天津文科,15***34 (天津),2018-06-26 11:17,请问，文科569排名2545报考贵校有希望吗？谢谢,您好！您可以尝试报考，根据去年的情况，您的成绩有一定风险。可以在第一志愿报考，如不录取，不影响其他院校志愿。
湖南考生,15***43 (湖南),2018-06-26 11:07,老师，您好，湖南考生总分583，排名17455，请问有可能被贵校录取吗？专业选择面大吗？,您好！请参考去年的录取情况http://zsb.chd.edu.cn/search_lnfs_view.asp?nianfeng=2017&province=湖北
山东理科,24***7@qq.com (山东),2018-06-26 11:01,581分报考贵校被录取可能性大吗？选择专业偏向被动还是主动？,您好，您的位次在3万名左右，我校去年录取位次在23000名左右，您录取有风险。同时，您可以报考长安大学中外合作办学（道路桥梁工程），则有较大希望。
陕西考生咨询,13***60 (陕西),2018-06-26 10:53,陕西考生601位次7359有希望进本校吗,[您好！您的成绩非常优异，可以选择我校提前批工科试验班（本硕连读），理由：一次高考，省去了考研和考博的烦恼（在符合学校管理办法的前提下），在提前批录取，多一次录取机会。集全校最优质的资源，培养公路交通、国土资源、住房城建方面的领军人才。您的成绩可以选择我校任何专业，欢迎报考。
专业录取,18***48 (陕西),2018-06-26 09:44,陕西理科考生586名词10800报考工商管理专业有希望吗,您好！您的成绩不错，报考我校的大部分专业都可以被录取，根据往年的经验，只要您报考工商管理类专业，被录取的希望非常大。
陕西考生,13***32 (陕西),2018-06-26 09:41,你好，我是陕西理科考生587，位次10506，男孩，能报咱们学校那些专业，谢谢,您好！您的成绩不错，我校专业除了道路桥梁渡河工程，交通工程，车辆工程外，其它专业基本都可以被录取。您可以关注长安大学本科招生微信号（zsb82334099），专业名称，查看各专业介绍。也可以点击网址查询专业介绍：http://zsb.chd.edu.cn/zy.asp
专业录取,15***72 (陕西),2018-06-26 09:39,老师您好，陕西理科586，位次10809，请问能被贵校道路桥梁与渡河工程专业录取吗？,[根据往年情况，位次在12000名以前，580分以上，分数高出一本线106分的考生。除了道路桥梁渡河工程专业以外，其他专业基本都可以填报。因为我校专业录取的规则是分数优先，不设专业级差，可以大胆把自己感兴趣的专业志愿往前填报。还可以引导考生填报与自己喜欢的专业相近的专业，如想报道桥，可同时填报土木工程、工程力学；想报车辆，可同时填报机械类，等等。
录取问题,13***32 (陕西),2018-06-26 09:37,你好，我是陕西理科考生587，位次10506，能报咱们学校那些专业。男孩。谢谢,您好！您的成绩不错，我校专业除了道路桥梁渡河工程，交通工程，车辆工程外，其它专业基本都可以被录取。您可以关注长安大学本科招生微信号（zsb82334099），专业名称，查看各专业介绍。也可以点击网址查询专业介绍：http://zsb.chd.edu.cn/zy.asp
报考咨询,13***82 (湖南),2018-06-26 09:37,你好，我是湖南文科考生，今年579，高一本线10分，省排名10621，是否可以报考？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
关于山东提前批工科实验班的问题,18***10 (山东),2018-06-26 09:21,老师您好，请问：1、我今年610分，位次15314，报贵校提前批的工科试验班有机会录取吗？2、工科试验班的方向是那些专业方向，所谓本硕分流，是择优直读研究生吗？具体条件有哪些？谢谢！,[答：试验班学生前两年实行不分专业的大类通识培养，以加强基础知识和能力。第四学期末进行专业分流，学生可根据兴趣和志愿在全校理工科专业范围内自主选择专业。自第五学期开始，实行导师制的个性化专业培养。试验班学生第四学期中期按照个人兴趣和志愿，采取双向选择方式确定本科导师。确定本科导师后，本科导师主导，与学生共同制定后两年个性化培养方案。试验班学生注重早期科研训练，重视学生的人文素质、心理素质、团队精神等方面培养，加强与研究生教育体系的衔接。毕业前仍为试验班学生身份者，可以获得免试攻读研究生资格（含我校直博生和公派出国留学）。直博生按照学校相关规定择优录取。根据去年在山东的录取情况，最低位次为13000名左右，您的成绩存在一定风险，可以在提前批尝试报考，如果不录取，则不影响在一批本科投档录取。
陕西西安理科考生,15***19 (陕西),2018-06-25 16:57,老师，您好！我是陕西理科考生，高考成绩585，填报该校水利类专业，是否有把握填报。谢谢！,您好，根据往年的经验，水利类的录取名次是12000名之前，因此您的成绩被录取的希望很大！
贵州考生,18***84 (贵州),2018-06-25 16:40,请问贵州考生位次9456能进长安大学吗，如果能进的话能得到什么较好的专业呢？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
陕西考生,15***84 (陕西),2018-06-25 16:27,我是陕西考生，分数521.全省排名29713，用高校专项计划能上贵校吗,您好！根据去年的经验，高校专项计划在25000名之前录取，您的分数有一定风险，可以冲一下。
贵州理科考生534,17***85 (贵州),2018-06-25 12:33,本人是一名填报国家专项的贵州考生，是女生，分数为534，排名20811，能填报贵校吗？若能填报能选什么专业?盼您，谢谢！,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
咨询,15***58 (陕西),2018-06-25 12:15,陕西2016年和2017年的位次怎么差居很大,位次是根据报考学生的最低成绩决定的，与报考人数的多少有直接关系，因此，位次波动非常正常。
山东考生,15***07 (山东),2018-06-25 12:02,您好，山东理科，615分，12800名左右，是否可以报贵校。专业能否推荐，谢谢,您好！您的分数报考我校非常有优势，几乎可以选择我校所有专业，建议根据您的兴趣爱好选择专业，另外，可以关注我校微信公众号zsb82334099，查看专业介绍。
关于在陕西计划人数,15***94 (陕西),2018-06-25 11:55,我是陕西考生，在陕西招生考试信息网查询贵校招生计划时发现有的专业招生计划人数为空，是不是指本专业不在陕西招生，还有专业代号如D1、F2、G2等有什么特别含义吗?,您好！计划人数以计划汇编书为准，专业代号只做区分，无特殊含义。
长安大学,13***75 (内蒙古),2018-06-25 11:49,我是内蒙考生552分理科，报考贵校有希望吗,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
重庆理科考生咨询,13***26 (重庆),2018-06-25 11:07,重庆理科考生，位次8979，报考贵校的话，专业选择度如何？如果喜欢的专业录不上，同意调剂会不会到录分最低的相关专业？,[你好，长安大学在重庆市招生基本情况如下（欢迎关注长安大学本科招生微信公众平台号码zsb82334099）：1.2017年录取重庆市理工类考生最低分570（对应位次11275），高出一本线（492）78分。按往年录取情况，您的成绩可选择专业较多，建议考生报考时将自己选择的专业的位次与自己考分的位次相比，将这些专业从高到低排名报考以防被调剂到其他不喜欢的专业。欢迎重庆市考生参考2017年录取位次积极报考长安大学；2.2018年在重庆计划招生124人，其中理工类112人；3.2018年招生计划以省招办公布为准；4.2018年按照“分数优先”原则录取专业，不再设专业级差；5.转专业比例大幅增加，最高可达40%；【长安大学2018年分省分专业招生计划查询地址】http://zsb.chd.edu.cn/search_zsjh.asp【长安大学各省2017年录取分数查询】http://zsb.chd.edu.cn/search_lnfs.asp【长安大学2018年本科招生章程】http://zsb.chd.edu.cn/html/3866.htm
志愿,18***95 (陕西),2018-06-25 10:58,同时报贵校的国家和地方专项可以不？影响下面的高校专项不？,您好！我校没有地方专项计划。可以同时报考国家专项和高校专项，前提是具有高校专项的院校资格。
贵州考生报考,18***56 (贵州),2018-06-25 09:41,今年我儿子理科考了581分，省排位8293，请问老师能填报贵校吗？请问贵校15-17年的招生人数分别是多少啊？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
陕西考生,13***68 (陕西),2018-06-25 09:39,我是陕西理工考生，568分位次14850，请问报考咱们学校有把握吗？,[根据往年情况，位次在14000名-17000名的学生，560分以上，分数高出一本线86分的考生。除了道路桥梁渡河工程、交通工程、车辆专业外，其他专业都有很大录取的可能性，因为没有专业极差，也可以大胆报自己喜欢的专业。建议考生服从志愿调剂，今年一本批次没有冷门专业，如被退档，则失去上211乃至一本学校的机会。可以填报地质学类、地球物理学类、地质工程：今年这几个专业类在提前批次填报，可以动员喜欢这类专业或想上长大的考生大胆填报，一本线上均可报考。因为在提前批录取，多一次投档机会，不影响一批本科录取，有低分上名校的可能。可以填报长安大学-爱尔兰都柏林大学中外合作办学项目道路桥梁与渡河工程专业——学校最热的专业，都柏林大学—世界排名前1%大学，强强联合，（双学籍，双学位），都柏林大学参与70%以上的核心课程教学。今年第一年招生，预计分数比正常专业低，一本线上均可报考。可以鼓励想享受优质教育资源的考生填报。可以推荐家境好的考生报考此项目。
河南理科,13***88 (河南),2018-06-25 09:13,河南理科考生578分，报考贵校有希望吗？比如国家专项计划。谢谢。,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
专业询问,18***03 (陕西),2018-06-25 09:12,我是陕西理工考生，女，成绩569，位次14593，请问报考贵校拿个专业希望较大？,[根据往年情况，位次在14000名-17000名的学生，560分以上，分数高出一本线86分的考生。除了道路桥梁渡河工程、交通工程、车辆专业外，其他专业都有很大录取的可能性，因为没有专业极差，也可以大胆报自己喜欢的专业。建议考生服从志愿调剂，今年一本批次没有冷门专业，如被退档，则失去上211乃至一本学校的机会。可以填报地质学类、地球物理学类、地质工程：今年这几个专业类在提前批次填报，可以动员喜欢这类专业或想上长大的考生大胆填报，一本线上均可报考。因为在提前批录取，多一次投档机会，不影响一批本科录取，有低分上名校的可能。可以填报长安大学-爱尔兰都柏林大学中外合作办学项目道路桥梁与渡河工程专业——学校最热的专业，都柏林大学—世界排名前1%大学，强强联合，（双学籍，双学位），都柏林大学参与70%以上的核心课程教学。今年第一年招生，预计分数比正常专业低，一本线上均可报考。可以鼓励想享受优质教育资源的考生填报。可以推荐家境好的考生报考此项目。
我是山东理科生,13***31 (山东),2018-06-24 17:00,587分能进贵校吗？,您好！根据往年的情况，我校今年的录取分数线在595分左右，您可以第一志愿报我校，也有被录取的可能性。另外，我校还有中外合作办学专业（道路桥梁与渡河工程），您的分数被录取可能性较大。
安徽考生,18***46 (安徽),2018-06-24 16:47,老师，高考成绩608排名10468，填报志愿录取希望大吗？,您好！请参考去年的录取情况，点击网站长安大学本科招生网http://zsb.chd.edu.cn/，点击历年分数，点击省份，即可查询往年录取情况作为依据。
关于录取,15***22 (陕西),2018-06-24 16:07,陕西考生理工555排名18216，想报贵校软件工程有希望吗？,[关于地质学类、地球物理学类、地质工程专业：今年这几个专业类在提前批次填报，可以动员喜欢这类专业或想上长大的考生大胆填报，一本线上均可报考。因为在提前批录取，多一次投档机会，不影响一批本科录取，有低分上名校的可能。关于长安大学-爱尔兰都柏林大学中外合作办学项目道路桥梁与渡河工程专业——学校最热的专业，都柏林大学—世界排名前1%大学，强强联合，（双学籍，双学位），都柏林大学参与70%以上的核心课程教学。今年第一年招生，预计分数比正常专业低，一本线上均可报考。可以鼓励想享受优质教育资源的考生填报。可以推荐家境好的考生报考此项目。
北京考生理科696分到贵校有希望吗？,18***30 (北京),2018-06-24 14:57,老师好，请问北京考生理科696分一批到贵校有希望吗？,您好！696分是全市80名，一定可以被录取。如果是596分，则是8000多名，被录取的希望依旧很大。
甘肃理科超一本51分农村专项录取的可能大吗？,18***10 (甘肃),2018-06-23 11:31,甘肃理科超一本51分农村专项录取的可能大吗？,您好！去年高校专项最低录取分数为482，高出一本线22分。您高出51分，按照去年的情况，录取的希望较大。高校专项在一本之前投档，如果没有录取，不影响一本志愿院校的录取。
专业相关,13***87 (天津),2018-06-22 14:02,您好，请问贵校的硕士点和博士点专业都有什么专业？如果修学第二学位需要什么条件？,[您好，我校硕士招生专业有：土木工程、交通运输工程、建筑与土木工程、项目管理、车辆工程、动力工程及工程热物理、动力工程、物流工程、机械工程、工业设计工程、产业经济学、资产评估、统计学、管理科学与工程、工商管理、会计学、工程管理、控制科学与工程、信息与通信工程、控制工程、计算机科学与技术、软件工程、计算机技术、地球物理学、土木工程、测绘科学与技术、地质资源与地质工程、测绘工程、地质工程、自然地理学、地图学与地理信息系统、地质学、土地工程学、农业工程与信息技术、土地资源管理、建筑与土木工程、水利工程、应用化学、环境科学与工程、水利工程、环境工程、水土保持与荒漠化防治、建筑学、城乡规划学、风景园林学、建筑与土木工程、材料科学与工程、材料工程、哲学、经济法学、公共管理、数学、力学、外国语言学及应用语言学、美学、新闻与传播、马克思主义理论。博士专业有：岩土工程，防灾减灾工程及防护工程、桥梁与隧道工程、道路与铁道工程、交通运输规划与管理、★交通工程、车辆工程、★车辆新能源与节能工程、载运工具运用工程、★物流工程与管理、机械工程、交通信息工程及控制、★智能交通与信息系统工程、★资源与深部地球物理、★建筑安全工程、测绘科学与技术、地质资源与地质工程、地质学、★地学信息系统、★土地工程学、矿产普查与勘探、★油气田地质与开发、结构工程、市政工程、供热供燃气通风及空调工程、水利工程、环境科学与工程、★城乡人居环境建设工程、★机械工程材料、★道路材料科学与工程、★环境与社会发展、★计算结构力学。【第二学位】目前学校没有第二学位的学习，但是可以辅修学习第二专业，成绩合格后颁发毕业证书，与国家正式本科毕业证书有差异。
