标题,来源,时间,问题,回答
专业,zh***0325 (浙江),2017-06-22 14:05,您好，我是浙江考生。在模拟志愿和2017普通高校招生计划书上都没有看到贵校的英语师范专业。但是我在贵校官网的招生计划上有看到这个专业。但是本人想填报贵校的英语师范专业，请问此专业是不是不对浙江招生,2017年我校在浙江省设有“英语（公费师范）”专业，招生计划数为3人。
民族预科班,zy***1 (内蒙古),2017-06-22 10:23,贵校有民族预科班有内蒙古的招生计划吗？有哪些专业？,具体内容您可以登录“东北师范大学本科招生网”--“查询中心”点击查询。
民族预科班,zy***1 (内蒙古),2017-06-22 09:40,贵校在内蒙古有民族预科班的招生计划吗？,部分专业有少民预科计划。
本科预科班,15***66 (吉林),2016-06-24 16:21,我是吉林考生，汉族考生是不是可以报考一批b段本科预科班？,不可以
合作办学,li***123 (黑龙江),2016-06-24 16:12,请问贵校合作办学理工类的各专业是否是国内国外几加几模式；若是这样不想去国外，四年全在国内完成学业可否；还有招生计划上的收费是一年国内的收费标准吗？若是去国外，如何收费，谢谢！,我校中外合作办学类专业：英语、计算机、工商管理类是3+1模式，金融学、物流管理、公共管理类是2+2、3+1模式，均可以四年都在国内读。计划上的收费是国内的学费，国外学费以当年国外合作高校的学费为准，目前约为2.7万美金。
江苏考生 能否被贵校录取,el*** (江苏),2017-06-27 12:09,你好，我是江苏文科考生，高考成绩343，超一本线10分，选修历史A+政治A，请问能否被贵校录取？谢谢老师,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
河南理科549,39*** (河南),2017-06-27 12:05,549分位次29156报免费师范的化学专业有没有希望被录取？,各省招生历年分数线查询请登录“东北师范大学本科招生网”--“查询中心”作为参考。
河北理科生，英语专业,wi***k (河北),2017-06-27 11:53,老师您好，我是河北理科生，将来想当英语老师，请问你们在河北招收的英语专业是师范类的吗？,各省招生计划及历年分数线查询请登录“东北师范大学本科招生网”--“查询中心”
提前批,hx*** (河南),2017-06-27 11:28,请问，贵校提前批去年在河南省理科录取分数大致为多少？另外贵校免费师范生的定向协议学校有哪几所?是本地区、市、县、乡?,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。我校免费师范生的协议书是和生源所在省份教育厅签订。
山东考生594分,hj*** (山东),2017-06-26 16:42,请老师帮忙解答一下，我报考贵校有希望吗,每年报考情况不一样，所以各位考生请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。另外我校录取普通类考生是按高考成绩由高到低择优录取。
山东理科考生咨询,jz*** (山东),2017-06-26 16:34,老师您好，我是今年的山东理科考生，分数621，省排名8492，报考贵校能否录到一个比较好的专业？,每年报考情况不一样，所以各位考生请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
关于辅修,hz***7 (福建),2017-06-26 16:22,进去贵校可以辅修法学吗?,请咨询教务处
志愿咨询,ch*** (辽宁),2017-06-26 15:13,老师您好，我是辽宁考生，如果服从贵校专业调剂，身体和单科成绩都没有问题，有被退档的可能么？,你好，我校在各省（区、市）的调档比例原则上不超过招生计划数的105%（平行志愿投档批次）或120%（顺序志愿投档批次）因此会有被退档的可能。
录取问题,li***980618 (甘肃),2017-06-26 15:09,你好，我是甘肃理科考生，高于一本线50分，报你们学校有希望吗，哪些专业呢,每年报考情况不一样，所以各位考生请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
咨询,af***bi (云南),2017-06-26 14:35,想问几个问题。1.考入贵校后要是专业不满意，可以转专业吗？或是只能转一部分专业呢？2.若是被预科录取，一年之后较热门的专业（主要看师范）是否会限制选择？3.贵校是否有保研政策？比率大概是多少？不胜感激。,关于转专业问题：http://jwc.nenu.edu.cn/info/1084/2516.htm保研比率看各学院规定，考生可以登录东北师范大学官网查找各个学院具体联系方式详细询问各学院。
请问，山东理科580分，能报考贵校吗？谢谢！,my***xiang (山东),2017-06-26 13:08,请问，山东理科580分，能报考贵校吗？谢谢！,每年报考情况不一样，所以各位考生请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
文科专业,ky*** (河南),2017-06-26 11:55,想报考贵校，文科，不知贵校哪些文科专业优势较强？如果是从热门专业到冷门排序会是如何？,我校各文科专业都不错，具体专业填报看考生意愿。
河南文科579分，3320名报贵校有把握吗,ky*** (河南),2017-06-26 11:52,河南考生，文科，579分，3320名，想要报考贵校，照往年经历来看把握大不大？如果有把握，可以选择什么样的专业？热门or冷门？,每年报考情况不一样，所以各位考生请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
山东考生咨询,ti*** (山东),2017-06-26 11:05,老师，请问贵校本科师范专业都是提前批吗,你好，关于批次问题请咨询考生所在省份教育考试院。
2016年山东省 文科最低录取分数？,he***g (山东),2017-06-26 11:00,2016年山东省文科最低录取分数？,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
录取问题,15***06 (云南),2018-06-25 09:07,老师，您好。贵校在云南的录取的最低位次是多少？退档率是多少？大概提多少档？谢谢,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
吉林文科考生,13***28 (吉林),2018-06-24 16:15,您好，我是吉林文科考生，高考分数553分，超一本线11分，省排名2499，请问，报考贵校提前批第一志愿，录取可能性有多少？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
免费师范生,17***17 (贵州),2018-06-24 15:58,老师你好，我是贵州考生理科生，想报你校免费师范生，分数563，省排名12253，你看可以吗?非常感谢,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
免费师范生,17***17 (贵州),2018-06-24 15:18,老师你好，我是贵州考生，想报你校免费师范生，分数563，省排名12253，你看可以吗?非常感谢,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
是否录取,18***10 (四川),2018-06-24 09:31,老师你好，请问我今年四川考生617可以填报你们学校提前批数学或英语的免师吗？有机会录取吗我位次在17000,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
云南考生,15***06 (云南),2018-06-24 09:00,老师，我是云南理科考生，568分，位次17342，是否有望报考贵校？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
咨询,13***09 (重庆),2018-06-23 16:37,请问，我是重庆考生，成绩582，排位1285，可以报考你们学校吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
公费师范生,13***53 (甘肃),2018-06-23 12:27,甘肃理科高考成绩524，有希望进贵校的公费师范生吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
湖北考生,13***19 (湖北),2018-06-23 11:16,湖北理科565，报考贵校希望大吗,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
提前批,13***97 (黑龙江),2018-06-23 09:51,老师您好，我是2018年黑龙江文科考生，请问贵校提前批在黑龙江的文科招生计划是公费师范还是普通师范？,请联系您省教育考试院。
报考咨询山东,15***45 (山东),2018-06-22 10:00,贵校免费师范生，在山东是否仅在提前批招录？提前批普通考生可报考非免费师范生专业吗？,请联系您省教育考试院。
退档问题,la*** (河北),2017-06-27 13:47,贵校在招生章程中提到“额满为止”，是不是如果未被所报专业录取，且调剂后超出录取计划的考生一定会被退档。,招生章程第17条：对于所报专业志愿无法满足并且不服从专业调剂、服从专业调剂但是不符合调剂原则或录取额满的考生，作退档处理。
河南文科2017,li***n (河南),2017-06-27 12:58,我是河南2017年的文科考生，高考分582分，超一本线66分，排名2970名，报考贵校希望大吗？还有专业选择余地大吗？谢谢您！,各省招生计划及历年分数线查询请登录“东北师范大学本科招生网”--“查询中心”查询参考。
中外合作退档,ya***30 (辽宁),2017-06-27 12:15,报考中外合作的专业，什么原因会被退档。,我校在各省（区、市）的调档比例原则上不超过招生计划数的105%（平行志愿投档批次）或120%（顺序志愿投档批次），另外中外合作办学专业只录取填报本专业志愿的考生，不接受专业调剂。因此有被退档的可能。
老师您好，请问内蒙考生民族预科班结业后能选择那些专业？谢谢！,zf*** (内蒙古),2017-06-27 12:12,老师您好，请问内蒙考生民族预科班结业后能选择那些专业？谢谢！,你好，民族预科班结束后按照当时高考录取的专业进行学习。
不知道英语口试成绩是否敢报英语专业？,li***ng (山西),2017-06-25 14:46,担心口试不过关,英语口试通过即可报考。
日语,ma*** (广西),2017-06-25 14:45,请问日语（理工类）的外语口试是指小语种（日语）吗？,语言类外语口试语种都是英语
英语,li***ng (山西),2017-06-25 14:14,我想报免费师范生的英语专业，可是又担心口语不过关，是否可以报这个专业？（没有口吃，平常表达也很好，只是一种担心）,这个问题请您致电0431-85098500/85687511我们为您详细解答
咨询,13***42 (内蒙古),2017-06-25 14:07,你好：我是内蒙理科考生：1、贵校录取规则？有级差吗？2、认可加分吗？按排专业认可加分吗？3、同分考生如何录取？4、各专业之间都可以转吗？有关转专业有什么规定？5、往年在内蒙的录取大约位次？,你好，请您登陆“东北师范大学本科招生网”查看2017年本科招生章程，同时可以点击“查询中心”查询历年录取分数作为参考。关于转专业问题请登陆“东北师范大学教务处”查看关于转专业的通知。
英语口试,li***ng (山西),2017-06-25 14:04,请问英语口试不过关是否会被退档，还是会被调剂到其他专业？,根据我校招生要求，报考语言类专业必须通过英语口语考试否则不予录取。
山西文科免费师范,fa*** (山西),2017-06-25 13:51,您好，老师，请问贵校在山西免费师范的分数线和排名是多少？打530有希望吗？,你好，您可以登陆“东北师范大学本科招生网”-“查询中心”查询历年录取分数作为参考。
山西文科提前批,fa*** (山西),2017-06-25 13:27,您好，请问成绩530，排名3769，报考贵校免费师范类，有希望吗,你好，可以登陆“东北师范大学本科招生网”-“查询中心”查询历年录取分数作为参考。
公费师范生和非公费师范生都可以当老师吗？所学的专业科一样吗？,cq*** (黑龙江),2017-06-25 13:17,请问老师，公费师范生和非公费师范生只是学费不一样，其它都一样吗？所学专业科一样吗？毕业后都可当老师吗？,这个问题您可以拨打：0431-85098500/85687511，我们会为您详细解答。
提前批,15***53 (重庆),2017-06-25 12:56,重庆2017提前批都是免费师范生吗,你好，不同省份招生专业不同，这个问题请您咨询贵省教育考试院。
黑龙江,cq*** (黑龙江),2017-06-25 12:45,黑龙江4220位，能进贵校数学类非公费师范专业吗？,你好，可以登陆“东北师范大学本科招生网”-“查询中心”查询历年录取分数作为参考。
录取,66*** (重庆),2017-06-25 12:27,请问老师，我是重庆考生，理科目538分，位次20276，可否报考贵校，谢谢！,你好，可以登陆“东北师范大学本科招生网”-“查询中心”查询历年录取分数作为参考。
山东理科生2017,37***911160822 (山东),2017-06-25 12:19,老师你好，我是山东的一名理科生，今年我的分数是591，位次是21655，报考贵校有无风险？,你好，可以登陆“东北师范大学本科招生网”-“查询中心”查询历年录取分数作为参考。
提前批,em*** (辽宁),2017-06-25 12:12,请问贵校的提前批在辽宁有招生计划吗？如果有，都有什么专业,你好，关于我校在贵省各个批次的招生问题请咨询贵省教育考试院。
中外合作,zs*** (辽宁),2017-06-25 12:02,与南伊利诺伊大学的合项目的问题：1.2+2拿两校学位证吗2.在美大约费用多少3.和其他本科生在一个校址上课吗4.能同时辅修心理学吗，孩子喜欢,1、与南伊利诺伊大学合作的工商管理类专业只有4+0和3+1两种模式，达到相关要求的毕业生可获得东北师范大学的本科毕业证书及学位证书和南伊利诺伊大学学习证明。2、在美学习费用等相关细节可以咨询商学院：0431-845360363、在净月校区上课学习4、双学位请咨询教务处
服从调剂还会被退档吗？,ch*** (河北),2017-06-25 11:47,老师好，请问服从专业调剂还会被退档吗？如果不是自己想学的专业，转专业的机会大吗？,存在被退档的可能。入学后的转专业问题可以登录“东北师范大学教务处”查看相关文件说明。
东北师范本科第一批B段的中外合作办学，是否发东北师范毕业证？,15***19 (黑龙江),2018-06-26 14:18,东北师范本科第一批B段的中外合作办学，是否发东北师范毕业证？,现在我校中外合作办学专业的毕业证是东北师范大学毕业证。
中外合办,37***912060313 (山东),2018-06-26 14:05,中外合办毕业证有”中外合办”字样吗？是否和本校毕业证一样？是双学位吗？去国外合作学校学习吗？,您好，由于您的问题涉及较多专业，请电话咨询400-900-9663。
贵校报考相关,12***9@qq.com (河南),2018-06-26 12:45,您好，请问河南文科生562仅高一本线15分，报考贵校有希望么？放在冲一冲位置即第一志愿位置呢？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
湖南文科597，排名6411，能报公费师范生吗,15***32 (湖南),2018-06-26 12:02,湖南文科597，排名6411，能报公费师范生吗,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
咨询,18***11 (安徽),2018-06-26 11:42,东北冬天冷吗，安徽考生可好适应，安徽理科598报贵校免费物理问题大吗，,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。东北天气四季分明，冬天室内均有暖气，安徽考生能适应东北天气的。
湖北理科考生，588,lu***6.com (湖北),2018-06-26 10:49,湖北理科588，报考贵校有希望吗,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
河南美术专业考生报考,df***yahoo.com.cn (河南),2018-06-26 10:06,河南美术专业文化课413分（理科），专业课215分，能报考本校的艺术设计专业吗？录取的几率大吗？2017年在该专业在河南的录取分数最低是多少？谢谢,不知考生是否参加我校艺术类校考考生须根据我校艺术类简章录取规则和本人校考排名考虑能否申报我校设计学类专业。
自主招生录取,13***22 (黑龙江),2018-06-26 09:33,您好！我已经通过了自招面试，高考成绩符合优惠条件，是不是我只要在自招志愿填报贵校，就一定被录取？另外，我是否还要填报一本、二本等志愿？谢谢！,如果您高考成绩达到我校自主招生录取条件，在服从调剂的情况下是不会退档的。如果不服从调剂就会有退档的可能。
山东农村专项生（文史）,18***09 (山东),2018-06-26 09:23,您好老师！总分552是贵校报名通过的农村专项生，请问今年报考贵校有被录取的希望吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
退档问题,13***77 (北京),2018-06-26 09:03,北京考生口语3分，贵校在北京只招汉语言，商务英语，若报考汉语言专业，是否会有被退档的可能。,您的问题提的不是很清楚，请详细说明！
报考,37***@qq.com (辽宁),2018-06-25 16:51,老师，辽宁文科考了607分，位次926，报考这个学校，有希望被录取吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地
公费师范生,13***04 (重庆),2018-06-25 16:39,老师您好，重庆文科考生，578分，位次1500名，请问有机会填提前批报考贵校吗,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地
有关填报志愿专业的问题,15***68 (河北),2018-06-25 16:05,过了东北师范大学美术设计类校考，填报志愿的时候专业填报是不是只能填一个设计类的专业，其他专业是不是不能往上填，服从调剂会调到别的专业吗？很着急，请尽快给予，谢谢！,是的，如果是设计学类校考成绩，那么只能填报设计学类专业，其他专业无法使用设计学类校考成绩。
公费师范生咨询,13***33 (山西),2018-06-25 15:59,老师您好！我是2018山西文科考生，成绩548，位次5500，有希望报考贵校公费师范生吗？谢谢！,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
河北省理科考生,13***15 (河北),2018-06-25 15:46,高考分数633省排名一万名左右报贵校师范类数学被录取的希望大吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
提前批,xu***0750 (河南),2017-06-26 10:52,我是河南文科生.557分.省排名6661.想报贵校提前批免费师范.希望大吗？,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
河南文科571分,gc***25560 (河南),2017-06-26 10:45,老师您好，我是河南文科考生，我想咨询一下，分数高河南一本分数线55分，排4282名，能否上贵校？谢谢。,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
贵校 英语专业2016年在山东 最低录取线？,he***g (山东),2017-06-26 10:44,贵校英语专业2016年在山东最低录取线？,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
提前批若被退档是否会影响到本一批次的录取呢?,hz***7 (福建),2017-06-26 10:28,若是我提前批报考了东北师范大学。因为专业级差被退档，那是会影响我本一批次的录取？,不会影响本一批其他学校的录取。
河南文科571分,gc***25560 (河南),2017-06-26 10:09,老师您好，我是河南文科考生，我想咨询一下成绩高河南一本分数线55分。有没有希望上贵校，谢谢,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
四川考生求助,gy*** (四川),2017-06-26 09:43,东北师范大学的老师：您好！提前批报考了贵校，当初填报志愿时未勾选“服从调剂”，现在经过慎重考虑，非常希望能就读贵校，愿意专业服从调剂，现在还有什么补救办法吗？,你好，这个问题请您拨打四川省教育考试院询问。
请老师帮忙回答一下,su***2017 (云南),2017-06-26 09:39,2017云南考生一本线500，考了556，省排名10071，能上贵校免费师范吗，急急急,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
咨询,li*** (天津),2017-06-26 09:04,天津考生，理科男，559分，天津排名8211名，请问有希望报考贵校吗，谢谢,你好，请登录“东北师范大学本科招生网”--“查询中心”查询历年分数作为参考。
会退档？,za***89198 (甘肃),2017-06-25 16:36,老师，我今年的高考成绩线差高于贵校去年在我省的录取平均线差8分，填了服从调剂，还会因为专业级差被退档吗？,每年情况不一样，所以有这个可能。
进档后，服从调剂，还会因为专业级差被退档吗？,za***89198 (甘肃),2017-06-25 16:24,老师，进档后，服从调剂，还会因为专业级差被退档吗？如不退档，会曾么处理？,我校在各省（区、市）的调档比例原则上不超过招生计划数的105%（平行志愿投档批次）或120%（顺序志愿投档批次）因此会有被退档的可能。
中外合作,13***05 (辽宁),2017-06-25 16:08,老师，你好，如果我报考贵校的中外合作办学专业，在什么情况下会被退档。,中外合作办学专业除非有专业意向否则不接受专业调剂，您填报的专业如果录取不了这种情况下会被退档处理。具体请您咨询0431-85098500/85687511为您详细解答。
志愿顺序,45*** (甘肃),2017-06-25 16:07,如果我填了4个志愿都没录上，调剂时实考分又被减掉9分，这时达不到被调剂的专业分数，是不是就被退档，这种方式是不是风险很大！老师能否建议一下如何填写专业顺序？为了保险能否少填一两个专业,我校在各省（区、市）的调档比例原则上不超过招生计划数的105%（平行志愿投档批次）或120%（顺序志愿投档批次）因此确实会有被退档的可能。详细情况请咨询0431-85098500/85687511。
专业级差,45*** (甘肃),2017-06-25 15:57,老师您好，招生章程中“有专业和专业调剂之间差1分”是什么意思？如果填了4个志愿没录上需要调剂，这时在我实考分的基础上减多少？是减1分还是减4分？,[专业志愿级差：对于进档考生，按实考分由高至低和专业志愿由先至后顺序，结合专业志愿分数级差进行录取；第一、第二专业志愿之间级差5分，第二、第三专业志愿之间级差3分，其他专业志愿为平行志愿，有专业志愿与服从专业调剂之间级差1分。如果您填报的4个专业都未被录取需要调剂是在实考分的基础上减去9分。
专业级差,13***05 (辽宁),2017-06-25 15:49,请问老师，贵校的中外合作办学的专业录取时是否有专业级差,有
中外合作办学会被调剂吗,13***05 (辽宁),2017-06-25 15:44,老师，您好，我想报考贵校中外合作办学的计算机科学与技术和外国语言文学类这2个专业，如果我报这2个专业，填写服从调剂，会不会被调剂到贵校其他的中外合作办学的专业。有没有被退档的可能，在什么情况下会被退档。,你好。我校中外合作办学专业除非考生有专业意向否则不接受专业调剂。有被退档的可能。
河北省理科考生,13***15 (河北),2018-06-25 15:45,高考分数633省排名一万名左右报贵校师范类数学被录取的希望大吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
安徽文科考生提问,18***12 (安徽),2018-06-25 15:35,请问，高考文科589分排名5823有机会进入贵校吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
山东文,18***58 (山东),2018-06-25 15:33,分数579，位次11271，报考贵校录取几率大吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
山东考生,13***96 (山东),2018-06-25 15:19,山东理科587分，能报考贵校吗？谢谢！,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
报考,18***94 (山西),2018-06-25 15:10,2018山西理科556分排名15217报考贵校录取概率大吗,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
请问能否报考贵校,15***55 (云南),2018-06-25 13:57,您好，请问云南考生理科高一本线38分，是否有机会被录取？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
北京考生,13***77 (北京),2018-06-25 13:31,想去贵校的汉语言文学，口语成绩3分，无法录取到贵校的英语专业，若接受调剂，能否进入汉语言文学专业。,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
报考问题,18***10 (山西),2018-06-25 13:10,我是18届山西考生，省排名9834，报考贵校的数学与应用数学和统计学有希望吗？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
被录取可能性,15***04 (黑龙江),2018-06-25 11:58,我是一名黑龙江高校专项计划文史考生，高考分数为511分，有机会被贵校录取么，如果提前批报贵校是否被录取机会能大一些？,[如果您的高考分数超出一本线10分，并且为高校专项资格合格考生，您可以报考高校专项计划，但由于我校高校专项计划录取是按高考实考分数（不含政策性加分）由高至低以及专业志愿顺序由先至后原则，结合各专业招生计划情况，为考生安排录取专业；专业志愿分数级差以我校2018年本科招生章程规定为准。同一专业录取时，若等效分（实考分减去专业志愿分数级差）相同，优先录取实考分高的考生；若实考分相同，优先录取政策性加分高的考生；若政策性加分相同，优先录取相关科目成绩高的考生（文科考生依次比较语文、数学、外语，理科考生依次比较数学、语文、外语）。
咨询,15***09 (山东),2018-06-25 11:26,您好，山东考生理工类，583分，请问可以报考贵校么？,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
甘肃考生,13***77 (甘肃),2018-06-25 10:27,甘肃文科537分排名2436报考贵校概率如何,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
河南公费师范,13***47 (河南),2018-06-25 10:15,在河南公费师范和非公费师范录取分数有差异吗?谢谢！,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
报考咨询,18***88 (甘肃),2018-06-25 10:12,尊敬的招生办老师您好，我是甘肃理科考生高考成绩534，全省排名13782，请问报考贵校能否被录取，请您拨冗解答，谢谢老师,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
录取,13***69 (北京),2018-06-25 10:08,您好，请问北京文科考生，599分，北京市排名3135，有希望被录取吗？谢谢老师,历年分数查询：http://bkzsw.nenu.edu.cn/col_000018_000170.html请参考学校近三年录取最低分、平均分高出重点线差值，对比学生成绩高出重点线差值，高出越多越有把握和选择余地。
专项计划,13***10 (河南),2018-06-25 10:05,你好，我是河南考生，如果通过专项计划进入贵校可以转专业吗，如果是公费师范可以转为非公费师范吗？谢谢,公费师范不可以转为非公费师范
